substrate_UniProtAC	canonical_UniProtAC	substrate_genename	accession_is_isoform	needs_sequence_remap	canonical_counting_status	site_count_accession_level	label
P13798	P13798	APEH	False	False	canonical_or_unversioned_accession	1	APEH (P13798)
Q06481	Q06481	APLP2	False	False	canonical_or_unversioned_accession	1	APLP2 (Q06481)
Q8NCW5	Q8NCW5	APOA1BP	False	False	canonical_or_unversioned_accession	1	APOA1BP (Q8NCW5)
P04114	P04114	APOB	False	False	canonical_or_unversioned_accession	1	APOB (P04114)
Q9UH17	Q9UH17	APOBEC3B	False	False	canonical_or_unversioned_accession	1	APOBEC3B (Q9UH17)
Q8IUX4	Q8IUX4	APOBEC3F	False	False	canonical_or_unversioned_accession	1	APOBEC3F (Q8IUX4)
P05067	P05067	APP	False	False	canonical_or_unversioned_accession	1	APP (P05067)
F8W1P5	F8W1P5	APPL2	False	False	canonical_or_unversioned_accession	1	APPL2 (F8W1P5)
Q8NEU8	Q8NEU8	APPL2	False	False	canonical_or_unversioned_accession	1	APPL2 (Q8NEU8)
Q96P48	Q96P48	ARAP1	False	False	canonical_or_unversioned_accession	1	ARAP1 (Q96P48)
Q8WWN8	Q8WWN8	ARAP3	False	False	canonical_or_unversioned_accession	1	ARAP3 (Q8WWN8)
P48444	P48444	ARCN1	False	False	canonical_or_unversioned_accession	1	ARCN1 (P48444)
P84077	P84077	ARF1	False	False	canonical_or_unversioned_accession	1	ARF1 (P84077)
P61204	P61204	ARF3	False	False	canonical_or_unversioned_accession	1	ARF3 (P61204)
P84085	P84085	ARF5	False	False	canonical_or_unversioned_accession	1	ARF5 (P84085)
Q8N6H7	Q8N6H7	ARFGAP2	False	False	canonical_or_unversioned_accession	1	ARFGAP2 (Q8N6H7)
Q9NP61	Q9NP61	ARFGAP3	False	False	canonical_or_unversioned_accession	1	ARFGAP3 (Q9NP61)
Q9Y6D6	Q9Y6D6	ARFGEF1	False	False	canonical_or_unversioned_accession	1	ARFGEF1 (Q9Y6D6)
Q5TH69	Q5TH69	ARFGEF3	False	False	canonical_or_unversioned_accession	1	ARFGEF3 (Q5TH69)
P53365	P53365	ARFIP2	False	False	canonical_or_unversioned_accession	1	ARFIP2 (P53365)
Q6ZUM4	Q6ZUM4	ARHGAP27	False	False	canonical_or_unversioned_accession	1	ARHGAP27 (Q6ZUM4)
Q52LW3	Q52LW3	ARHGAP29	False	False	canonical_or_unversioned_accession	1	ARHGAP29 (Q52LW3)
Q9BRR9	Q9BRR9	ARHGAP9	False	False	canonical_or_unversioned_accession	1	ARHGAP9 (Q9BRR9)
E9PMR6	E9PMR6	ARHGEF12	False	False	canonical_or_unversioned_accession	1	ARHGEF12 (E9PMR6)
O94989	O94989	ARHGEF15	False	False	canonical_or_unversioned_accession	1	ARHGEF15 (O94989)
Q96DR7	Q96DR7	ARHGEF26	False	False	canonical_or_unversioned_accession	1	ARHGEF26 (Q96DR7)
A0A2R8YF49	A0A2R8YF49	ARHGEF5	False	False	canonical_or_unversioned_accession	1	ARHGEF5 (A0A2R8YF49)
O43307	O43307	ARHGEF9	False	False	canonical_or_unversioned_accession	1	ARHGEF9 (O43307)
Q96B23	Q96B23	ARK2N	False	False	canonical_or_unversioned_accession	1	ARK2N (Q96B23)
Q9Y2Y0	Q9Y2Y0	ARL2BP	False	False	canonical_or_unversioned_accession	1	ARL2BP (Q9Y2Y0)
P36405	P36405	ARL3	False	False	canonical_or_unversioned_accession	1	ARL3 (P36405)
Q9H6L4	Q9H6L4	ARMC7	False	False	canonical_or_unversioned_accession	1	ARMC7 (Q9H6L4)
Q8IUR7	Q8IUR7	ARMC8	False	False	canonical_or_unversioned_accession	1	ARMC8 (Q8IUR7)
Q9P291	Q9P291	ARMCX1	False	False	canonical_or_unversioned_accession	1	ARMCX1 (Q9P291)
Q5T2E6	Q5T2E6	ARMH3	False	False	canonical_or_unversioned_accession	1	ARMH3 (Q5T2E6)
P27540	P27540	ARNT	False	False	canonical_or_unversioned_accession	1	ARNT (P27540)
Q92747	Q92747	ARPC1A	False	False	canonical_or_unversioned_accession	1	ARPC1A (Q92747)
C9JWM7	C9JWM7	ARPC4	False	False	canonical_or_unversioned_accession	1	ARPC4 (C9JWM7)
Q7Z6K5	Q7Z6K5	ARPIN	False	False	canonical_or_unversioned_accession	1	ARPIN (Q7Z6K5)
P15289	P15289	ARSA	False	False	canonical_or_unversioned_accession	1	ARSA (P15289)
F5H874	F5H874	ASCC1	False	False	canonical_or_unversioned_accession	1	ASCC1 (F5H874)
Q8N9N2	Q8N9N2	ASCC1	False	False	canonical_or_unversioned_accession	1	ASCC1 (Q8N9N2)
Q9H1I8	Q9H1I8	ASCC2	False	False	canonical_or_unversioned_accession	1	ASCC2 (Q9H1I8)
Q8N3C0	Q8N3C0	ASCC3	False	False	canonical_or_unversioned_accession	1	ASCC3 (Q8N3C0)
O95671	O95671	ASMTL	False	False	canonical_or_unversioned_accession	1	ASMTL (O95671)
O43681	O43681	ASNA1	False	False	canonical_or_unversioned_accession	1	ASNA1 (O43681)
Q9BZE9	Q9BZE9	ASPSCR1	False	False	canonical_or_unversioned_accession	1	ASPSCR1 (Q9BZE9)
D6RG30	D6RG30	ASTE1	False	False	canonical_or_unversioned_accession	1	ASTE1 (D6RG30)
Q8IXJ9	Q8IXJ9	ASXL1	False	False	canonical_or_unversioned_accession	1	ASXL1 (Q8IXJ9)
Q8NBU5	Q8NBU5	ATAD1	False	False	canonical_or_unversioned_accession	1	ATAD1 (Q8NBU5)
Q9NVI7	Q9NVI7	ATAD3A	False	False	canonical_or_unversioned_accession	1	ATAD3A (Q9NVI7)
Q9NVI7	Q9NVI7	ATAD3B	False	False	canonical_or_unversioned_accession	1	ATAD3B (Q9NVI7)
Q5T2N8	Q5T2N8	ATAD3C	False	False	canonical_or_unversioned_accession	1	ATAD3C (Q5T2N8)
Q96QE3	Q96QE3	ATAD5	False	False	canonical_or_unversioned_accession	1	ATAD5 (Q96QE3)
P18846	P18846	ATF1	False	False	canonical_or_unversioned_accession	1	ATF1 (P18846)
P18847	P18847	ATF3	False	False	canonical_or_unversioned_accession	1	ATF3 (P18847)
Q9NT62	Q9NT62	ATG3	False	False	canonical_or_unversioned_accession	1	ATG3 (Q9NT62)
Q9Y4P1	Q9Y4P1	ATG4B	False	False	canonical_or_unversioned_accession	1	ATG4B (Q9Y4P1)
O95352	O95352	ATG7	False	False	canonical_or_unversioned_accession	1	ATG7 (O95352)
Q8NHH9	Q8NHH9	ATL2	False	False	canonical_or_unversioned_accession	1	ATL2 (Q8NHH9)
Q9HD20	Q9HD20	ATP13A1	False	False	canonical_or_unversioned_accession	1	ATP13A1 (Q9HD20)
P50993	P50993	ATP1A2	False	False	canonical_or_unversioned_accession	1	ATP1A2 (P50993)
M0R116	M0R116	ATP1A3	False	False	canonical_or_unversioned_accession	1	ATP1A3 (M0R116)
Q13733	Q13733	ATP1A4	False	False	canonical_or_unversioned_accession	1	ATP1A4 (Q13733)
P05026	P05026	ATP1B1	False	False	canonical_or_unversioned_accession	1	ATP1B1 (P05026)
Q9UN42	Q9UN42	ATP1B4	False	False	canonical_or_unversioned_accession	1	ATP1B4 (Q9UN42)
P20020	P20020	ATP2B1	False	False	canonical_or_unversioned_accession	1	ATP2B1 (P20020)
Q16720	Q16720	ATP2B3	False	False	canonical_or_unversioned_accession	1	ATP2B3 (Q16720)
P36542	P36542	ATP5C1	False	False	canonical_or_unversioned_accession	1	ATP5C1 (P36542)
P25705	P25705	ATP5F1A	False	False	canonical_or_unversioned_accession	1	ATP5F1A (P25705)
P36542	P36542	ATP5F1C	False	False	canonical_or_unversioned_accession	1	ATP5F1C (P36542)
Q15904	Q15904	ATP6AP1	False	False	canonical_or_unversioned_accession	1	ATP6AP1 (Q15904)
O75787	O75787	ATP6AP2	False	False	canonical_or_unversioned_accession	1	ATP6AP2 (O75787)
F5GYQ1	F5GYQ1	ATP6V0D1	False	False	canonical_or_unversioned_accession	1	ATP6V0D1 (F5GYQ1)
P61421	P61421	ATP6V0D1	False	False	canonical_or_unversioned_accession	1	ATP6V0D1 (P61421)
Q96A05	Q96A05	ATP6V1E2	False	False	canonical_or_unversioned_accession	1	ATP6V1E2 (Q96A05)
O75348	O75348	ATP6V1G1	False	False	canonical_or_unversioned_accession	1	ATP6V1G1 (O75348)
O43520	O43520	ATP8B1	False	False	canonical_or_unversioned_accession	1	ATP8B1 (O43520)
Q5TC12	Q5TC12	ATPAF1	False	False	canonical_or_unversioned_accession	1	ATPAF1 (Q5TC12)
Q13535	Q13535	ATR	False	False	canonical_or_unversioned_accession	1	ATR (Q13535)
Q8WXE1	Q8WXE1	ATRIP	False	False	canonical_or_unversioned_accession	1	ATRIP (Q8WXE1)
A0A2R8YDM9	A0A2R8YDM9	ATXN2	False	False	canonical_or_unversioned_accession	1	ATXN2 (A0A2R8YDM9)
F8W0B5	F8W0B5	ATXN2	False	False	canonical_or_unversioned_accession	1	ATXN2 (F8W0B5)
F5H4C0	F5H4C0	ATXN3	False	False	canonical_or_unversioned_accession	1	ATXN3 (F5H4C0)
O15265	O15265	ATXN7	False	False	canonical_or_unversioned_accession	1	ATXN7 (O15265)
Q96GD4	Q96GD4	AURKB	False	False	canonical_or_unversioned_accession	1	AURKB (Q96GD4)
O15169	O15169	AXIN1	False	False	canonical_or_unversioned_accession	1	AXIN1 (O15169)
P30530	P30530	AXL	False	False	canonical_or_unversioned_accession	1	AXL (P30530)
P25311	P25311	AZGP1	False	False	canonical_or_unversioned_accession	1	AZGP1 (P25311)
Q9UPN4	Q9UPN4	AZI1	False	False	canonical_or_unversioned_accession	1	AZI1 (Q9UPN4)
Q96L58	Q96L58	B3GALT6	False	False	canonical_or_unversioned_accession	1	B3GALT6 (Q96L58)
Q6UX72	Q6UX72	B3GNT9	False	False	canonical_or_unversioned_accession	1	B3GNT9 (Q6UX72)
Q6L9W6	Q6L9W6	B4GALNT3	False	False	canonical_or_unversioned_accession	1	B4GALNT3 (Q6L9W6)
P15291	P15291	B4GALT1	False	False	canonical_or_unversioned_accession	1	B4GALT1 (P15291)
Q9NWV8	Q9NWV8	BABAM1	False	False	canonical_or_unversioned_accession	1	BABAM1 (Q9NWV8)
O14867	O14867	BACH1	False	False	canonical_or_unversioned_accession	1	BACH1 (O14867)
G3V1Z5	G3V1Z5	BAG6	False	False	canonical_or_unversioned_accession	1	BAG6 (G3V1Z5)
Q8N9N5	Q8N9N5	BANP	False	False	canonical_or_unversioned_accession	1	BANP (Q8N9N5)
Q9UIG0	Q9UIG0	BAZ1B	False	False	canonical_or_unversioned_accession	1	BAZ1B (Q9UIG0)
E9PAW3	E9PAW3	BBC3	False	False	canonical_or_unversioned_accession	1	BBC3 (E9PAW3)
Q96PG8	Q96PG8	BBC3	False	False	canonical_or_unversioned_accession	1	BBC3 (Q96PG8)
Q8IWZ6	Q8IWZ6	BBS7	False	False	canonical_or_unversioned_accession	1	BBS7 (Q8IWZ6)
P50895	P50895	BCAM	False	False	canonical_or_unversioned_accession	1	BCAM (P50895)
Q9UHQ4	Q9UHQ4	BCAP29	False	False	canonical_or_unversioned_accession	1	BCAP29 (Q9UHQ4)
P51572	P51572	BCAP31	False	False	canonical_or_unversioned_accession	1	BCAP31 (P51572)
O75815	O75815	BCAR3	False	False	canonical_or_unversioned_accession	1	BCAR3 (O75815)
Q9H6U6	Q9H6U6	BCAS3	False	False	canonical_or_unversioned_accession	1	BCAS3 (Q9H6U6)
P54687	P54687	BCAT1	False	False	canonical_or_unversioned_accession	1	BCAT1 (P54687)
B4DP47	B4DP47	BCKDHA	False	False	canonical_or_unversioned_accession	1	BCKDHA (B4DP47)
P12694	P12694	BCKDHA	False	False	canonical_or_unversioned_accession	1	BCKDHA (P12694)
Q9HB09	Q9HB09	BCL2L12	False	False	canonical_or_unversioned_accession	1	BCL2L12 (Q9HB09)
P20749	P20749	BCL3	False	False	canonical_or_unversioned_accession	1	BCL3 (P20749)
Q4VC05	Q4VC05	BCL7A	False	False	canonical_or_unversioned_accession	1	BCL7A (Q4VC05)
Q8WUZ0	Q8WUZ0	BCL7C	False	False	canonical_or_unversioned_accession	1	BCL7C (Q8WUZ0)
A6H8Y1	A6H8Y1	BDP1	False	False	canonical_or_unversioned_accession	1	BDP1 (A6H8Y1)
Q14457	Q14457	BECN1	False	False	canonical_or_unversioned_accession	1	BECN1 (Q14457)
Q9BUH8	Q9BUH8	BEGAIN	False	False	canonical_or_unversioned_accession	1	BEGAIN (Q9BUH8)
Q5SZJ8	Q5SZJ8	BEND6	False	False	canonical_or_unversioned_accession	1	BEND6 (Q5SZJ8)
Q9NYM9	Q9NYM9	BET1L	False	False	canonical_or_unversioned_accession	1	BET1L (Q9NYM9)
O14503	O14503	BHLHE40	False	False	canonical_or_unversioned_accession	1	BHLHE40 (O14503)
Q8TD16	Q8TD16	BICD2	False	False	canonical_or_unversioned_accession	1	BICD2 (Q8TD16)
O00499	O00499	BIN1	False	False	canonical_or_unversioned_accession	1	BIN1 (O00499)
P54132	P54132	BLM	False	False	canonical_or_unversioned_accession	1	BLM (P54132)
Q6QNY0	Q6QNY0	BLOC1S3	False	False	canonical_or_unversioned_accession	1	BLOC1S3 (Q6QNY0)
P35226	P35226	BMI1	False	False	canonical_or_unversioned_accession	1	BMI1 (P35226)
Q9NSY1	Q9NSY1	BMP2K	False	False	canonical_or_unversioned_accession	1	BMP2K (Q9NSY1)
O00238	O00238	BMPR1B	False	False	canonical_or_unversioned_accession	1	BMPR1B (O00238)
Q12983	Q12983	BNIP3	False	False	canonical_or_unversioned_accession	1	BNIP3 (Q12983)
Q96IK1	Q96IK1	BOD1	False	False	canonical_or_unversioned_accession	1	BOD1 (Q96IK1)
Q8IYS8	Q8IYS8	BOD1L2	False	False	canonical_or_unversioned_accession	1	BOD1L2 (Q8IYS8)
Q9H3K6	Q9H3K6	BOLA2	False	False	canonical_or_unversioned_accession	1	BOLA2 (Q9H3K6)
Q86WA6	Q86WA6	BPHL	False	False	canonical_or_unversioned_accession	1	BPHL (Q86WA6)
O95861	O95861	BPNT1	False	False	canonical_or_unversioned_accession	1	BPNT1 (O95861)
P15056	P15056	BRAF	False	False	canonical_or_unversioned_accession	1	BRAF (P15056)
B0S7P1	B0S7P1	BRD2	False	False	canonical_or_unversioned_accession	1	BRD2 (B0S7P1)
P25440	P25440	BRD2	False	False	canonical_or_unversioned_accession	1	BRD2 (P25440)
Q15059	Q15059	BRD3	False	False	canonical_or_unversioned_accession	1	BRD3 (Q15059)
Q9NPI1	Q9NPI1	BRD7	False	False	canonical_or_unversioned_accession	1	BRD7 (Q9NPI1)
O60477	O60477	BRINP1	False	False	canonical_or_unversioned_accession	1	BRINP1 (O60477)
Q8WUW1	Q8WUW1	BRK1	False	False	canonical_or_unversioned_accession	1	BRK1 (Q8WUW1)
P55201	P55201	BRPF1	False	False	canonical_or_unversioned_accession	1	BRPF1 (P55201)
Q9NW68	Q9NW68	BSDC1	False	False	canonical_or_unversioned_accession	1	BSDC1 (Q9NW68)
Q10588	Q10588	BST1	False	False	canonical_or_unversioned_accession	1	BST1 (Q10588)
Q9H0C5	Q9H0C5	BTBD1	False	False	canonical_or_unversioned_accession	1	BTBD1 (Q9H0C5)
Q7KYR7	Q7KYR7	BTN2A1	False	False	canonical_or_unversioned_accession	1	BTN2A1 (Q7KYR7)
O00481	O00481	BTN3A1	False	False	canonical_or_unversioned_accession	1	BTN3A1 (O00481)
P78410	P78410	BTN3A2	False	False	canonical_or_unversioned_accession	1	BTN3A2 (P78410)
O00478	O00478	BTN3A3	False	False	canonical_or_unversioned_accession	1	BTN3A3 (O00478)
O60566	O60566	BUB1B	False	False	canonical_or_unversioned_accession	1	BUB1B (O60566)
Q86Y37	Q86Y37	C10orf46	False	False	canonical_or_unversioned_accession	1	C10orf46 (Q86Y37)
Q8IYJ2	Q8IYJ2	C10orf67	False	False	canonical_or_unversioned_accession	1	C10orf67 (Q8IYJ2)
Q5T2E6	Q5T2E6	C10orf76	False	False	canonical_or_unversioned_accession	1	C10orf76 (Q5T2E6)
Q9H0W9	Q9H0W9	C11orf54	False	False	canonical_or_unversioned_accession	1	C11orf54 (Q9H0W9)
Q6ZUT1	Q6ZUT1	C11orf57	False	False	canonical_or_unversioned_accession	1	C11orf57 (Q6ZUT1)
Q9BUA3	Q9BUA3	C11orf84	False	False	canonical_or_unversioned_accession	1	C11orf84 (Q9BUA3)
Q8N5I9	Q8N5I9	C12orf45	False	False	canonical_or_unversioned_accession	1	C12orf45 (Q8N5I9)
Q9Y224	Q9Y224	C14orf166	False	False	canonical_or_unversioned_accession	1	C14orf166 (Q9Y224)
Q9UJK0	Q9UJK0	C16orf42	False	False	canonical_or_unversioned_accession	1	C16orf42 (Q9UJK0)
Q9BQ65	Q9BQ65	C16orf57	False	False	canonical_or_unversioned_accession	1	C16orf57 (Q9BQ65)
Q7L2K0	Q7L2K0	C16orf59	False	False	canonical_or_unversioned_accession	1	C16orf59 (Q7L2K0)
Q9Y6A4	Q9Y6A4	C16orf80	False	False	canonical_or_unversioned_accession	1	C16orf80 (Q9Y6A4)
A8MU93	A8MU93	C17orf100	False	False	canonical_or_unversioned_accession	1	C17orf100 (A8MU93)
A2RUQ5	A2RUQ5	C17orf102	False	False	canonical_or_unversioned_accession	1	C17orf102 (A2RUQ5)
Q8IVV7	Q8IVV7	C17orf39	False	False	canonical_or_unversioned_accession	1	C17orf39 (Q8IVV7)
Q8N3J3	Q8N3J3	C17orf53	False	False	canonical_or_unversioned_accession	1	C17orf53 (Q8N3J3)
Q96GS4	Q96GS4	C17orf59	False	False	canonical_or_unversioned_accession	1	C17orf59 (Q96GS4)
A1L188	A1L188	C17orf89	False	False	canonical_or_unversioned_accession	1	C17orf89 (A1L188)
A6NHQ4	A6NHQ4	C17orf96	False	False	canonical_or_unversioned_accession	1	C17orf96 (A6NHQ4)
Q96B23	Q96B23	C18orf25	False	False	canonical_or_unversioned_accession	1	C18orf25 (Q96B23)
Q969H8	Q969H8	C19orf10	False	False	canonical_or_unversioned_accession	1	C19orf10 (Q969H8)
Q8IVT2	Q8IVT2	C19orf21	False	False	canonical_or_unversioned_accession	1	C19orf21 (Q8IVT2)
Q5UCC4	Q5UCC4	C19orf63	False	False	canonical_or_unversioned_accession	1	C19orf63 (Q5UCC4)
Q86XI8	Q86XI8	C19orf68	False	False	canonical_or_unversioned_accession	1	C19orf68 (Q86XI8)
A6NCJ1	A6NCJ1	C19orf71	False	False	canonical_or_unversioned_accession	1	C19orf71 (A6NCJ1)
Q9NWV4	Q9NWV4	C1orf123	False	False	canonical_or_unversioned_accession	1	C1orf123 (Q9NWV4)
Q7Z422	Q7Z422	C1orf144	False	False	canonical_or_unversioned_accession	1	C1orf144 (Q7Z422)
Q9BU76	Q9BU76	C1orf35	False	False	canonical_or_unversioned_accession	1	C1orf35 (Q9BU76)
P57076	P57076	C21orf59	False	False	canonical_or_unversioned_accession	1	C21orf59 (P57076)
Q4AC94	Q4AC94	C2CD3	False	False	canonical_or_unversioned_accession	1	C2CD3 (Q4AC94)
Q8TF44	Q8TF44	C2CD4C	False	False	canonical_or_unversioned_accession	1	C2CD4C (Q8TF44)
Q53TS8	Q53TS8	C2CD6	False	False	canonical_or_unversioned_accession	1	C2CD6 (Q53TS8)
A0A1B0GVN3	A0A1B0GVN3	C2ORF92	False	False	canonical_or_unversioned_accession	1	C2ORF92 (A0A1B0GVN3)
Q9UKZ1	Q9UKZ1	C2orf29	False	False	canonical_or_unversioned_accession	1	C2orf29 (Q9UKZ1)
Q9NWW7	Q9NWW7	C2orf42	False	False	canonical_or_unversioned_accession	1	C2orf42 (Q9NWW7)
Q6NV74	Q6NV74	C2orf55	False	False	canonical_or_unversioned_accession	1	C2orf55 (Q6NV74)
Q2NKX9	Q2NKX9	C2orf68	False	False	canonical_or_unversioned_accession	1	C2orf68 (Q2NKX9)
A6NGG8	A6NGG8	C2orf71	False	False	canonical_or_unversioned_accession	1	C2orf71 (A6NGG8)
Q0VFZ6	Q0VFZ6	C2orf77	False	False	canonical_or_unversioned_accession	1	C2orf77 (Q0VFZ6)
Q5JPI3	Q5JPI3	C3orf38	False	False	canonical_or_unversioned_accession	1	C3orf38 (Q5JPI3)
P0C0L4	P0C0L4	C4A	False	False	canonical_or_unversioned_accession	1	C4A (P0C0L4)
Q8WVX3	Q8WVX3	C4orf3	False	False	canonical_or_unversioned_accession	1	C4orf3 (Q8WVX3)
Q8N8J7	Q8N8J7	C4orf32	False	False	canonical_or_unversioned_accession	1	C4orf32 (Q8N8J7)
D6RIA3	D6RIA3	C4orf54	False	False	canonical_or_unversioned_accession	1	C4orf54 (D6RIA3)
Q7Z6I8	Q7Z6I8	C5orf24	False	False	canonical_or_unversioned_accession	1	C5orf24 (Q7Z6I8)
Q96GV9	Q96GV9	C5orf30	False	False	canonical_or_unversioned_accession	1	C5orf30 (Q96GV9)
Q5SRN2	Q5SRN2	C6orf10	False	False	canonical_or_unversioned_accession	1	C6orf10 (Q5SRN2)
Q96KF7	Q96KF7	C6orf162	False	False	canonical_or_unversioned_accession	1	C6orf162 (Q96KF7)
Q5TF21	Q5TF21	C6orf174	False	False	canonical_or_unversioned_accession	1	C6orf174 (Q5TF21)
Q8NI28	Q8NI28	C7orf13	False	False	canonical_or_unversioned_accession	1	C7orf13 (Q8NI28)
Q5T280	Q5T280	C9orf114	False	False	canonical_or_unversioned_accession	1	C9orf114 (Q5T280)
Q8N9P6	Q8N9P6	C9orf163	False	False	canonical_or_unversioned_accession	1	C9orf163 (Q8N9P6)
C9J069	C9J069	C9orf172	False	False	canonical_or_unversioned_accession	1	C9orf172 (C9J069)
Q5T6V5	Q5T6V5	C9orf64	False	False	canonical_or_unversioned_accession	1	C9orf64 (Q5T6V5)
O75493	O75493	CA11	False	False	canonical_or_unversioned_accession	1	CA11 (O75493)
P43166	P43166	CA7	False	False	canonical_or_unversioned_accession	1	CA7 (P43166)
Q9BTV7	Q9BTV7	CABLES2	False	False	canonical_or_unversioned_accession	1	CABLES2 (Q9BTV7)
Q02641	Q02641	CACNB1	False	False	canonical_or_unversioned_accession	1	CACNB1 (Q02641)
Q86Y37	Q86Y37	CACUL1	False	False	canonical_or_unversioned_accession	1	CACUL1 (Q86Y37)
Q9HB71	Q9HB71	CACYBP	False	False	canonical_or_unversioned_accession	1	CACYBP (Q9HB71)
Q9P1Z2	Q9P1Z2	CALCOCO1	False	False	canonical_or_unversioned_accession	1	CALCOCO1 (Q9P1Z2)
Q05682	Q05682	CALD1	False	False	canonical_or_unversioned_accession	1	CALD1 (Q05682)
P0DP25	P0DP25	CALM3	False	False	canonical_or_unversioned_accession	1	CALM3 (P0DP25)
O43852	O43852	CALU	False	False	canonical_or_unversioned_accession	1	CALU (O43852)
Q13555	Q13555	CAMK2G	False	False	canonical_or_unversioned_accession	1	CAMK2G (Q13555)
F8W9H1	F8W9H1	CAMKK1	False	False	canonical_or_unversioned_accession	1	CAMKK1 (F8W9H1)
P49069	P49069	CAMLG	False	False	canonical_or_unversioned_accession	1	CAMLG (P49069)
Q08AD1	Q08AD1	CAMSAP2	False	False	canonical_or_unversioned_accession	1	CAMSAP2 (Q08AD1)
Q9Y6Y1	Q9Y6Y1	CAMTA1	False	False	canonical_or_unversioned_accession	1	CAMTA1 (Q9Y6Y1)
E7EWU5	E7EWU5	CAMTA2	False	False	canonical_or_unversioned_accession	1	CAMTA2 (E7EWU5)
Q86VP6	Q86VP6	CAND1	False	False	canonical_or_unversioned_accession	1	CAND1 (Q86VP6)
O75155	O75155	CAND2	False	False	canonical_or_unversioned_accession	1	CAND2 (O75155)
P07384	P07384	CAPN1	False	False	canonical_or_unversioned_accession	1	CAPN1 (P07384)
Q9HC96	Q9HC96	CAPN10	False	False	canonical_or_unversioned_accession	1	CAPN10 (Q9HC96)
P52907	P52907	CAPZA1	False	False	canonical_or_unversioned_accession	1	CAPZA1 (P52907)
E7EQ40	E7EQ40	CAPZB	False	False	canonical_or_unversioned_accession	1	CAPZB (E7EQ40)
Q9BWT7	Q9BWT7	CARD10	False	False	canonical_or_unversioned_accession	1	CARD10 (Q9BWT7)
Q9Y2V2	Q9Y2V2	CARHSP1	False	False	canonical_or_unversioned_accession	1	CARHSP1 (Q9Y2V2)
Q6F5E8	Q6F5E8	CARMIL2	False	False	canonical_or_unversioned_accession	1	CARMIL2 (Q6F5E8)
P49589	P49589	CARS	False	False	canonical_or_unversioned_accession	1	CARS (P49589)
Q6XLA1	Q6XLA1	CASC2	False	False	canonical_or_unversioned_accession	1	CASC2 (Q6XLA1)
Q8WXD9	Q8WXD9	CASKIN1	False	False	canonical_or_unversioned_accession	1	CASKIN1 (Q8WXD9)
P31944	P31944	CASP14	False	False	canonical_or_unversioned_accession	1	CASP14 (P31944)
P55212	P55212	CASP6	False	False	canonical_or_unversioned_accession	1	CASP6 (P55212)
P55211	P55211	CASP9	False	False	canonical_or_unversioned_accession	1	CASP9 (P55211)
Q86V15	Q86V15	CASZ1	False	False	canonical_or_unversioned_accession	1	CASZ1 (Q86V15)
P04040	P04040	CAT	False	False	canonical_or_unversioned_accession	1	CAT (P04040)
Q13951	Q13951	CBFB	False	False	canonical_or_unversioned_accession	1	CBFB (Q13951)
P16152	P16152	CBR1	False	False	canonical_or_unversioned_accession	1	CBR1 (P16152)
Q14781	Q14781	CBX2	False	False	canonical_or_unversioned_accession	1	CBX2 (Q14781)
O00257	O00257	CBX4	False	False	canonical_or_unversioned_accession	1	CBX4 (O00257)
Q9HC52	Q9HC52	CBX8	False	False	canonical_or_unversioned_accession	1	CBX8 (Q9HC52)
Q5T0F9	Q5T0F9	CC2D1B	False	False	canonical_or_unversioned_accession	1	CC2D1B (Q5T0F9)
Q6UXH8	Q6UXH8	CCBE1	False	False	canonical_or_unversioned_accession	1	CCBE1 (Q6UXH8)
Q6YP21	Q6YP21	CCBL2	False	False	canonical_or_unversioned_accession	1	CCBL2 (Q6YP21)
Q9BWC9	Q9BWC9	CCDC106	False	False	canonical_or_unversioned_accession	1	CCDC106 (Q9BWC9)
Q9H0I3	Q9H0I3	CCDC113	False	False	canonical_or_unversioned_accession	1	CCDC113 (Q9H0I3)
Q8IYX3	Q8IYX3	CCDC116	False	False	canonical_or_unversioned_accession	1	CCDC116 (Q8IYX3)
F5GZU4	F5GZU4	CCDC120	False	False	canonical_or_unversioned_accession	1	CCDC120 (F5GZU4)
Q49A88	Q49A88	CCDC14	False	False	canonical_or_unversioned_accession	1	CCDC14 (Q49A88)
Q6TFL3	Q6TFL3	CCDC171	False	False	canonical_or_unversioned_accession	1	CCDC171 (Q6TFL3)
Q0VFZ6	Q0VFZ6	CCDC173	False	False	canonical_or_unversioned_accession	1	CCDC173 (Q0VFZ6)
P0C221	P0C221	CCDC175	False	False	canonical_or_unversioned_accession	1	CCDC175 (P0C221)
Q8ND07	Q8ND07	CCDC176	False	False	canonical_or_unversioned_accession	1	CCDC176 (Q8ND07)
Q9P1Z9	Q9P1Z9	CCDC180	False	False	canonical_or_unversioned_accession	1	CCDC180 (Q9P1Z9)
Q8N715	Q8N715	CCDC185	False	False	canonical_or_unversioned_accession	1	CCDC185 (Q8N715)
Q7Z3E2	Q7Z3E2	CCDC186	False	False	canonical_or_unversioned_accession	1	CCDC186 (Q7Z3E2)
Q8NCU4	Q8NCU4	CCDC191	False	False	canonical_or_unversioned_accession	1	CCDC191 (Q8NCU4)
Q96HJ3	Q96HJ3	CCDC34	False	False	canonical_or_unversioned_accession	1	CCDC34 (Q96HJ3)
Q96A33	Q96A33	CCDC47	False	False	canonical_or_unversioned_accession	1	CCDC47 (Q96A33)
Q96ER9	Q96ER9	CCDC51	False	False	canonical_or_unversioned_accession	1	CCDC51 (Q96ER9)
