substrate_UniProtAC	substrate_UniProtAC_original	canonical_UniProtAC	accession_is_isoform	canonical_counting_status	substrate_genename	unique_sites_accession_level	source_accessions_original	source_families	needs_sequence_remap
Q14738	Q14738	Q14738	False	canonical_or_unversioned_accession	PPP2R5D	1	Q14738	Maron2021	False
Q14739	Q14739	Q14739	False	canonical_or_unversioned_accession	LBR	2	Q14739	Maron2021	False
Q14746	Q14746	Q14746	False	canonical_or_unversioned_accession	COG2	1	Q14746	Maron2021	False
Q14781	Q14781	Q14781	False	canonical_or_unversioned_accession	CBX2	1	Q14781	Maron2021;ProMetheusDB;human_ptm_master	False
Q14789	Q14789	Q14789	False	canonical_or_unversioned_accession	GOLGB1	1	Q14789	Maron2021	False
Q14807	Q14807	Q14807	False	canonical_or_unversioned_accession	KIF22	5	Q14807	Maron2021	False
Q14839	Q14839	Q14839	False	canonical_or_unversioned_accession	CHD4	9	Q14839	Maron2021	False
Q14914	Q14914	Q14914	False	canonical_or_unversioned_accession	PTGR1	1	Q14914	Maron2021	False
Q14938	Q14938	Q14938	False	canonical_or_unversioned_accession	NFIX	2	Q14938	Maron2021;ProMetheusDB	False
Q14966	Q14966	Q14966	False	canonical_or_unversioned_accession	ZNF638	11	Q14966	Maron2021;ProMetheusDB;human_ptm_master	False
Q14974	Q14974	Q14974	False	canonical_or_unversioned_accession	KPNB1	5	Q14974	Maron2021	False
Q14978	Q14978	Q14978	False	canonical_or_unversioned_accession	NOLC1	6	Q14978	Maron2021;ProMetheusDB;human_ptm_master	False
Q14980	Q14980	Q14980	False	canonical_or_unversioned_accession	NUMA1	14	Q14980	Maron2021;ProMetheusDB	False
Q14997	Q14997	Q14997	False	canonical_or_unversioned_accession	PSME4	1	Q14997	Maron2021	False
Q14999	Q14999	Q14999	False	canonical_or_unversioned_accession	CUL7	2	Q14999	Maron2021	False
Q149N8	Q149N8	Q149N8	False	canonical_or_unversioned_accession	SHPRH	2	Q149N8	Maron2021	False
Q14C86	Q14C86	Q14C86	False	canonical_or_unversioned_accession	GAPVD1	1	Q14C86	Maron2021	False
Q14CA3	Q14CA3	Q14CA3	False	canonical_or_unversioned_accession	TRIP12	2	Q14CA3	Maron2021	False
Q14CM0	Q14CM0	Q14CM0	False	canonical_or_unversioned_accession	FRMPD4	1	Q14CM0	Maron2021	False
Q14CX7	Q14CX7	Q14CX7	False	canonical_or_unversioned_accession	NAA25	5	Q14CX7	Maron2021	False
Q15003	Q15003	Q15003	False	canonical_or_unversioned_accession	NCAPH	2	Q15003	Maron2021	False
Q15006	Q15006	Q15006	False	canonical_or_unversioned_accession	TTC35	1	Q15006	Maron2021	False
Q15007	Q15007	Q15007	False	canonical_or_unversioned_accession	WTAP	1	Q15007	Maron2021	False
Q15008	Q15008	Q15008	False	canonical_or_unversioned_accession	PSMD6	4	Q15008	Maron2021	False
Q15014	Q15014	Q15014	False	canonical_or_unversioned_accession	MORF4L2	3	Q15014	Maron2021	False
Q15019	Q15019	Q15019	False	canonical_or_unversioned_accession	SEPTIN2	1	Q15019	Maron2021	False
Q15020	Q15020	Q15020	False	canonical_or_unversioned_accession	SART3	7	Q15020	Maron2021;ProMetheusDB;human_ptm_master	False
Q15021	Q15021	Q15021	False	canonical_or_unversioned_accession	NCAPD2	3	Q15021	Maron2021	False
Q15025	Q15025	Q15025	False	canonical_or_unversioned_accession	TNIP1	2	Q15025	Maron2021;ProMetheusDB;human_ptm_master	False
Q15027	Q15027	Q15027	False	canonical_or_unversioned_accession	ACAP1	1	Q15027	Maron2021	False
Q15029	Q15029	Q15029	False	canonical_or_unversioned_accession	EFTUD2	6	Q15029	Maron2021	False
Q15032	Q15032	Q15032	False	canonical_or_unversioned_accession	R3HDM1	3	Q15032	Maron2021;ProMetheusDB;human_ptm_master	False
Q15036	Q15036	Q15036	False	canonical_or_unversioned_accession	SNX17	3	Q15036	Maron2021	False
Q15042	Q15042	Q15042	False	canonical_or_unversioned_accession	RAB3GAP1	2	Q15042	Maron2021	False
Q15046	Q15046	Q15046	False	canonical_or_unversioned_accession	KARS	3	Q15046	Maron2021	False
Q15047	Q15047	Q15047	False	canonical_or_unversioned_accession	SETDB1	1	Q15047	Maron2021	False
Q15050	Q15050	Q15050	False	canonical_or_unversioned_accession	RRS1	1	Q15050	Maron2021	False
Q15051	Q15051	Q15051	False	canonical_or_unversioned_accession	IQCB1	2	Q15051	Maron2021	False
Q15056	Q15056	Q15056	False	canonical_or_unversioned_accession	EIF4H	20	Q15056	Maron2021;ProMetheusDB;human_ptm_master	False
Q15058	Q15058	Q15058	False	canonical_or_unversioned_accession	KIF14	3	Q15058	Maron2021	False
Q15059	Q15059	Q15059	False	canonical_or_unversioned_accession	BRD3	1	Q15059	Maron2021	False
Q15061	Q15061	Q15061	False	canonical_or_unversioned_accession	WDR43	1	Q15061	ProMetheusDB	False
Q15070	Q15070	Q15070	False	canonical_or_unversioned_accession	OXA1L	1	Q15070	Maron2021	False
Q15072	Q15072	Q15072	False	canonical_or_unversioned_accession	ZNF146	1	Q15072	Maron2021	False
Q15084	Q15084	Q15084	False	canonical_or_unversioned_accession	PDIA6	4	Q15084	Maron2021	False
Q15118	Q15118	Q15118	False	canonical_or_unversioned_accession	PDK1	1	Q15118	Maron2021	False
Q15119	Q15119	Q15119	False	canonical_or_unversioned_accession	PDK1	2	Q15119	Maron2021	False
Q15120	Q15120	Q15120	False	canonical_or_unversioned_accession	PDK3	1	Q15120	Maron2021	False
Q15126	Q15126	Q15126	False	canonical_or_unversioned_accession	PMVK	2	Q15126	Maron2021	False
Q15149	Q15149	Q15149	False	canonical_or_unversioned_accession	PLEC	21	Q15149	Maron2021;human_ptm_master	False
Q15154	Q15154	Q15154	False	canonical_or_unversioned_accession	PCM1	1	Q15154	Maron2021	False
Q15170	Q15170	Q15170	False	canonical_or_unversioned_accession	TCEAL1	1	Q15170	Maron2021	False
Q15181	Q15181	Q15181	False	canonical_or_unversioned_accession	PPA1	1	Q15181	Maron2021	False
Q15185	Q15185	Q15185	False	canonical_or_unversioned_accession	PTGES3	1	Q15185	Maron2021	False
Q15208	Q15208	Q15208	False	canonical_or_unversioned_accession	STK38	2	Q15208	Maron2021	False
Q15233	Q15233	Q15233	False	canonical_or_unversioned_accession	NONO	15	Q15233	Maron2021;ProMetheusDB;human_ptm_master	False
Q15257	Q15257	Q15257	False	canonical_or_unversioned_accession	PPP2R4	2	Q15257	Maron2021	False
Q15269	Q15269	Q15269	False	canonical_or_unversioned_accession	PWP2	2	Q15269	Maron2021	False
Q15274	Q15274	Q15274	False	canonical_or_unversioned_accession	QPRT	1	Q15274	Maron2021	False
Q15287	Q15287	Q15287	False	canonical_or_unversioned_accession	RNPS1	2	Q15287	Maron2021	False
Q15291	Q15291	Q15291	False	canonical_or_unversioned_accession	RBBP5	3	Q15291	Maron2021	False
Q15293	Q15293	Q15293	False	canonical_or_unversioned_accession	RCN1	6	Q15293	Maron2021	False
Q15306	Q15306	Q15306	False	canonical_or_unversioned_accession	IRF4	1	Q15306	Maron2021	False
Q15345	Q15345	Q15345	False	canonical_or_unversioned_accession	LRRC41	1	Q15345	Maron2021	False
Q15365	Q15365	Q15365	False	canonical_or_unversioned_accession	PCBP1	2	Q15365	Maron2021	False
Q15366	Q15366	Q15366	False	canonical_or_unversioned_accession	PCBP2	1	Q15366	Maron2021	False
Q15388	Q15388	Q15388	False	canonical_or_unversioned_accession	TOMM20	1	Q15388	Maron2021	False
Q15393	Q15393	Q15393	False	canonical_or_unversioned_accession	SF3B3	4	Q15393	Maron2021	False
Q15398	Q15398	Q15398	False	canonical_or_unversioned_accession	DLGAP5	1	Q15398	Maron2021	False
Q15417	Q15417	Q15417	False	canonical_or_unversioned_accession	CNN3	2	Q15417	Maron2021	False
Q15424	Q15424;Q15424-2	Q15424	True	canonical_or_unversioned_accession	SAFB	21	Q15424;Q15424-2	Maron2021;ProMetheusDB;human_ptm_master	True
Q15427	Q15427	Q15427	False	canonical_or_unversioned_accession	SF3B4	5	Q15427	Maron2021	False
Q15428	Q15428	Q15428	False	canonical_or_unversioned_accession	SF3A2	3	Q15428	Maron2021	False
Q15435	Q15435	Q15435	False	canonical_or_unversioned_accession	PPP1R7	4	Q15435	Maron2021	False
Q15459	Q15459	Q15459	False	canonical_or_unversioned_accession	SF3A1	9	Q15459	Maron2021;human_ptm_master	False
Q15466	Q15466	Q15466	False	canonical_or_unversioned_accession	NR0B2	2	Q15466	Maron2021	False
Q15527	Q15527	Q15527	False	canonical_or_unversioned_accession	SURF2	2	Q15527	Maron2021	False
Q15532	Q15532	Q15532	False	canonical_or_unversioned_accession	SS18	2	Q15532	Maron2021	False
Q15554	Q15554	Q15554	False	canonical_or_unversioned_accession	TERF2	4	Q15554	Maron2021;human_ptm_master	False
Q15560	Q15560	Q15560	False	canonical_or_unversioned_accession	TCEA2	1	Q15560	Maron2021	False
Q15569	Q15569	Q15569	False	canonical_or_unversioned_accession	TESK1	5	Q15569	Maron2021	False
Q15572	Q15572	Q15572	False	canonical_or_unversioned_accession	TAF1C	1	Q15572	Maron2021	False
Q15596	Q15596	Q15596	False	canonical_or_unversioned_accession	NCOA2	17	Q15596	Maron2021;ProMetheusDB;human_ptm_master	False
Q155Q3	Q155Q3	Q155Q3	False	canonical_or_unversioned_accession	DIXDC1	2	Q155Q3	Maron2021	False
Q15637	Q15637	Q15637	False	canonical_or_unversioned_accession	SF1	4	Q15637	Maron2021	False
Q15642	Q15642	Q15642	False	canonical_or_unversioned_accession	TRIP10	2	Q15642	Maron2021	False
Q15650	Q15650	Q15650	False	canonical_or_unversioned_accession	TRIP4	1	Q15650	Maron2021	False
Q15652	Q15652	Q15652	False	canonical_or_unversioned_accession	JMJD1C	2	Q15652	Maron2021	False
Q15654	Q15654	Q15654	False	canonical_or_unversioned_accession	TRIP6	22	Q15654	Maron2021;ProMetheusDB;human_ptm_master	False
Q15699	Q15699	Q15699	False	canonical_or_unversioned_accession	ALX1	1	Q15699	Maron2021	False
Q15717	Q15717	Q15717	False	canonical_or_unversioned_accession	ELAVL1	6	Q15717	Maron2021;ProMetheusDB;human_ptm_master	False
Q15723	Q15723	Q15723	False	canonical_or_unversioned_accession	ELF2	5	Q15723	Maron2021;human_ptm_master	False
Q15735	Q15735	Q15735	False	canonical_or_unversioned_accession	INPP5J	6	Q15735	Maron2021	False
Q15746	Q15746	Q15746	False	canonical_or_unversioned_accession	MYLK	1	Q15746	Maron2021	False
Q15750	Q15750	Q15750	False	canonical_or_unversioned_accession	TAB1	1	Q15750	Maron2021	False
Q15751	Q15751	Q15751	False	canonical_or_unversioned_accession	HERC1	1	Q15751	Maron2021	False
Q15758	Q15758	Q15758	False	canonical_or_unversioned_accession	SLC1A5	1	Q15758	Maron2021	False
Q15761	Q15761	Q15761	False	canonical_or_unversioned_accession	NPY5R	1	Q15761	Maron2021	False
Q15772	Q15772	Q15772	False	canonical_or_unversioned_accession	SPEG	1	Q15772	Maron2021	False
Q15773	Q15773	Q15773	False	canonical_or_unversioned_accession	MLF2	1	Q15773	Maron2021	False
Q15785	Q15785	Q15785	False	canonical_or_unversioned_accession	TOMM34	1	Q15785	Maron2021	False
Q15788	Q15788	Q15788	False	canonical_or_unversioned_accession	NCOA1	5	Q15788	Maron2021;ProMetheusDB	False
Q15813	Q15813	Q15813	False	canonical_or_unversioned_accession	TBCE	1	Q15813	Maron2021	False
Q15819	Q15819	Q15819	False	canonical_or_unversioned_accession	UBE2V2	2	Q15819	Maron2021	False
Q15836	Q15836	Q15836	False	canonical_or_unversioned_accession	VAMP2	1	Q15836	Maron2021	False
Q15904	Q15904	Q15904	False	canonical_or_unversioned_accession	ATP6AP1	1	Q15904	Maron2021	False
Q15907	Q15907	Q15907	False	canonical_or_unversioned_accession	RAB11B	3	Q15907	Maron2021	False
Q15942	Q15942	Q15942	False	canonical_or_unversioned_accession	ZYX	1	Q15942	Maron2021	False
Q16082	Q16082	Q16082	False	canonical_or_unversioned_accession	HSPB2	2	Q16082	Maron2021	False
Q16181	Q16181	Q16181	False	canonical_or_unversioned_accession	SEPTIN7	1	Q16181	Maron2021	False
Q16186	Q16186	Q16186	False	canonical_or_unversioned_accession	ADRM1	1	Q16186	Maron2021	False
Q16204	Q16204	Q16204	False	canonical_or_unversioned_accession	CCDC6	6	Q16204	Maron2021	False
Q16236	Q16236	Q16236	False	canonical_or_unversioned_accession	NFE2L2	1	Q16236	Maron2021	False
Q16270	Q16270	Q16270	False	canonical_or_unversioned_accession	IGFBP7	1	Q16270	Maron2021	False
Q16352	Q16352	Q16352	False	canonical_or_unversioned_accession	INA	5	Q16352	Maron2021	False
Q16394	Q16394	Q16394	False	canonical_or_unversioned_accession	EXT1	1	Q16394	Maron2021	False
Q16512	Q16512	Q16512	False	canonical_or_unversioned_accession	PKN1	6	Q16512	Maron2021	False
Q16513	Q16513	Q16513	False	canonical_or_unversioned_accession	PKN2	5	Q16513	Maron2021;human_ptm_master	False
Q16527	Q16527	Q16527	False	canonical_or_unversioned_accession	CSRP2	3	Q16527	Maron2021	False
Q16531	Q16531	Q16531	False	canonical_or_unversioned_accession	DDB1	4	Q16531	Maron2021	False
Q16539	Q16539	Q16539	False	canonical_or_unversioned_accession	MAPK14	1	Q16539	Maron2021	False
Q16540	Q16540	Q16540	False	canonical_or_unversioned_accession	MRPL23	3	Q16540	Maron2021	False
Q16543	Q16543	Q16543	False	canonical_or_unversioned_accession	CDC37	2	Q16543	Maron2021	False
Q16555	Q16555	Q16555	False	canonical_or_unversioned_accession	DPYSL2	3	Q16555	Maron2021	False
Q16576	Q16576	Q16576	False	canonical_or_unversioned_accession	RBBP7	5	Q16576	Maron2021	False
Q16584	Q16584	Q16584	False	canonical_or_unversioned_accession	MAP3K11	2	Q16584	Maron2021	False
Q16594	Q16594	Q16594	False	canonical_or_unversioned_accession	TAF9	3	Q16594	Maron2021;ProMetheusDB	False
Q16629	Q16629	Q16629	False	canonical_or_unversioned_accession	SRSF7	5	Q16629	Maron2021	False
Q16630	Q16630;Q16630-2	Q16630	True	canonical_or_unversioned_accession	CPSF6	6	Q16630;Q16630-2	Maron2021;ProMetheusDB	True
Q16637	Q16637	Q16637	False	canonical_or_unversioned_accession	SMN1	2	Q16637	Maron2021	False
Q16643	Q16643	Q16643	False	canonical_or_unversioned_accession	DBN1	1	Q16643	Maron2021	False
Q16658	Q16658	Q16658	False	canonical_or_unversioned_accession	FSCN1	2	Q16658	Maron2021	False
Q16695	Q16695	Q16695	False	canonical_or_unversioned_accession	H3-4	6	Q16695	Maron2021	False
Q16698	Q16698	Q16698	False	canonical_or_unversioned_accession	DECR1	1	Q16698	Maron2021	False
Q16718	Q16718	Q16718	False	canonical_or_unversioned_accession	NDUFA5	1	Q16718	Maron2021	False
Q16720	Q16720	Q16720	False	canonical_or_unversioned_accession	ATP2B3	1	Q16720	Maron2021	False
Q16763	Q16763	Q16763	False	canonical_or_unversioned_accession	UBE2S	1	Q16763	Maron2021	False
Q16775	Q16775	Q16775	False	canonical_or_unversioned_accession	HAGH	1	Q16775	Maron2021	False
Q16777	Q16777	Q16777	False	canonical_or_unversioned_accession	HIST1H2AJ	5	Q16777	Maron2021	False
Q16778	Q16778	Q16778	False	canonical_or_unversioned_accession	H2BC21	5	Q16778	Maron2021	False
Q16787	Q16787	Q16787	False	canonical_or_unversioned_accession	LAMA3	1	Q16787	Maron2021	False
Q16795	Q16795	Q16795	False	canonical_or_unversioned_accession	NDUFA9	2	Q16795	Maron2021	False
Q16799	Q16799	Q16799	False	canonical_or_unversioned_accession	RTN1	1	Q16799	Maron2021	False
Q16822	Q16822	Q16822	False	canonical_or_unversioned_accession	PCK2	3	Q16822	Maron2021	False
Q16832	Q16832	Q16832	False	canonical_or_unversioned_accession	DDR2	2	Q16832	Maron2021	False
Q16836	Q16836	Q16836	False	canonical_or_unversioned_accession	HADH	1	Q16836	Maron2021	False
Q16850	Q16850	Q16850	False	canonical_or_unversioned_accession	CYP51A1	1	Q16850	Maron2021	False
Q16864	Q16864	Q16864	False	canonical_or_unversioned_accession	ATP6V1F	2	Q16864	Maron2021	False
Q16881	Q16881	Q16881	False	canonical_or_unversioned_accession	TXNRD1	1	Q16881	Maron2021	False
Q16890	Q16890	Q16890	False	canonical_or_unversioned_accession	TPD52L1	1	Q16890	Maron2021;ProMetheusDB;human_ptm_master	False
Q16891	Q16891	Q16891	False	canonical_or_unversioned_accession	IMMT	3	Q16891	Maron2021	False
Q17RB8	Q17RB8	Q17RB8	False	canonical_or_unversioned_accession	LONRF1	2	Q17RB8	Maron2021	False
Q17RY0	Q17RY0	Q17RY0	False	canonical_or_unversioned_accession	CPEB4	2	Q17RY0	Maron2021	False
Q1ED39	Q1ED39	Q1ED39	False	canonical_or_unversioned_accession	KNOP1	3	Q1ED39	Maron2021;ProMetheusDB;human_ptm_master	False
Q1KMD3	Q1KMD3	Q1KMD3	False	canonical_or_unversioned_accession	HNRNPUL2	21	Q1KMD3	Maron2021;ProMetheusDB;human_ptm_master	False
Q1MSJ5	Q1MSJ5	Q1MSJ5	False	canonical_or_unversioned_accession	CSPP1	2	Q1MSJ5	Maron2021	False
Q1W6H9	Q1W6H9	Q1W6H9	False	canonical_or_unversioned_accession	FAM110C	2	Q1W6H9	Maron2021	False
Q27J81	Q27J81	Q27J81	False	canonical_or_unversioned_accession	INF2	1	Q27J81	Maron2021	False
Q29RF7	Q29RF7	Q29RF7	False	canonical_or_unversioned_accession	PDS5A	2	Q29RF7	Maron2021	False
Q2I0M4	Q2I0M4	Q2I0M4	False	canonical_or_unversioned_accession	LRRC26	1	Q2I0M4	Maron2021	False
Q2KHM9	Q2KHM9	Q2KHM9	False	canonical_or_unversioned_accession	KIAA0753	2	Q2KHM9	Maron2021	False
Q2KHN1	Q2KHN1	Q2KHN1	False	canonical_or_unversioned_accession	RNF151	1	Q2KHN1	Maron2021	False
Q2KHR3	Q2KHR3	Q2KHR3	False	canonical_or_unversioned_accession	QSER1	4	Q2KHR3	Maron2021;ProMetheusDB	False
Q2KHT3	Q2KHT3	Q2KHT3	False	canonical_or_unversioned_accession	CLEC16A	1	Q2KHT3	Maron2021	False
Q2LD37	Q2LD37	Q2LD37	False	canonical_or_unversioned_accession	KIAA1109	7	Q2LD37	Maron2021	False
Q2M1P5	Q2M1P5	Q2M1P5	False	canonical_or_unversioned_accession	KIF7	2	Q2M1P5	Maron2021	False
Q2M2I8	Q2M2I8	Q2M2I8	False	canonical_or_unversioned_accession	AAK1	1	Q2M2I8	Maron2021	False
Q2M3C7	Q2M3C7	Q2M3C7	False	canonical_or_unversioned_accession	SPHKAP	1	Q2M3C7	Maron2021	False
Q2M3G4	Q2M3G4	Q2M3G4	False	canonical_or_unversioned_accession	SHROOM1	6	Q2M3G4	Maron2021	False
Q2M3V2	Q2M3V2	Q2M3V2	False	canonical_or_unversioned_accession	SOWAHA	1	Q2M3V2	Maron2021	False
Q2M5E1	Q2M5E1	Q2M5E1	False	canonical_or_unversioned_accession	CIT	2	Q2M5E1	Maron2021	False
Q2NKX9	Q2NKX9	Q2NKX9	False	canonical_or_unversioned_accession	C2orf68	1	Q2NKX9	Maron2021	False
Q2NL82	Q2NL82	Q2NL82	False	canonical_or_unversioned_accession	TSR1	1	Q2NL82	Maron2021	False
Q2QGD7	Q2QGD7	Q2QGD7	False	canonical_or_unversioned_accession	ZXDC	1	Q2QGD7	Maron2021	False
Q2TAC2	Q2TAC2	Q2TAC2	False	canonical_or_unversioned_accession	CCDC57	1	Q2TAC2	Maron2021	False
Q2TAC6	Q2TAC6	Q2TAC6	False	canonical_or_unversioned_accession	KIF19	2	Q2TAC6	Maron2021	False
Q2TAL8	Q2TAL8	Q2TAL8	False	canonical_or_unversioned_accession	QRICH1	1	Q2TAL8	Maron2021	False
Q2TAY7	Q2TAY7	Q2TAY7	False	canonical_or_unversioned_accession	SMU1	1	Q2TAY7	Maron2021	False
Q2TBE0	Q2TBE0	Q2TBE0	False	canonical_or_unversioned_accession	CWF19L2	1	Q2TBE0	Maron2021	False
Q2V2M9	Q2V2M9	Q2V2M9	False	canonical_or_unversioned_accession	FHOD3	1	Q2V2M9	Maron2021	False
Q2VPA4	Q2VPA4	Q2VPA4	False	canonical_or_unversioned_accession	CR1L	1	Q2VPA4	Maron2021	False
Q2VYF4	Q2VYF4	Q2VYF4	False	canonical_or_unversioned_accession	LETM2	1	Q2VYF4	Maron2021	False
Q32MZ4	Q32MZ4	Q32MZ4	False	canonical_or_unversioned_accession	LRRFIP1	2	Q32MZ4	Maron2021	False
Q32P44	Q32P44	Q32P44	False	canonical_or_unversioned_accession	EML3	2	Q32P44	Maron2021	False
Q32P51	Q32P51	Q32P51	False	canonical_or_unversioned_accession	HNRNPA1L2	13	Q32P51	Maron2021	False
Q32Q12	Q32Q12	Q32Q12	False	canonical_or_unversioned_accession	NME2	5	Q32Q12	Maron2021	False
Q3B7T1	Q3B7T1	Q3B7T1	False	canonical_or_unversioned_accession	EDRF1	1	Q3B7T1	Maron2021	False
Q3B8N2	Q3B8N2	Q3B8N2	False	canonical_or_unversioned_accession	LGALS9B	1	Q3B8N2	Maron2021	False
Q3KNS6	Q3KNS6	Q3KNS6	False	canonical_or_unversioned_accession	ZNF829	1	Q3KNS6	Maron2021	False
Q3KNT7	Q3KNT7	Q3KNT7	False	canonical_or_unversioned_accession	NSUN5P1	1	Q3KNT7	Maron2021	False
Q3KP66	Q3KP66	Q3KP66	False	canonical_or_unversioned_accession	C1orf106	10	Q3KP66	Maron2021	False
Q3KQS4	Q3KQS4	Q3KQS4	False	canonical_or_unversioned_accession	NOP2	1	Q3KQS4	Maron2021	False
Q3KQU3	Q3KQU3	Q3KQU3	False	canonical_or_unversioned_accession	MAP7D1	3	Q3KQU3	Maron2021	False
Q3KQV9	Q3KQV9	Q3KQV9	False	canonical_or_unversioned_accession	UAP1L1	1	Q3KQV9	human_ptm_master	False
Q3KQZ1	Q3KQZ1	Q3KQZ1	False	canonical_or_unversioned_accession	SLC25A35	1	Q3KQZ1	Maron2021	False
Q3KR16	Q3KR16	Q3KR16	False	canonical_or_unversioned_accession	PLEKHG6	2	Q3KR16	Maron2021	False
Q3KR37	Q3KR37	Q3KR37	False	canonical_or_unversioned_accession	GRAMD1B	1	Q3KR37	Maron2021	False
Q3L8U1	Q3L8U1	Q3L8U1	False	canonical_or_unversioned_accession	CHD9	1	Q3L8U1	Maron2021	False
Q3LXA3	Q3LXA3	Q3LXA3	False	canonical_or_unversioned_accession	DAK	1	Q3LXA3	Maron2021	False
Q3MIN7	Q3MIN7	Q3MIN7	False	canonical_or_unversioned_accession	RGL3	1	Q3MIN7	Maron2021	False
Q3SX64	Q3SX64	Q3SX64	False	canonical_or_unversioned_accession	ODF3L2	3	Q3SX64	Maron2021	False
Q3SY69	Q3SY69	Q3SY69	False	canonical_or_unversioned_accession	ALDH1L2	1	Q3SY69	Maron2021	False
Q3YEC7	Q3YEC7	Q3YEC7	False	canonical_or_unversioned_accession	RABL6	2	Q3YEC7	Maron2021	False
Q3ZCM7	Q3ZCM7	Q3ZCM7	False	canonical_or_unversioned_accession	TUBB8	1	Q3ZCM7	Maron2021	False
Q3ZCQ8	Q3ZCQ8	Q3ZCQ8	False	canonical_or_unversioned_accession	TIMM50	1	Q3ZCQ8	Maron2021	False
Q49A26	Q49A26	Q49A26	False	canonical_or_unversioned_accession	GLYR1	2	Q49A26	Maron2021	False
Q49A88	Q49A88	Q49A88	False	canonical_or_unversioned_accession	CCDC14	1	Q49A88	Maron2021	False
Q49AJ0	Q49AJ0	Q49AJ0	False	canonical_or_unversioned_accession	FAM135B	1	Q49AJ0	Maron2021	False
Q49AM3	Q49AM3	Q49AM3	False	canonical_or_unversioned_accession	TTC31	4	Q49AM3	Maron2021	False
Q4AC94	Q4AC94	Q4AC94	False	canonical_or_unversioned_accession	C2CD3	1	Q4AC94	Maron2021	False
Q4G0J3	Q4G0J3	Q4G0J3	False	canonical_or_unversioned_accession	LARP7	2	Q4G0J3	Maron2021	False
Q4G0N4	Q4G0N4	Q4G0N4	False	canonical_or_unversioned_accession	NADKD1	1	Q4G0N4	Maron2021	False
Q4G0P3	Q4G0P3	Q4G0P3	False	canonical_or_unversioned_accession	HYDIN	2	Q4G0P3	Maron2021	False
Q4G0S4	Q4G0S4	Q4G0S4	False	canonical_or_unversioned_accession	CYP27C1	1	Q4G0S4	Maron2021	False
Q4G176	Q4G176	Q4G176	False	canonical_or_unversioned_accession	ACSF3	2	Q4G176	Maron2021	False
Q4J6C6	Q4J6C6	Q4J6C6	False	canonical_or_unversioned_accession	PREPL	1	Q4J6C6	Maron2021	False
Q4KMP7	Q4KMP7	Q4KMP7	False	canonical_or_unversioned_accession	TBC1D10B	1	Q4KMP7	Maron2021	False
Q4KMQ1	Q4KMQ1	Q4KMQ1	False	canonical_or_unversioned_accession	TPRN	2	Q4KMQ1	Maron2021	False
Q4KMZ1	Q4KMZ1	Q4KMZ1	False	canonical_or_unversioned_accession	IQCC	1	Q4KMZ1	Maron2021	False
Q4UJ75	Q4UJ75	Q4UJ75	False	canonical_or_unversioned_accession	ANKRD20A4P	1	Q4UJ75	ProMetheusDB	False
Q4V321	Q4V321	Q4V321	False	canonical_or_unversioned_accession	GAGE2E	4	Q4V321	Maron2021	False
Q4V326	Q4V326	Q4V326	False	canonical_or_unversioned_accession	GAGE2E	1	Q4V326	Maron2021	False
Q4V328	Q4V328	Q4V328	False	canonical_or_unversioned_accession	GRIPAP1	1	Q4V328	Maron2021	False
Q4VC03	Q4VC03	Q4VC03	False	canonical_or_unversioned_accession	PABPC4	4	Q4VC03	Maron2021	False
Q4VC05	Q4VC05	Q4VC05	False	canonical_or_unversioned_accession	BCL7A	1	Q4VC05	Maron2021	False
Q4VC31	Q4VC31	Q4VC31	False	canonical_or_unversioned_accession	CCDC58	1	Q4VC31	Maron2021	False
Q4VCS5	Q4VCS5	Q4VCS5	False	canonical_or_unversioned_accession	AMOT	7	Q4VCS5	Maron2021	False
Q4VXU2	Q4VXU2	Q4VXU2	False	canonical_or_unversioned_accession	PABPC1L	1	Q4VXU2	Maron2021	False
Q4ZG55	Q4ZG55	Q4ZG55	False	canonical_or_unversioned_accession	GREB1	2	Q4ZG55	Maron2021	False
Q504Q3	Q504Q3	Q504Q3	False	canonical_or_unversioned_accession	PAN2	3	Q504Q3	Maron2021	False
Q52LJ0	Q52LJ0	Q52LJ0	False	canonical_or_unversioned_accession	FAM98B	9	Q52LJ0	Maron2021;ProMetheusDB	False
Q52LR7	Q52LR7	Q52LR7	False	canonical_or_unversioned_accession	EPC2	1	Q52LR7	Maron2021	False
Q52LW3	Q52LW3	Q52LW3	False	canonical_or_unversioned_accession	ARHGAP29	1	Q52LW3	Maron2021	False
Q53EL6	Q53EL6	Q53EL6	False	canonical_or_unversioned_accession	PDCD4	2	Q53EL6	Maron2021	False
Q53ET0	Q53ET0	Q53ET0	False	canonical_or_unversioned_accession	CRTC2	3	Q53ET0	Maron2021;ProMetheusDB	False
Q53F19	Q53F19	Q53F19	False	canonical_or_unversioned_accession	NCBP3	1	Q53F19	ProMetheusDB	False
Q53GA4	Q53GA4	Q53GA4	False	canonical_or_unversioned_accession	PHLDA2	1	Q53GA4	Maron2021	False
Q53GI3	Q53GI3	Q53GI3	False	canonical_or_unversioned_accession	ZNF394	1	Q53GI3	Maron2021	False
Q53GQ0	Q53GQ0	Q53GQ0	False	canonical_or_unversioned_accession	HSD17B12	1	Q53GQ0	Maron2021	False
Q53GS7	Q53GS7	Q53GS7	False	canonical_or_unversioned_accession	GLE1	2	Q53GS7	Maron2021	False
Q53GS9	Q53GS9	Q53GS9	False	canonical_or_unversioned_accession	USP39	3	Q53GS9	Maron2021	False
