canonical_UniProtAC	substrate_genename	methyl_site_count	arginine_count	other_methyl	other_arg	odds_ratio	log2_odds_ratio	p_value	q_value	expected_global_rate	posterior_rate	shrinkage_log2_enrichment	binom_p_value	binom_q_value	protein_length	label
Q9H3P7	ACBD3	3	39	12842	642742	4.703244524681267	2.2336563407807115	0.042770414748399245	0.15444335619079608	0.01998347804306599	0.029274877023486183	0.5508554101470834	0.042775523693351636	0.1544618045179793	528	ACBD3 (Q9H3P7)
Q9HBZ2	ARNT2	3	39	12842	642742	4.703244524681267	2.2336563407807115	0.042770414748399245	0.15444335619079608	0.01998347804306599	0.029274877023486183	0.5508554101470834	0.042775523693351636	0.1544618045179793	717	ARNT2 (Q9HBZ2)
Q9NUD5	ZCCHC3	3	39	12842	642742	4.703244524681267	2.2336563407807115	0.042770414748399245	0.15444335619079608	0.01998347804306599	0.029274877023486183	0.5508554101470834	0.042775523693351636	0.1544618045179793	403	ZCCHC3 (Q9NUD5)
Q9NVM4	PRMT7	3	39	12842	642742	4.703244524681267	2.2336563407807115	0.042770414748399245	0.15444335619079608	0.01998347804306599	0.029274877023486183	0.5508554101470834	0.042775523693351636	0.1544618045179793	692	PRMT7 (Q9NVM4)
Q9Y5V3	MAGED1	3	39	12842	642742	4.703244524681267	2.2336563407807115	0.042770414748399245	0.15444335619079608	0.01998347804306599	0.029274877023486183	0.5508554101470834	0.042775523693351636	0.1544618045179793	778	MAGED1 (Q9Y5V3)
Q7KZ85	SUPT6H	5	108	12840	642673	2.6065506049981124	1.3821418694758827	0.0660935802218718	0.2097771769079119	0.01998347804306599	0.029210050677315576	0.5476571609530468	0.06610967639609852	0.2098282652280931	1726	SUPT6H (Q7KZ85)
C9JLR9	C11orf95	4	74	12841	642707	3.130805955756809	1.6465340944418994	0.06110418894979276	0.19614649014719432	0.01998347804306599	0.029185020469391233	0.546420379890971	0.06111490770989248	0.19618089772560135	678	C11orf95 (C9JLR9)
O94979	SEC31A	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	1220	SEC31A (O94979)
O95678	KRT75	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	551	KRT75 (O95678)
P26639	TARS	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	723	TARS (P26639)
Q02952	AKAP12	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	1782	AKAP12 (Q02952)
Q09019	DMWD	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	674	DMWD (Q09019)
Q13620	CUL4B	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	913	CUL4B (Q13620)
Q96T51	RUFY1	3	40	12842	642741	4.577817403153592	2.194659918809171	0.04557219171090366	0.16069136518782268	0.01998347804306599	0.029152898369221657	0.5448316225193134	0.0455775173453768	0.16071014382106044	708	RUFY1 (Q96T51)
P15863	PAX1	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	534	PAX1 (P15863)
P35240	NF2	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	595	NF2 (P35240)
P49790	NUP153	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	1475	NUP153 (P49790)
Q16891	IMMT	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	758	IMMT (Q16891)
Q8N5C8	TAB3	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	712	TAB3 (Q8N5C8)
Q92925	RCOR3	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	531	RCOR3 (Q92925)
Q96B70	LENG9	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	501	LENG9 (Q96B70)
Q96JK9	MAML3	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	1138	MAML3 (Q96JK9)
Q9H1B7	IRF2BPL	3	41	12842	642740	4.45890597625073	2.156689778250837	0.04846250466323337	0.1696364404659788	0.01998347804306599	0.02903193198594688	0.5388328818978705	0.04846804373843279	0.16965582924926256	796	IRF2BPL (Q9H1B7)
O75534	CSDE1	3	42	12842	642739	4.346015381089785	2.1196932804056865	0.051440328623822654	0.17520378783940732	0.01998347804306599	0.028911965324847924	0.5328589808532375	0.051446077290131356	0.1752233675765368	798	CSDE1 (O75534)
P11387	TOP1	3	42	12842	642739	4.346015381089785	2.1196932804056865	0.051440328623822654	0.17520378783940732	0.01998347804306599	0.028911965324847924	0.5328589808532375	0.051446077290131356	0.1752233675765368	765	TOP1 (P11387)
P12532	CKMT1A	3	42	12842	642739	4.346015381089785	2.1196932804056865	0.051440328623822654	0.17520378783940732	0.01998347804306599	0.028911965324847924	0.5328589808532375	0.051446077290131356	0.1752233675765368	417	CKMT1A (P12532)
P12532	CKMT1B	3	42	12842	642739	4.346015381089785	2.1196932804056865	0.051440328623822654	0.17520378783940732	0.01998347804306599	0.028911965324847924	0.5328589808532375	0.051446077290131356	0.1752233675765368	417	CKMT1B (P12532)
Q9UBP0	SPAST	3	42	12842	642739	4.346015381089785	2.1196932804056865	0.051440328623822654	0.17520378783940732	0.01998347804306599	0.028911965324847924	0.5328589808532375	0.051446077290131356	0.1752233675765368	616	SPAST (Q9UBP0)
Q8NEZ4	MLL3	9	250	12836	642531	1.9297028344784488	0.9483786960773024	0.1050100986908353	0.2894563260294765	0.01998347804306599	0.028881545796918217	0.53134025996948	0.10507360875958194	0.28963138910811814	4911	MLL3 (Q8NEZ4)
O75152	ZC3H11A	3	43	12842	642738	4.238699630134319	2.0836217353315796	0.05450457164588996	0.18237335635797572	0.01998347804306599	0.028792986043675712	0.5269097145220512	0.05451052547791834	0.1823814337040696	810	ZC3H11A (O75152)
Q14126	DSG2	3	43	12842	642738	4.238699630134319	2.0836217353315796	0.05450457164588996	0.18237335635797572	0.01998347804306599	0.028792986043675712	0.5269097145220512	0.05451052547791834	0.1823814337040696	1118	DSG2 (Q14126)
Q5VUJ6	LRCH2	3	43	12842	642738	4.238699630134319	2.0836217353315796	0.05450457164588996	0.18237335635797572	0.01998347804306599	0.028792986043675712	0.5269097145220512	0.05451052547791834	0.1823814337040696	765	LRCH2 (Q5VUJ6)
Q6P1J9	CDC73	3	43	12842	642738	4.238699630134319	2.0836217353315796	0.05450457164588996	0.18237335635797572	0.01998347804306599	0.028792986043675712	0.5269097145220512	0.05451052547791834	0.1823814337040696	531	CDC73 (Q6P1J9)
Q8TD19	NEK9	3	43	12842	642738	4.238699630134319	2.0836217353315796	0.05450457164588996	0.18237335635797572	0.01998347804306599	0.028792986043675712	0.5269097145220512	0.05451052547791834	0.1823814337040696	979	NEK9 (Q8TD19)
Q9HC35	EML4	3	43	12842	642738	4.238699630134319	2.0836217353315796	0.05450457164588996	0.18237335635797572	0.01998347804306599	0.028792986043675712	0.5269097145220512	0.05451052547791834	0.1823814337040696	981	EML4 (Q9HC35)
Q7Z736	PLEKHH3	4	78	12841	642703	2.962690176851635	1.566907764439474	0.07127438085521515	0.22081714249462717	0.01998347804306599	0.02876509211731366	0.5255113901279904	0.07128600249795669	0.22085314782937002	793	PLEKHH3 (Q7Z736)
P25098	ADRBK1	3	44	12842	642737	4.136555722598394	2.0484300164990583	0.057654079375647815	0.19187373573074468	0.01998347804306599	0.028674982002513106	0.5209848805649457	0.05766023337432398	0.19189421634076337	689	ADRBK1 (P25098)
P41250	GARS	3	44	12842	642737	4.136555722598394	2.0484300164990583	0.057654079375647815	0.19187373573074468	0.01998347804306599	0.028674982002513106	0.5209848805649457	0.05766023337432398	0.19189421634076337	739	GARS (P41250)
P55884	EIF3B	3	44	12842	642737	4.136555722598394	2.0484300164990583	0.057654079375647815	0.19187373573074468	0.01998347804306599	0.028674982002513106	0.5209848805649457	0.05766023337432398	0.19189421634076337	814	EIF3B (P55884)
Q86VS8	HOOK3	3	44	12842	642737	4.136555722598394	2.0484300164990583	0.057654079375647815	0.19187373573074468	0.01998347804306599	0.028674982002513106	0.5209848805649457	0.05766023337432398	0.19189421634076337	718	HOOK3 (Q86VS8)
Q9H089	LSG1	3	44	12842	642737	4.136555722598394	2.0484300164990583	0.057654079375647815	0.19187373573074468	0.01998347804306599	0.028674982002513106	0.5209848805649457	0.05766023337432398	0.19189421634076337	658	LSG1 (Q9H089)
Q8TCS8	PNPT1	3	45	12842	642736	4.039218587181807	2.0140762213344243	0.06088763936974717	0.19558218295543284	0.01998347804306599	0.028557941259645708	0.5150842791252616	0.060893987998702215	0.19560257590747787	783	PNPT1 (Q8TCS8)
Q9NW13	RBM28	3	45	12842	642736	4.039218587181807	2.0140762213344243	0.06088763936974717	0.19558218295543284	0.01998347804306599	0.028557941259645708	0.5150842791252616	0.060893987998702215	0.19560257590747787	759	RBM28 (Q9NW13)
O14949	UQCRQ	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	82	UQCRQ (O14949)
O43482	OIP5	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	229	OIP5 (O43482)
O60218	AKR1B10	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	316	AKR1B10 (O60218)
O60869	EDF1	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	148	EDF1 (O60869)
O75896	TUSC2	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	110	TUSC2 (O75896)
P07864	LDHC	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	332	LDHC (P07864)
P14927	UQCRB	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	111	UQCRB (P14927)
P24666	ACP1	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	158	ACP1 (P24666)
P30048	PRDX3	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	256	PRDX3 (P30048)
P51149	RAB7A	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	207	RAB7A (P51149)
P51858	HDGF	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	240	HDGF (P51858)
P62979	RPS27A	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	156	RPS27A (P62979)
Q01105	SET	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	290	SET (Q01105)
Q13257	MAD2L1	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	205	MAD2L1 (Q13257)
Q5J8M3	TMEM85	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	183	TMEM85 (Q5J8M3)
Q6P582	MZT2A	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	158	MZT2A (Q6P582)
Q7Z5G4	GOLGA7	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	137	GOLGA7 (Q7Z5G4)
Q8WTQ1	DEFB104A	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	72	DEFB104A (Q8WTQ1)
Q92688	ANP32B	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	251	ANP32B (Q92688)
Q96GF1	RNF185	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	192	RNF185 (Q96GF1)
Q9NRF9	POLE3	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	147	POLE3 (Q9NRF9)
Q9NX55	HYPK	2	10	12843	642771	14.425436075469625	3.8505430265420575	0.016151371835217487	0.07467286458305271	0.01998347804306599	0.028555693374348563	0.5149707155955323	0.016152348145696764	0.07467737837302386	121	HYPK (Q9NX55)
Q0VD83	APOBR	4	81	12841	642700	2.847991830921169	1.5099450081349215	0.0794317335900598	0.23765142736826494	0.01998347804306599	0.028457991489726685	0.5100261426305719	0.07944396888344053	0.23768803408455805	1097	APOBR (Q0VD83)
Q9H1A4	ANAPC1	4	81	12841	642700	2.847991830921169	1.5099450081349215	0.0794317335900598	0.23765142736826494	0.01998347804306599	0.028457991489726685	0.5100261426305719	0.07944396888344053	0.23768803408455805	1944	ANAPC1 (Q9H1A4)
Q9UPT6	MAPK8IP3	4	81	12841	642700	2.847991830921169	1.5099450081349215	0.0794317335900598	0.23765142736826494	0.01998347804306599	0.028457991489726685	0.5100261426305719	0.07944396888344053	0.23768803408455805	1336	MAPK8IP3 (Q9UPT6)
P22059	OSBP	3	46	12842	642735	3.946356722359085	1.9805213712459042	0.06420398531843446	0.20527310162769286	0.01998347804306599	0.028441852067533326	0.5092077127885922	0.06421052249156378	0.2052940022898165	807	OSBP (P22059)
Q16822	PCK2	3	46	12842	642735	3.946356722359085	1.9805213712459042	0.06420398531843446	0.20527310162769286	0.01998347804306599	0.028441852067533326	0.5092077127885922	0.06421052249156378	0.2052940022898165	640	PCK2 (Q16822)
Q99661	KIF2C	3	46	12842	642735	3.946356722359085	1.9805213712459042	0.06420398531843446	0.20527310162769286	0.01998347804306599	0.028441852067533326	0.5092077127885922	0.06421052249156378	0.2052940022898165	725	KIF2C (Q99661)
Q9H165	BCL11A	3	46	12842	642735	3.946356722359085	1.9805213712459042	0.06420398531843446	0.20527310162769286	0.01998347804306599	0.028441852067533326	0.5092077127885922	0.06421052249156378	0.2052940022898165	835	BCL11A (Q9H165)
Q9H5H4	ZNF768	3	46	12842	642735	3.946356722359085	1.9805213712459042	0.06420398531843446	0.20527310162769286	0.01998347804306599	0.028441852067533326	0.5092077127885922	0.06421052249156378	0.2052940022898165	540	ZNF768 (Q9H5H4)
Q9UPW6	SATB2	3	46	12842	642735	3.946356722359085	1.9805213712459042	0.06420398531843446	0.20527310162769286	0.01998347804306599	0.028441852067533326	0.5092077127885922	0.06421052249156378	0.2052940022898165	733	SATB2 (Q9UPW6)
O43665	RGS10	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	181	RGS10 (O43665)
P01570	IFNA14	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	189	IFNA14 (P01570)
P13804	ETFA	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	333	ETFA (P13804)
P15121	AKR1B1	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	316	AKR1B1 (P15121)
P21266	GSTM3	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	225	GSTM3 (P21266)
P27348	YWHAQ	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	245	YWHAQ (P27348)
P27482	CALML3	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	149	CALML3 (P27482)
P28161	GSTM2	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	218	GSTM2 (P28161)
P30043	BLVRB	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	206	BLVRB (P30043)
P30044	PRDX5	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	214	PRDX5 (P30044)
P34949	MPI	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	423	MPI (P34949)
P51148	RAB5C	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	216	RAB5C (P51148)
P52594	AGFG1	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	562	AGFG1 (P52594)
P61019	RAB2A	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	212	RAB2A (P61019)
P84077	ARF4	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	181	ARF4 (P84077)
Q06323	PSME1	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	249	PSME1 (Q06323)
Q07812	BAX	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	192	BAX (Q07812)
Q6P161	MRPL54	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	138	MRPL54 (Q6P161)
Q8N6N6	GTLF3B	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	113	GTLF3B (Q8N6N6)
Q96BD8	SKA1	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	255	SKA1 (Q96BD8)
Q96D05	C10orf35	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	121	C10orf35 (Q96D05)
Q99714	HSD17B10	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	261	HSD17B10 (Q99714)
Q9BPX5	ARPC5L	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	153	ARPC5L (Q9BPX5)
Q9BUL8	PDCD10	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	212	PDCD10 (Q9BUL8)
Q9UKX7	NUP50	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	468	NUP50 (Q9UKX7)
Q9UL25	RAB21	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	225	RAB21 (Q9UL25)
Q9Y3B2	EXOSC1	2	11	12843	642770	12.906948630579056	3.6900760640949395	0.019481195705090056	0.08592854612934483	0.01998347804306599	0.028420358334659706	0.5081170445544696	0.019482336636375087	0.08593357860106988	195	EXOSC1 (Q9Y3B2)
Q14315	FLNC	5	117	12840	642664	2.397992290019859	1.2618270202333726	0.08622178011016675	0.25385173174766273	0.01998347804306599	0.028380743244836585	0.5061046715085411	0.08624000655499431	0.2539053935321581	2725	FLNC (Q14315)
P22681	CBL	3	47	12842	642734	3.857668424494688	1.947729145747105	0.06760180099679694	0.21413930229942477	0.01998347804306599	0.028326702868879342	0.5033549865431542	0.06760852011741908	0.2141605861673229	906	CBL (P22681)
Q8IWQ3	BRSK2	3	47	12842	642734	3.857668424494688	1.947729145747105	0.06760180099679694	0.21413930229942477	0.01998347804306599	0.028326702868879342	0.5033549865431542	0.06760852011741908	0.2141605861673229	736	BRSK2 (Q8IWQ3)
Q9NRF2	SH2B1	3	47	12842	642734	3.857668424494688	1.947729145747105	0.06760180099679694	0.21413930229942477	0.01998347804306599	0.028326702868879342	0.5033549865431542	0.06760852011741908	0.2141605861673229	756	SH2B1 (Q9NRF2)
O15318	POLR3G	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	223	POLR3G (O15318)
O43765	SGTA	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	313	SGTA (O43765)
O75367	H2AFY	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	369	H2AFY (O75367)
P07741	APRT	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	180	APRT (P07741)
P30084	ECHS1	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	290	ECHS1 (P30084)
P48739	PITPNB	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	271	PITPNB (P48739)
P62699	YPEL5	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	121	YPEL5 (P62699)
Q7L5N1	COPS6	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	327	COPS6 (Q7L5N1)
Q86X19	TMEM17	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	198	TMEM17 (Q86X19)
Q8TAE6	PPP1R14C	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	165	PPP1R14C (Q8TAE6)
Q96QV6	H2AC1	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	131	H2AC1 (Q96QV6)
Q96QV6	HIST1H2AA	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	131	HIST1H2AA (Q96QV6)
Q9HCN8	SDF2L1	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	221	SDF2L1 (Q9HCN8)
Q9UHD1	CHORDC1	2	12	12843	642769	11.677696889477167	3.5456838645022573	0.023070816497997367	0.0976339050916132	0.01998347804306599	0.028286300040628293	0.5012957786984557	0.02307212474904538	0.09763944150852626	332	CHORDC1 (Q9UHD1)
