window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
5	40	178	3	2.298	2.0	3.0	1.3054830287206267	0.38458370273713005	0.2867132867132867	1186	1190	3	1.0	1186,1188,1190	Q9Y520	PRRC2C	0.6464991935416707	0.725390443903909
50	16	87	6	4.955	3.0	7.0	1.2108980827447022	0.2760774433093926	0.2867132867132867	1120	1139	6	1.0	1120,1122,1124,1129,1133,1139	Q9UPN6	SCAF8	0.6464991935416707	0.8721466462837844
75	12	42	5	4.15	3.0	6.0	1.2048192771084336	0.2688167584277998	0.2867132867132867	240	286	5	1.0	240,249,264,277,286	Q8WXI9	GATAD2B	0.6464991935416707	0.5336600120205249
10	5	22	2	1.287	1.0	2.0	1.5540015540015542	0.6359879464413855	0.28771228771228774	77	80	2	1.0	77,80	Q13547	HDAC1	0.6472102155270473	0.7871194336556152
30	3	21	2	1.29	1.0	2.0	1.5503875968992247	0.6326289343514705	0.28771228771228774	203	231	3	0.6666666666666666	203,231	P20839	IMPDH1	0.6472102155270473	0.6326289343514705
5	7	59	2	1.293	1.0	2.0	1.5467904098994587	0.6292777248518328	0.28771228771228774	902	906	2	1.0	902,906	B5ME19	EIF3CL	0.6472102155270473	0.6292777248518328
10	6	118	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.28771228771228774	340	348	2	1.0	340,348	Q96T37	RBM15	0.6472102155270473	0.7833899312575582
30	4	71	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.28771228771228774	137	154	7	0.2857142857142857	137,154	Q99575	POP1	0.6472102155270473	0.7538959901160835
75	3	76	2	1.296	1.0	2.0	1.5432098765432098	0.6259342817774622	0.28771228771228774	1224	1268	3	0.6666666666666666	1224,1268	Q00341	HDLBP	0.6472102155270473	0.730966853544763
5	11	67	2	1.297	1.0	2.0	1.5420200462606015	0.6248215204103877	0.28771228771228774	965	967	2	1.0	965,967	P53621	COPA	0.6472102155270473	0.6248215204103877
5	5	44	2	1.297	1.0	2.0	1.5420200462606015	0.6248215204103877	0.28771228771228774	5	8	2	1.0	5,8	O43464	HTRA2	0.6472102155270473	1.0699565842874268
50	4	106	2	1.302	1.0	2.0	1.5360983102918586	0.6192705514964515	0.28771228771228774	278	292	2	1.0	278,292	Q9UPS6	SETD1B	0.6472102155270473	0.8956633401852644
75	5	53	4	3.173	2.0	5.0	1.2606366214938545	0.3341524787444494	0.28771228771228774	198	225	4	1.0	198,203,210,225	Q9NWB6	ARGLU1	0.6472102155270473	0.7802893604512208
75	5	23	4	3.246	2.0	5.0	1.2322858903265557	0.3013370001141155	0.28771228771228774	223	235	4	1.0	223,229,234,235	P62424	RPL7A	0.6472102155270473	1.031356244035283
50	5	15	4	3.281	2.0	5.0	1.2191405059433098	0.28586440614366704	0.28771228771228774	9	45	5	0.8	9,35,36,45	Q9H773	DCTPP1	0.6472102155270473	0.6904357304637617
10	4	19	2	1.288	1.0	2.0	1.5527950310559007	0.6348674065474701	0.2887112887112887	18	25	2	1.0	18,25	P08758	ANXA5	0.6484302569711822	0.9378782880922025
10	3	14	2	1.291	1.0	2.0	1.549186676994578	0.6315109993548964	0.2887112887112887	32	33	2	1.0	32,33	Q9NX40	OCIAD1	0.6484302569711822	0.7393720918733013
15	5	49	2	1.296	1.0	2.0	1.5432098765432098	0.6259342817774622	0.2887112887112887	469	481	2	1.0	469,481	O15164	TRIM24	0.6484302569711822	0.962266372553485
10	7	120	2	1.297	1.0	2.0	1.5420200462606015	0.6248215204103877	0.2887112887112887	375	378	2	1.0	375,378	O15047	SETD1A	0.6484302569711822	0.7429893817939761
50	4	109	2	1.298	1.0	2.0	1.5408320493066254	0.6237096166629484	0.2887112887112887	1465	1511	6	0.3333333333333333	1465,1511	Q8TDI0	CHD5	0.6484302569711822	0.6237096166629484
20	4	58	2	1.299	1.0	2.0	1.539645881447267	0.622598569214206	0.2887112887112887	14	28	3	0.6666666666666666	14,28	Q9BQ52	ELAC2	0.6484302569711822	0.6815385348324168
10	3	12	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2887112887112887	244	245	2	1.0	244,245	Q00169	PITPNA	0.6484302569711822	0.87434889833848
100	5	51	3	2.275	1.0	4.0	1.3186813186813187	0.39909595540982223	0.2887112887112887	414	435	3	1.0	414,424,435	O00268	TAF4	0.6484302569711822	0.9424919634053345
5	6	33	2	1.291	1.0	2.0	1.549186676994578	0.6315109993548964	0.2897102897102897	18	20	2	1.0	18,20	Q5VTE6	ANGEL2	0.6495182338876834	0.7779373752225124
15	3	39	2	1.292	1.0	2.0	1.547987616099071	0.630393929968162	0.2897102897102897	14	27	4	0.5	14,27	Q53GS9	USP39	0.6495182338876834	0.630393929968162
15	6	117	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.2897102897102897	25	26	2	1.0	25,26	P26358	DNMT1	0.6495182338876834	0.837789963685693
5	4	34	2	1.297	1.0	2.0	1.5420200462606015	0.6248215204103877	0.2897102897102897	58	61	2	1.0	58,61	Q99933	BAG1	0.6495182338876834	0.9168433760347242
10	5	58	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2897102897102897	282	283	2	1.0	282,283	Q14807	KIF22	0.6495182338876834	0.802134608646262
15	15	57	3	2.292	2.0	3.0	1.3089005235602096	0.3883554566263385	0.2897102897102897	217	231	3	1.0	217,223,231	Q86TB9	PATL1	0.6495182338876834	0.6812493306536619
15	16	105	3	2.305	2.0	4.0	1.3015184381778742	0.3801957500665429	0.2897102897102897	384	398	3	1.0	384,397,398	O14654	IRS4	0.6495182338876834	0.6446077891878629
100	5	14	5	4.173	3.0	5.0	1.1981787682722262	0.26084317428605414	0.2897102897102897	27	70	5	1.0	27,35,46,65,70	Q9BUT9	MCRIP2	0.6495182338876834	0.7145385948629637
20	16	30	5	4.175	3.0	6.0	1.1976047904191618	0.2601518973006726	0.2897102897102897	81	101	6	0.8333333333333334	81,88,93,98,101	Q13242	SRSF9	0.6495182338876834	0.2601518973006726
15	4	22	2	1.292	1.0	2.0	1.547987616099071	0.630393929968162	0.2907092907092907	189	201	2	1.0	189,201	P26641	EEF1G	0.6499621221132734	0.630393929968162
75	3	95	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.2907092907092907	10	32	2	1.0	10,32	Q9H6S0	YTHDC2	0.6499621221132734	0.837789963685693
15	6	86	2	1.295	1.0	2.0	1.5444015444015444	0.6270479020881708	0.2907092907092907	1615	1618	2	1.0	1615,1618	Q9H3S7	PTPN23	0.6499621221132734	0.9582897481151628
50	3	43	2	1.296	1.0	2.0	1.5432098765432098	0.6259342817774622	0.2907092907092907	758	760	2	1.0	758,760	Q9HC35	EML4	0.6499621221132734	0.9643760902692788
10	4	20	2	1.3	1.0	2.0	1.5384615384615383	0.6214883767462701	0.2907092907092907	409	415	2	1.0	409,415	Q15084	PDIA6	0.6499621221132734	0.7218169577317569
30	4	98	2	1.3	1.0	2.0	1.5384615384615383	0.6214883767462701	0.2907092907092907	1010	1034	7	0.2857142857142857	1010,1034	Q9P1Y5	CAMSAP3	0.6499621221132734	0.6214883767462701
20	3	26	2	1.3	1.0	2.0	1.5384615384615383	0.6214883767462701	0.2907092907092907	352	358	2	1.0	352,358	Q9BWF3	RBM4B	0.6499621221132734	0.7587699644845546
10	5	56	2	1.302	1.0	2.0	1.5360983102918586	0.6192705514964515	0.2907092907092907	374	382	2	1.0	374,382	Q96PV6	LENG8	0.6499621221132734	1.322830061181755
15	3	17	2	1.302	1.0	2.0	1.5360983102918586	0.6192705514964515	0.2907092907092907	140	155	3	0.6666666666666666	140,155	P05141	SLC25A5	0.6499621221132734	0.6192705514964515
15	3	39	2	1.304	1.0	2.0	1.5337423312883436	0.6170561304310095	0.2907092907092907	73	74	2	1.0	73,74	Q9H3P7	ACBD3	0.6499621221132734	0.8429562898544201
15	4	21	2	1.321	1.0	3.0	1.514004542013626	0.5983695334152594	0.2907092907092907	379	380	2	1.0	379,380	Q9H8H0	NOL11	0.6499621221132734	0.7628442259918117
30	6	25	3	2.273	1.0	4.0	1.3198416190057192	0.4003648165653953	0.2907092907092907	349	377	4	0.75	349,374,377	Q13838	DDX39B	0.6499621221132734	0.6427295243204406
10	14	38	3	2.28	2.0	3.0	1.3157894736842106	0.3959286763311393	0.2907092907092907	432	442	3	1.0	432,436,442	Q13310	PABPC4	0.6499621221132734	0.9445266641015684
100	10	18	9	8.12	7.0	10.0	1.1083743842364533	0.14844527403186095	0.2907092907092907	3	84	13	0.6923076923076923	3,9,18,27,41,43,50,64,84	P68431	HIST1H3A	0.6499621221132734	0.3239905613442548
50	3	66	2	1.295	1.0	2.0	1.5444015444015444	0.6270479020881708	0.2917082917082917	774	775	2	1.0	774,775	Q9Y2U8	LEMD3	0.6514264190694307	0.965784284662087
75	4	163	2	1.297	1.0	2.0	1.5420200462606015	0.6248215204103877	0.2917082917082917	958	976	2	1.0	958,976	P25054	APC	0.6514264190694307	0.8769960459451801
20	3	31	2	1.299	1.0	2.0	1.539645881447267	0.622598569214206	0.2917082917082917	22	33	2	1.0	22,33	P56545	CTBP2	0.6514264190694307	0.7013416844354848
15	3	26	2	1.31	1.0	2.0	1.5267175572519083	0.6104331882372743	0.2917082917082917	238	242	2	1.0	238,242	P04198	MYCN	0.6514264190694307	0.8559536303832931
100	6	46	3	2.289	2.0	3.0	1.310615989515072	0.39024503782755643	0.2917082917082917	198	264	6	0.5	198,204,264	P05023	ATP1A1	0.6514264190694307	0.6631453608745348
30	13	31	4	3.237	2.0	4.0	1.2357120790855731	0.30534263445291404	0.2917082917082917	106	133	4	1.0	106,121,123,133	O95817	BAG3	0.6514264190694307	0.5734668618833269
15	3	19	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.29270729270729273	253	255	2	1.0	253,255	Q99943	AGPAT1	0.6526309804033062	1.1757073540363183
10	4	26	2	1.297	1.0	2.0	1.5420200462606015	0.6248215204103877	0.29270729270729273	46	50	2	1.0	46,50	O00165	HAX1	0.6526309804033062	0.7833899312575582
20	4	57	2	1.299	1.0	2.0	1.539645881447267	0.622598569214206	0.29270729270729273	421	439	3	0.6666666666666666	421,439	Q86YR5	GPSM1	0.6526309804033062	0.6468649396470632
30	3	27	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.29270729270729273	430	448	2	1.0	430,448	Q1ED39	C16orf88	0.6526309804033062	0.7214204495415766
30	4	81	2	1.304	1.0	2.0	1.5337423312883436	0.6170561304310095	0.29270729270729273	903	929	4	0.5	903,929	Q0VD83	APOBR	0.6526309804033062	1.158429362604483
100	3	29	3	2.243	1.0	3.0	1.3374944271065539	0.41953288029697106	0.29270729270729273	77	95	3	1.0	77,93,95	Q5RKV6	EXOSC6	0.6526309804033062	1.0350469470992008
30	4	22	3	2.268	1.0	3.0	1.3227513227513228	0.4035418604410144	0.29270729270729273	84	89	3	1.0	84,86,89	Q9BXH1	BBC3	0.6526309804033062	1.1595031959558009
50	9	65	3	2.286	1.0	3.0249999999999773	1.3123359580052494	0.39213709716876505	0.29270729270729273	593	610	3	1.0	593,602,610	Q86UU0	BCL9L	0.6526309804033062	1.1328942704973453
5	4	14	2	1.293	1.0	2.0	1.5467904098994587	0.6292777248518328	0.2937062937062937	69	71	2	1.0	69,71	P62280	RPS11	0.6537036631080518	0.7060410209713056
15	10	241	2	1.296	1.0	2.0	1.5432098765432098	0.6259342817774622	0.2937062937062937	3138	3149	3	0.6666666666666666	3138,3149	Q7Z6Z7	HUWE1	0.6537036631080518	0.9733179573474945
10	9	157	2	1.3	1.0	2.0	1.5384615384615383	0.6214883767462701	0.2937062937062937	2088	2089	2	1.0	2088,2089	Q01082	SPTBN1	0.6537036631080518	0.9573556625915063
100	3	71	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2937062937062937	1177	1179	2	1.0	1177,1179	Q5VYK3	ECPAS	0.6537036631080518	0.9785202725895487
5	6	22	2	1.306	1.0	2.0	1.5313935681470137	0.6148451031156562	0.2937062937062937	7	8	2	1.0	7,8	Q14978	NOLC1	0.6537036631080518	0.6148451031156562
15	3	26	2	1.309	1.0	2.0	1.5278838808250574	0.6115349027168464	0.2937062937062937	227	234	4	0.5	227,234	Q96F86	EDC3	0.6537036631080518	0.745405956966859
50	4	141	2	1.314	1.0	2.0	1.5220700152207	0.6060347243397574	0.2937062937062937	178	186	2	1.0	178,186	P55196	AFDN	0.6537036631080518	1.0301281048269633
75	5	32	3	2.291	1.0	4.0	1.3094718463553034	0.38898504207856827	0.2937062937062937	364	388	3	1.0	364,381,388	P38606	ATP6V1A	0.6537036631080518	0.8101227408938297
75	3	10	3	2.293	2.0	3.0	1.308329699084169	0.3877261458024496	0.2937062937062937	26	48	3	1.0	26,27,48	P49720	PSMB3	0.6537036631080518	0.7652943172247006
5	5	12	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.2947052947052947	22	24	2	1.0	22,24	P30041	PRDX6	0.6543886137318506	0.6281623826695794
5	4	15	2	1.294	1.0	2.0	1.5455950540958268	0.6281623826695794	0.2947052947052947	60	63	2	1.0	60,63	P20340	RAB6A	0.6543886137318506	0.6281623826695794
15	3	22	2	1.298	1.0	2.0	1.5408320493066254	0.6237096166629484	0.2947052947052947	124	129	2	1.0	124,129	Q9UEU0	VTI1B	0.6543886137318506	0.8836352433082155
10	8	58	2	1.3	1.0	2.0	1.5384615384615383	0.6214883767462701	0.2947052947052947	1306	1315	2	1.0	1306,1315	Q9UPQ9	TNRC6B	0.6543886137318506	1.0679388286565756
10	5	60	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2947052947052947	323	324	2	1.0	323,324	P33992	MCM5	0.6543886137318506	0.9475841058488614
30	3	26	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2947052947052947	39	40	2	1.0	39,40	P19525	EIF2AK2	0.6543886137318506	0.9241251330248724
10	6	48	2	1.302	1.0	2.0	1.5360983102918586	0.6192705514964515	0.2947052947052947	9	17	3	0.6666666666666666	9,17	Q8WUM0	NUP133	0.6543886137318506	1.2015761545221402
5	6	56	2	1.303	1.0	2.0	1.5349194167306217	0.6181629160939526	0.2947052947052947	51	52	2	1.0	51,52	O75400	PRPF40A	0.6543886137318506	1.057091446419583
20	6	136	2	1.306	1.0	2.0	1.5313935681470137	0.6148451031156562	0.2947052947052947	915	922	2	1.0	915,922	Q8WWI1	LMO7	0.6543886137318506	0.7996212020159738
10	3	22	2	1.306	1.0	2.0	1.5313935681470137	0.6148451031156562	0.2947052947052947	24	27	2	1.0	24,27	Q9H7E9	C8orf33	0.6543886137318506	1.0892673380970872
30	9	150	3	2.256	1.0	4.0	1.3297872340425534	0.4111954329844499	0.2947052947052947	8	29	4	0.75	8,14,29	Q9UKV3	ACIN1	0.6543886137318506	0.4111954329844499
75	3	16	3	2.28	2.0	3.0	1.3157894736842106	0.3959286763311393	0.2947052947052947	33	50	4	0.75	33,34,50	Q9HD15	SRA1	0.6543886137318506	1.0242475462466771
10	4	28	2	1.296	1.0	2.0	1.5432098765432098	0.6259342817774622	0.2957042957042957	11	13	2	1.0	11,13	Q9BY77	POLDIP3	0.6558377194847324	0.8520421186128986
20	3	11	2	1.299	1.0	2.0	1.539645881447267	0.622598569214206	0.2957042957042957	187	205	2	1.0	187,205	Q12904	AIMP1	0.6558377194847324	0.622598569214206
20	3	31	2	1.299	1.0	2.0	1.539645881447267	0.622598569214206	0.2957042957042957	159	161	2	1.0	159,161	Q9UBR4	LHX3	0.6558377194847324	0.888968687611256
5	5	22	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2957042957042957	100	104	3	0.6666666666666666	100,104	P39748	FEN1	0.6558377194847324	0.6203790379442918
75	3	73	2	1.304	1.0	2.0	1.5337423312883436	0.6170561304310095	0.2957042957042957	668	674	2	1.0	668,674	Q7Z478	DHX29	0.6558377194847324	0.9200246232794042
5	14	54	3	2.289	1.0	4.0	1.310615989515072	0.39024503782755643	0.2957042957042957	386	390	3	1.0	386,388,390	P51114	FXR1	0.6558377194847324	0.9744986555399916
5	4	13	2	1.296	1.0	2.0	1.5432098765432098	0.6259342817774622	0.2967032967032967	100	102	2	1.0	100,102	P18077	RPL35A	0.6566431814824568	0.8433876533023605
50	3	56	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2967032967032967	146	158	2	1.0	146,158	Q8TC59	PIWIL2	0.6566431814824568	0.9177515882402854
20	3	41	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.2967032967032967	48	51	2	1.0	48,51	P15863	PAX1	0.6566431814824568	0.8559536303832931
75	3	96	2	1.309	1.0	2.0	1.5278838808250574	0.6115349027168464	0.2967032967032967	320	377	6	0.3333333333333333	320,377	Q7L2E3	DHX30	0.6566431814824568	0.6115349027168464
50	3	49	2	1.309	1.0	2.0	1.5278838808250574	0.6115349027168464	0.2967032967032967	4	8	2	1.0	4,8	Q9P2N6	KANSL3	0.6566431814824568	0.9448043457578753
50	3	77	2	1.311	1.0	2.0	1.5255530129672006	0.6093323144403324	0.2967032967032967	733	736	2	1.0	733,736	Q8TE49	OTUD7A	0.6566431814824568	0.9531597457970277
75	4	173	2	1.312	1.0	2.0	1.524390243902439	0.6082322800440034	0.2967032967032967	1637	1638	2	1.0	1637,1638	O15021	MAST4	0.6566431814824568	0.9742624385863917
15	13	100	3	2.301	1.0	4.0	1.303780964797914	0.3827015171591536	0.2967032967032967	956	969	4	0.75	956,965,969	Q99590	SCAF11	0.6566431814824568	0.7868704999925199
100	5	27	4	3.192	2.0	5.0	1.2531328320802004	0.3255393484397412	0.2967032967032967	234	242	4	1.0	234,238,241,242	O43709	WBSCR22	0.6566431814824568	1.1472021071812288
100	16	103	8	6.81	4.0	10.0	1.1747430249632893	0.23234520176265355	0.2967032967032967	835	935	12	0.6666666666666666	835,842,845,883,897,903,932,935	Q14151	SAFB2	0.6566431814824568	0.3376425657413365
50	22	34	6	5.216	4.0	7.0	1.1503067484662577	0.2020186311521657	0.2967032967032967	85	120	6	1.0	85,89,111,116,117,120	Q15654	TRIP6	0.6566431814824568	0.410556082191407
20	4	43	2	1.306	1.0	2.0	1.5313935681470137	0.6148451031156562	0.2977022977022977	692	702	2	1.0	692,702	Q13619	CUL4A	0.6578288468971216	0.8739081789090898
30	3	32	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.2977022977022977	264	265	2	1.0	264,265	Q96EA4	SPDL1	0.6578288468971216	0.9420299313626701
15	5	77	2	1.308	1.0	2.0	1.529051987767584	0.6126374591640045	0.2977022977022977	803	805	2	1.0	803,805	O15534	PER1	0.6578288468971216	1.1109159014018506
5	6	18	2	1.314	1.0	2.0	1.5220700152207	0.6060347243397574	0.2977022977022977	187	188	2	1.0	187,188	P62136	PPP1CC	0.6578288468971216	0.6060347243397574
75	6	47	3	2.281	1.0	4.0	1.3152126260412098	0.39529605407110563	0.2977022977022977	674	696	3	1.0	674,694,696	Q8TB72	PUM2	0.6578288468971216	0.7883647466728504
10	8	13	3	2.297	2.0	3.0	1.30605137135394	0.3852116440053194	0.2977022977022977	109	117	3	1.0	109,115,117	Q9Y4Z0	LSM4	0.6578288468971216	0.5145731728297582
50	3	9	3	2.297	2.0	3.0	1.30605137135394	0.3852116440053194	0.2977022977022977	14	55	4	0.75	14,37,55	O00193	SMAP	0.6578288468971216	0.3852116440053194
50	5	15	3	2.309	2.0	4.0	1.2992637505413598	0.37769432760912786	0.2977022977022977	305	336	5	0.6	305,321,336	O95433	AHSA1	0.6578288468971216	0.4714286811292423
5	3	8	2	1.298	1.0	2.0	1.5408320493066254	0.6237096166629484	0.2987012987012987	12	14	2	1.0	12,14	Q9BTT0	ANP32E	0.6584992728986518	0.6237096166629484
10	4	22	2	1.301	1.0	2.0	1.5372790161414298	0.6203790379442918	0.2987012987012987	187	189	2	1.0	187,189	Q9BRP4	PAAF1	0.6584992728986518	0.794607487010315
100	4	229	2	1.303	1.0	2.0	1.5349194167306217	0.6181629160939526	0.2987012987012987	25	32	2	1.0	25,32	Q03164	KMT2A	0.6584992728986518	0.9461935563042062
10	4	35	2	1.303	1.0	2.0	1.5349194167306217	0.6181629160939526	0.2987012987012987	120	123	2	1.0	120,123	Q9Y3T6	R3HCC1	0.6584992728986518	1.0479149813164987
30	3	35	2	1.306	1.0	2.0	1.5313935681470137	0.6148451031156562	0.2987012987012987	307	315	2	1.0	307,315	Q92558	WASF1	0.6584992728986518	0.8429562898544201
10	3	29	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.2987012987012987	93	95	2	1.0	93,95	Q5RKV6	EXOSC6	0.6584992728986518	1.0350469470992008
30	3	56	2	1.308	1.0	2.0	1.529051987767584	0.6126374591640045	0.2987012987012987	219	223	2	1.0	219,223	O75467	ZNF324	0.6584992728986518	0.9268652953697846
75	6	118	3	2.291	1.0	4.0	1.3094718463553034	0.38898504207856827	0.2987012987012987	578	617	6	0.5	578,616,617	Q96T37	RBM15	0.6584992728986518	0.7833899312575582
20	12	62	3	2.309	2.0	3.0	1.2992637505413598	0.37769432760912786	0.2987012987012987	524	532	3	1.0	524,527,532	P33993	MCM7	0.6584992728986518	0.6506347224057867
20	8	30	4	3.16	2.0	5.0	1.2658227848101264	0.3400754415976216	0.2987012987012987	50	63	7	0.5714285714285714	50,55,60,63	Q9NQS1	AVEN	0.6584992728986518	0.6249804337817979
20	16	29	5	4.13	3.0	6.0	1.2106537530266344	0.27578631324264163	0.2987012987012987	8	27	5	1.0	8,15,21,24,27	P22087	FBL	0.6584992728986518	0.66611834053191
20	14	21	6	5.093	4.0	7.0	1.178087571176124	0.23644678348570955	0.2987012987012987	101	121	7	0.8571428571428571	101,105,108,110,116,121	Q14011	CIRBP	0.6584992728986518	0.28300910559505993
15	3	7	2	1.299	1.0	2.0	1.539645881447267	0.622598569214206	0.2997002997002997	27	28	2	1.0	27,28	Q99497	PARK7	0.65942192612733	0.7908586021614082
20	3	48	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.2997002997002997	426	428	2	1.0	426,428	Q9NQ55	PPAN	0.65942192612733	1.1078032895345151
20	4	45	2	1.308	1.0	2.0	1.529051987767584	0.6126374591640045	0.2997002997002997	460	471	2	1.0	460,471	P17066	HSPA6	0.65942192612733	0.8092797989820963
100	3	33	3	2.298	2.0	3.0	1.3054830287206267	0.38458370273713005	0.2997002997002997	199	223	4	0.75	199,215,223	Q96MH2	HEXIM2	0.65942192612733	0.8871886811659702
100	6	67	3	2.312	1.0	4.0	1.2975778546712804	0.37582110288256454	0.2997002997002997	7	31	3	1.0	7,28,31	Q9NSV4	DIAPH3	0.65942192612733	0.9213901653036335
50	6	27	3	2.318	2.0	4.0	1.2942191544434858	0.3720819343767715	0.2997002997002997	284	330	4	0.75	284,303,330	P49411	TUFM	0.65942192612733	0.6919886854478225
20	5	16	3	2.319	2.0	3.0	1.29366106080207	0.3714596807372398	0.2997002997002997	11	26	4	0.75	11,17,26	P61254	RPL26	0.65942192612733	0.48802601821819913
100	7	44	4	3.218	2.0	5.0	1.2430080795525171	0.3138356739386408	0.2997002997002997	120	218	10	0.4	120,177,189,218	Q8IU81	IRF2BP1	0.65942192612733	0.6677217169430707
30	14	68	5	4.072	2.0	6.0	1.2278978388998034	0.29619053347375396	0.2997002997002997	546	570	5	1.0	546,550,559,564,570	Q8IWX8	CHERP	0.65942192612733	0.29619053347375396
20	17	26	5	4.159	3.0	5.0	1.202212070209185	0.26569140990309326	0.2997002997002997	656	673	5	1.0	656,660,666,670,673	P19338	NCL	0.65942192612733	0.592484088053699
10	5	48	2	1.305	1.0	2.0	1.5325670498084292	0.6159501932048402	0.3006993006993007	9	14	2	1.0	9,14	Q9BST9	RTKN	0.6608520131445262	0.9186603725480613
5	6	62	2	1.306	1.0	2.0	1.5313935681470137	0.6148451031156562	0.3006993006993007	32	34	2	1.0	32,34	Q8NAF0	ZNF579	0.6608520131445262	0.6311385467799894
50	3	80	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.3006993006993007	360	372	2	1.0	360,372	Q8TF61	FBXO41	0.6608520131445262	0.8703872618695303
15	5	59	2	1.316	1.0	2.0	1.519756838905775	0.6038405109268454	0.3006993006993007	105	117	2	1.0	105,117	Q63ZY3	KANK2	0.6608520131445262	1.1119549328049825
100	6	73	3	2.281	1.0	4.0	1.3152126260412098	0.39529605407110563	0.3006993006993007	851	862	3	1.0	851,855,862	Q8WXE0	CASKIN2	0.6608520131445262	1.0995356735509143
30	28	36	8	7.148	6.0	8.0	1.119194180190263	0.1624603656205964	0.3006993006993007	246	271	8	1.0	246,247,249,256,258,263,268,271	P61978	HNRNPK	0.6608520131445262	0.3595994215807386
15	5	67	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.3016983016983017	18	30	2	1.0	18,30	Q08379	GOLGA2	0.6622787840179144	1.139235797371172
10	4	25	2	1.308	1.0	2.0	1.529051987767584	0.6126374591640045	0.3016983016983017	84	85	2	1.0	84,85	Q9UNE7	STUB1	0.6622787840179144	0.8262329322632936
5	5	22	2	1.31	1.0	2.0	1.5267175572519083	0.6104331882372743	0.3016983016983017	49	51	2	1.0	49,51	O95900	TRUB2	0.6622787840179144	0.8703872618695305
10	4	24	2	1.311	1.0	2.0	1.5255530129672006	0.6093323144403324	0.3016983016983017	338	339	2	1.0	338,339	P43686	PSMC4	0.6622787840179144	0.7599910352649298
30	3	65	2	1.313	1.0	2.0	1.5232292460015233	0.6071330837692003	0.3016983016983017	23	41	5	0.4	23,41	Q6NYC8	PPP1R18	0.6622787840179144	0.7095755961347003
75	8	14	8	7.186	6.0	8.0	1.113275814082939	0.15481106465992292	0.3016983016983017	4	68	11	0.7272727272727273	4,20,24,36,37,46,56,68	P62805	HIST1H4A	0.6622787840179144	0.25522381380382037
10	3	9	2	1.302	1.0	2.0	1.5360983102918586	0.6192705514964515	0.3026973026973027	195	204	2	1.0	195,204	O00299	CLIC1	0.6631902331034443	0.6192705514964515
5	8	76	2	1.304	1.0	2.0	1.5337423312883436	0.6170561304310095	0.3026973026973027	325	327	2	1.0	325,327	Q66K74	MAP1S	0.6631902331034443	1.0704614644468713
20	3	13	2	1.305	1.0	2.0	1.5325670498084292	0.6159501932048402	0.3026973026973027	63	74	2	1.0	63,74	P28072	PSMB6	0.6631902331034443	0.7345631039509016
10	6	67	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.3026973026973027	28	31	2	1.0	28,31	Q9NSV4	DIAPH3	0.6631902331034443	0.9213901653036335
10	4	23	2	1.309	1.0	2.0	1.5278838808250574	0.6115349027168464	0.3026973026973027	153	162	3	0.6666666666666666	153,162	Q8NBJ7	SUMF2	0.6631902331034443	0.6788415477240562
50	3	51	2	1.309	1.0	2.0	1.5278838808250574	0.6115349027168464	0.3026973026973027	618	622	2	1.0	618,622	Q9UEG4	ZNF629	0.6631902331034443	0.9378782880922025
50	3	11	3	2.214	1.0	3.0	1.3550135501355014	0.43830727860169105	0.3026973026973027	97	117	5	0.6	97,99,117	P84077	ARF1	0.6631902331034443	0.8529104274208671
50	4	71	3	2.258	1.0	4.0	1.328609388839681	0.40991701461024227	0.3026973026973027	282	288	3	1.0	282,286,288	Q9Y383	LUC7L2	0.6631902331034443	1.130786607535354
15	14	30	3	2.298	2.0	3.0	1.3054830287206267	0.38458370273713005	0.3026973026973027	411	415	3	1.0	411,413,415	Q92945	KHSRP	0.6631902331034443	0.7089858985826972
