canonical_UniProtAC	methyl_site_count	nearest_distance_min	nearest_distance_median	max_methyl_sites_in_3aa_window	max_methyl_sites_in_5aa_window	max_methyl_sites_in_10aa_window	max_methyl_sites_in_20aa_window	max_methyl_sites_in_50aa_window	gene
Q13330	4	32.0	120.5	1	1	1	1	2	MTA1
Q969G3	4	35.0	35.5	1	1	1	1	2	SMARCE1
Q14240	4	37.0	49.0	1	1	1	1	2	EIF4A2
P36871	4	39.0	44.5	1	1	1	1	2	PGM1
P42356	4	39.0	208.0	1	1	1	1	2	PI4KA
Q8TDI0	4	46.0	93.0	1	1	1	1	2	CHD5
P30291	4	47.0	92.5	1	1	1	1	2	WEE1
P27824	4	48.0	102.5	1	1	1	1	2	CANX
O94874	4	49.0	56.0	1	1	1	1	2	UFL1
Q99661	4	51.0	54.0	1	1	1	1	1	KIF2C
Q9Y678	4	55.0	92.0	1	1	1	1	1	COPG1
P12004	4	56.0	60.0	1	1	1	1	1	PCNA
Q13263	4	56.0	100.5	1	1	1	1	1	TRIM28
Q14320	4	67.0	69.5	1	1	1	1	1	FAM50A
O75122	4	69.0	129.5	1	1	1	1	1	CLASP2
P49591	4	70.0	94.0	1	1	1	1	1	SARS1
P17661	4	71.0	79.0	1	1	1	1	1	DES
P10809	4	80.0	84.0	1	1	1	1	1	HSPD1
Q5JRX3	4	83.0	96.5	1	1	1	1	1	PITRM1
Q9H6A9	4	83.0	214.0	1	1	1	1	1	PCNX3
Q15393	4	85.0	98.0	1	1	1	1	1	SF3B3
P28331	4	86.0	89.0	1	1	1	1	1	NDUFS1
Q9Y6K5	4	86.0	199.5	1	1	1	1	1	OAS3
Q12873	4	92.0	93.5	1	1	1	1	1	CHD3
Q9ULT8	4	102.0	119.5	1	1	1	1	1	HECTD1
P22102	4	103.0	210.0	1	1	1	1	1	GART
Q9BZE4	4	105.0	138.5	1	1	1	1	1	GTPBP4
P02768	4	113.0	123.5	1	1	1	1	1	ALB
Q5T5P2	4	120.0	444.5	1	1	1	1	1	KIAA1217
Q12756	4	146.0	233.5	1	1	1	1	1	KIF1A
Q96SN8	4	147.0	147.5	1	1	1	1	1	CDK5RAP2
Q9HCK8	4	161.0	260.5	1	1	1	1	1	CHD8
Q96PZ0	4	196.0	203.5	1	1	1	1	1	PUS7
Q14692	4	219.0	254.0	1	1	1	1	1	BMS1
Q9UPA5	4	305.0	306.5	1	1	1	1	1	BSN
P46821	4	328.0	562.0	1	1	1	1	1	MAP1B
P27708	4	338.0	399.5	1	1	1	1	1	CAD
Q9UPN3	4	345.0	1286.0	1	1	1	1	1	MACF1
P20930	4	442.0	545.5	1	1	1	1	1	FLG
A1L429	3	1.0	1.0	3	3	3	3	3	GAGE12E
A6NDE8	3	1.0	1.0	3	3	3	3	3	GAGE12H
O60216	3	1.0	1.0	2	3	3	3	3	RAD21
O60241	3	1.0	1.0	2	2	3	3	3	ADGRB2
O76087	3	1.0	1.0	3	3	3	3	3	GAGE7
O95155	3	1.0	1.0	2	2	2	2	2	UBE4B
P0CL80	3	1.0	1.0	3	3	3	3	3	GAGE12F
P0CL81	3	1.0	1.0	3	3	3	3	3	GAGE12G
P0CL82	3	1.0	1.0	3	3	3	3	3	GAGE12I
P0DTW1	3	1.0	1.0	3	3	3	3	3	GAGE1
P10253	3	1.0	1.0	2	2	3	3	3	GAA
P11487	3	1.0	1.0	2	2	2	3	3	FGF3
P19525	3	1.0	1.0	2	2	2	2	2	EIF2AK2
P27144	3	1.0	1.0	2	2	2	2	2	AK4
P41252	3	1.0	1.0	2	2	2	2	2	IARS
P48637	3	1.0	1.0	2	2	2	2	3	GSS
P49720	3	1.0	1.0	2	2	2	2	3	PSMB3
P56537	3	1.0	1.0	2	2	2	3	3	EIF6
P60174	3	1.0	1.0	2	2	2	2	3	TPI1
P60323	3	1.0	1.0	2	2	3	3	3	NANOS3
P63220	3	1.0	1.0	2	2	2	3	3	RPS21
Q00169	3	1.0	1.0	2	2	2	2	2	PITPNA
Q04721	3	1.0	1.0	2	2	2	2	2	NOTCH2
Q12789	3	1.0	1.0	2	2	2	2	2	GTF3C1
Q13069	3	1.0	1.0	3	3	3	3	3	GAGE5
Q13070	3	1.0	1.0	3	3	3	3	3	GAGE6
Q14093	3	1.0	1.0	2	2	3	3	3	CYLC2
Q15058	3	1.0	1.0	3	3	3	3	3	KIF14
Q15291	3	1.0	1.0	2	2	2	2	2	RBBP5
Q5VUJ6	3	1.0	1.0	2	2	3	3	3	LRCH2
Q8IWF6	3	1.0	1.0	2	2	2	3	3	FAM116A
Q8NF37	3	1.0	1.0	2	2	3	3	3	LPCAT1
Q8WTQ4	3	1.0	1.0	2	3	3	3	3	C16orf78
Q96C90	3	1.0	1.0	2	2	2	2	3	PPP1R14B
Q96EA4	3	1.0	1.0	2	2	2	2	2	SPDL1
Q96QS3	3	1.0	1.0	2	2	2	2	3	ARX
Q99497	3	1.0	1.0	2	2	2	2	2	PARK7
Q9BQ67	3	1.0	1.0	2	2	2	2	2	GRWD1
Q9BRQ0	3	1.0	1.0	2	2	2	2	3	PYGO2
Q9BV57	3	1.0	1.0	2	2	2	2	2	ADI1
Q9BZ76	3	1.0	1.0	2	3	3	3	3	CNTNAP3
Q9H0B3	3	1.0	1.0	2	2	2	2	2	IQCN
Q9H3P7	3	1.0	1.0	2	2	2	2	2	ACBD3
Q9H9H4	3	1.0	1.0	2	2	2	3	3	VPS37B
Q9HD15	3	1.0	1.0	2	2	2	3	3	SRA1
Q9NPB8	3	1.0	1.0	2	2	2	2	2	GPCPD1
Q9NX40	3	1.0	1.0	2	2	2	2	2	OCIAD1
Q9UGP8	3	1.0	1.0	2	2	2	2	2	SEC63
Q9Y2U8	3	1.0	1.0	2	2	2	2	2	LEMD3
Q9Y3D9	3	1.0	1.0	2	2	2	2	2	MRPS23
Q9Y5S9	3	1.0	1.0	2	2	2	2	2	RBM8A
A1L390	3	2.0	2.0	2	2	3	3	3	PLEKHG3
O15446	3	2.0	2.0	2	2	2	3	3	CD3EAP
O43143	3	2.0	2.0	2	2	2	2	2	DHX15
O43347	3	2.0	2.0	2	3	3	3	3	MSI1
O60493	3	2.0	2.0	2	2	2	2	2	SNX3
O94826	3	2.0	2.0	2	2	2	3	3	TOMM70A
O95249	3	2.0	2.0	2	2	2	3	3	GOSR1
O95382	3	2.0	2.0	2	2	2	2	2	MAP3K6
O95425	3	2.0	2.0	2	2	2	3	3	SVIL
O95544	3	2.0	2.0	2	2	3	3	3	NADK
P07195	3	2.0	2.0	2	2	2	3	3	LDHB
P10301	3	2.0	2.0	2	3	3	3	3	RRAS
P11387	3	2.0	2.0	2	2	2	2	2	TOP1
P24534	3	2.0	2.0	2	3	3	3	3	EEF1B2
P35240	3	2.0	2.0	2	2	2	2	2	NF2
P42575	3	2.0	2.0	2	2	2	2	2	CASP2
P50395	3	2.0	2.0	2	2	2	2	3	GDI2
P78316	3	2.0	2.0	2	2	2	2	3	NOP14
P84077	3	2.0	2.0	2	2	2	3	3	ARF1
P98082	3	2.0	2.0	2	2	2	2	2	DAB2
Q01094	3	2.0	2.0	2	3	3	3	3	E2F1
Q14004	3	2.0	2.0	2	3	3	3	3	CDK13
Q15036	3	2.0	2.0	2	2	3	3	3	SNX17
Q15428	3	2.0	2.0	2	2	2	2	2	SF3A2
Q5BJH7	3	2.0	2.0	2	2	2	2	3	YIF1B
Q5JTH9	3	2.0	2.0	2	2	2	2	2	RRP12
Q5RKV6	3	2.0	2.0	2	2	2	3	3	EXOSC6
Q5TDH0	3	2.0	2.0	2	2	2	2	2	DDI2
Q5VYK3	3	2.0	2.0	2	2	2	2	2	ECPAS
Q76L83	3	2.0	2.0	2	2	2	2	3	ASXL2
Q86UU1	3	2.0	2.0	2	2	2	2	2	PHLDB1
Q8IWD4	3	2.0	2.0	2	2	2	2	2	CCDC117
Q8IWQ3	3	2.0	2.0	2	2	2	2	3	BRSK2
Q8N122	3	2.0	2.0	2	2	3	3	3	RPTOR
Q8N5J2	3	2.0	2.0	2	2	2	2	2	FAM63A
Q8N8A6	3	2.0	2.0	2	2	2	2	3	DDX51
Q8NBF2	3	2.0	2.0	2	2	2	2	2	NHLRC2
Q8TCU4	3	2.0	2.0	2	2	2	2	2	ALMS1
Q8TD19	3	2.0	2.0	2	2	2	2	2	NEK9
Q8TDP1	3	2.0	2.0	2	2	2	2	3	RNASEH2C
Q8WX93	3	2.0	2.0	2	2	2	2	2	PALLD
Q92688	3	2.0	2.0	2	2	2	2	2	ANP32B
Q92973	3	2.0	2.0	2	2	2	2	2	TNPO1
Q96B70	3	2.0	2.0	2	2	2	2	2	LENG9
Q96C92	3	2.0	2.0	2	2	3	3	3	SDCCAG3
Q96F63	3	2.0	2.0	2	2	2	2	2	CCDC97
Q96HY6	3	2.0	2.0	2	2	3	3	3	DDRGK1
Q96Q15	3	2.0	2.0	2	2	2	2	2	SMG1
Q96QU8	3	2.0	2.0	2	2	2	2	2	XPO6
Q96T51	3	2.0	2.0	2	2	2	2	2	RUFY1
Q99683	3	2.0	2.0	2	2	2	3	3	MAP3K5
Q99943	3	2.0	2.0	2	2	2	3	3	AGPAT1
Q9BTT0	3	2.0	2.0	2	2	2	2	2	ANP32E
Q9BZ67	3	2.0	2.0	2	3	3	3	3	FRMD8
Q9HB19	3	2.0	2.0	2	2	2	3	3	PLEKHA2
Q9HC35	3	2.0	2.0	2	2	2	2	2	EML4
Q9NQ55	3	2.0	2.0	2	2	2	2	3	PPAN
Q9NR46	3	2.0	2.0	2	2	2	2	3	SH3GLB2
Q9NX05	3	2.0	2.0	2	2	2	2	3	FAM120C
Q9P2K8	3	2.0	2.0	2	2	3	3	3	EIF2AK4
Q9UBR4	3	2.0	2.0	2	2	2	2	2	LHX3
Q9UH92	3	2.0	2.0	2	3	3	3	3	MLX
Q9Y3D3	3	2.0	2.0	2	2	2	2	2	MRPS16
O14737	3	3.0	3.0	2	2	2	2	2	PDCD5
O15083	3	3.0	3.0	2	2	3	3	3	ERC2
O75385	3	3.0	3.0	2	2	3	3	3	ULK1
O75534	3	3.0	3.0	2	2	2	2	2	CSDE1
P00492	3	3.0	3.0	2	2	2	2	2	HPRT1
P04632	3	3.0	3.0	2	2	2	2	3	CAPNS1
P0C7X2	3	3.0	3.0	2	2	2	2	3	ZNF688
P11274	3	3.0	3.0	2	2	2	2	2	BCR
P15863	3	3.0	3.0	2	2	2	2	2	PAX1
P17482	3	3.0	3.0	2	2	2	2	2	HOXB9
P32929	3	3.0	3.0	2	2	2	2	2	CTH
P35527	3	3.0	3.0	2	2	2	2	2	KRT9
P61326	3	3.0	3.0	2	2	2	2	2	MAGOH
P61962	3	3.0	3.0	2	2	2	2	2	DCAF7
Q02952	3	3.0	3.0	2	2	2	2	2	AKAP12
Q16527	3	3.0	3.0	2	2	2	2	2	CSRP2
Q6NZ67	3	3.0	3.0	2	2	2	2	3	MZT2B
Q7Z410	3	3.0	3.0	2	2	2	3	3	TMPRSS9
Q8IVD9	3	3.0	3.0	2	2	2	2	3	NUDCD3
Q8IZH2	3	3.0	3.0	2	2	2	2	2	XRN1
Q8N5A5	3	3.0	3.0	2	2	2	2	3	ZGPAT
Q8N5S9	3	3.0	3.0	2	2	2	2	2	CAMKK1
Q8TE49	3	3.0	3.0	2	2	2	2	2	OTUD7A
Q96BN6	3	3.0	3.0	2	2	2	2	2	FAM149B1
Q96PV7	3	3.0	3.0	2	2	2	2	2	FAM193B
Q9C086	3	3.0	3.0	2	2	3	3	3	INO80B
Q9H7E9	3	3.0	3.0	2	2	2	3	3	C8orf33
Q9H840	3	3.0	3.0	2	2	3	3	3	GEMIN7
Q9HBD1	3	3.0	3.0	2	2	2	2	3	RC3H2
Q9NP79	3	3.0	3.0	2	2	2	2	2	VTA1
Q9NUP9	3	3.0	3.0	2	2	2	2	2	LIN7C
Q9NUQ3	3	3.0	3.0	2	2	2	3	3	TXLNG
Q9P013	3	3.0	3.0	2	2	3	3	3	CWC15
Q9ULW3	3	3.0	3.0	2	2	2	2	2	ABT1
Q9Y3B8	3	3.0	3.0	2	2	2	2	2	REXO2
Q9Y5B0	3	3.0	3.0	2	2	2	2	2	CTDP1
Q9Y6V7	3	3.0	3.0	2	2	2	2	2	DDX49
O43237	3	4.0	4.0	1	2	2	3	3	DYNC1LI2
O60930	3	4.0	4.0	1	2	2	2	2	RNASEH1
O75467	3	4.0	4.0	1	2	2	2	2	ZNF324
P00966	3	4.0	4.0	1	2	2	2	2	ASS1
P04198	3	4.0	4.0	1	2	2	2	2	MYCN
P20339	3	4.0	4.0	1	2	2	2	2	RAB5A
P41567	3	4.0	4.0	1	2	2	2	2	EIF1B
P45973	3	4.0	4.0	1	2	2	2	3	CBX5
P49321	3	4.0	4.0	1	2	2	2	2	NASP
P55268	3	4.0	4.0	1	2	2	2	2	LAMB2
Q12979	3	4.0	4.0	1	2	2	2	2	ABR
Q6NUQ4	3	4.0	4.0	1	2	2	2	2	TMEM214
Q70CQ3	3	4.0	4.0	1	2	2	3	3	USP30
Q8N1G1	3	4.0	4.0	1	2	2	2	2	REXO1
Q8NEY1	3	4.0	4.0	1	2	2	2	2	NAV1
Q8TDY2	3	4.0	4.0	1	2	2	2	2	RB1CC1
Q92618	3	4.0	4.0	1	2	2	2	2	ZNF516
Q96B49	3	4.0	4.0	1	2	3	3	3	TOMM6
Q96EI5	3	4.0	4.0	1	2	3	3	3	TCEAL4
Q9BU76	3	4.0	4.0	1	2	2	2	2	MMTAG2
Q9BW71	3	4.0	4.0	1	2	2	2	2	HIRIP3
Q9H4M7	3	4.0	4.0	1	2	2	2	2	PLEKHA4
Q9H7U1	3	4.0	4.0	1	2	2	2	2	CCSER2
Q9P2N6	3	4.0	4.0	1	2	2	2	2	KANSL3
Q9UEG4	3	4.0	4.0	1	2	2	2	2	ZNF629
O15552	3	5.0	5.0	1	2	2	2	3	FFAR2
O60269	3	5.0	5.0	1	2	2	3	3	GPRIN2
O75152	3	5.0	5.0	1	2	2	2	2	ZC3H11A
O75792	3	5.0	5.0	1	2	2	2	3	RNASEH2A
O75882	3	5.0	5.0	1	2	2	3	3	ATRN
O95721	3	5.0	5.0	1	2	2	3	3	SNAP29
O95985	3	5.0	5.0	1	2	2	3	3	TOP3B
P15407	3	5.0	5.0	1	2	2	3	3	FOSL1
P22681	3	5.0	5.0	1	2	2	3	3	CBL
P23443	3	5.0	5.0	1	2	2	2	2	RPS6KB1
P35568	3	5.0	5.0	1	2	2	2	2	IRS1
P57772	3	5.0	5.0	1	2	3	3	3	EEFSEC
P78417	3	5.0	5.0	1	2	2	3	3	GSTO1
Q3SX64	3	5.0	5.0	1	2	2	3	3	ODF3L2
Q7Z333	3	5.0	5.0	1	2	2	2	2	SETX
Q96CU9	3	5.0	5.0	1	2	2	3	3	FOXRED1
Q9BYN0	3	5.0	5.0	1	2	2	2	3	SRXN1
Q9H000	3	5.0	5.0	1	2	2	2	2	MKRN2
Q9UEU0	3	5.0	5.0	1	2	2	2	3	VTI1B
Q9UI30	3	5.0	5.0	1	2	3	3	3	TRMT112
Q9ULX3	3	5.0	5.0	1	2	2	2	2	NOB1
Q9UP83	3	5.0	5.0	1	2	2	2	2	COG5
Q9Y265	3	5.0	5.0	1	2	2	2	2	RUVBL1
Q9Y4G2	3	5.0	5.0	1	2	2	3	3	PLEKHM1
O95147	3	6.0	6.0	1	1	2	3	3	DUSP14
P35609	3	6.0	6.0	1	1	2	2	2	ACTN2
P41250	3	6.0	6.0	1	1	2	2	2	GARS
P48506	3	6.0	6.0	1	1	2	2	2	GCLC
P61163	3	6.0	6.0	1	1	2	2	2	ACTR1B
Q3KQU3	3	6.0	6.0	1	1	2	2	3	MAP7D1
Q6N021	3	6.0	6.0	1	1	2	2	2	TET2
Q6NXT4	3	6.0	6.0	1	1	2	3	3	SLC30A6
Q6P0Q8	3	6.0	6.0	1	1	2	2	2	MAST2
Q6P1N0	3	6.0	6.0	1	1	2	2	2	CC2D1A
Q6ZMY3	3	6.0	6.0	1	1	2	2	2	SPOCD1
Q7Z478	3	6.0	6.0	1	1	2	2	2	DHX29
Q8N1G0	3	6.0	6.0	1	1	2	2	3	ZNF687
Q96A08	3	6.0	6.0	1	1	2	3	3	H2BC1
Q96T88	3	6.0	6.0	1	1	2	2	3	UHRF1
Q9BWF3	3	6.0	6.0	1	1	2	2	2	RBM4B
Q9GZT3	3	6.0	6.0	1	1	2	2	3	SLIRP
Q9H5H4	3	6.0	6.0	1	1	2	3	3	ZNF768
Q9NZI8	3	6.0	6.0	1	1	2	2	2	IGF2BP1
Q9UII2	3	6.0	6.0	1	1	2	2	3	ATPIF1
A4D1U4	3	7.0	7.0	1	1	2	3	3	LCHN
O95793	3	7.0	7.0	1	1	2	3	3	STAU1
O95835	3	7.0	7.0	1	1	2	3	3	LATS1
P31327	3	7.0	7.0	1	1	2	2	2	CPS1
P42679	3	7.0	7.0	1	1	2	2	3	MATK
P42771	3	7.0	7.0	1	1	2	2	3	CDKN2A
P46379	3	7.0	7.0	1	1	2	2	2	BAG6
Q02543	3	7.0	7.0	1	1	2	2	3	RPL18A
Q15014	3	7.0	7.0	1	1	2	2	3	MORF4L2
Q5C9Z4	3	7.0	7.0	1	1	2	2	2	NOM1
Q6NXE6	3	7.0	7.0	1	1	2	2	2	ARMC6
Q709C8	3	7.0	7.0	1	1	2	2	2	VPS13C
Q7Z434	3	7.0	7.0	1	1	2	2	2	MAVS
Q8IVS2	3	7.0	7.0	1	1	2	2	2	MCAT
Q8TCS8	3	7.0	7.0	1	1	2	2	2	PNPT1
Q92896	3	7.0	7.0	1	1	2	2	2	GLG1
Q96AT1	3	7.0	7.0	1	1	2	3	3	KIAA1143
Q96F86	3	7.0	7.0	1	1	2	2	2	EDC3
Q9BQ70	3	7.0	7.0	1	1	2	2	2	TCF25
Q9H165	3	7.0	7.0	1	1	2	2	3	BCL11A
Q9H1B7	3	7.0	7.0	1	1	2	2	2	IRF2BPL
Q9NW13	3	7.0	7.0	1	1	2	2	2	RBM28
Q9NZC3	3	7.0	7.0	1	1	2	2	3	GDE1
O00555	3	8.0	8.0	1	1	2	2	3	CACNA1A
P10412	3	8.0	8.0	1	1	2	2	3	HIST1H1E
P43681	3	8.0	8.0	1	1	2	2	3	CHRNA4
P55345	3	8.0	8.0	1	1	2	3	3	PRMT2
P57740	3	8.0	8.0	1	1	2	2	2	NUP107
P61604	3	8.0	8.0	1	1	2	2	2	HSPE1
P62993	3	8.0	8.0	1	1	2	2	2	GRB2
P67870	3	8.0	8.0	1	1	2	2	2	CSNK2B
P78560	3	8.0	8.0	1	1	2	2	3	CRADD
Q16540	3	8.0	8.0	1	1	2	2	2	MRPL23
Q86VQ1	3	8.0	8.0	1	1	2	2	3	GLCCI1
Q8N4C8	3	8.0	8.0	1	1	2	2	2	MINK1
Q8N6I1	3	8.0	8.0	1	1	2	2	3	EID2
Q92558	3	8.0	8.0	1	1	2	2	2	WASF1
Q96AA8	3	8.0	8.0	1	1	2	3	3	JAKMIP2
Q96B36	3	8.0	8.0	1	1	2	3	3	AKT1S1
Q96MH2	3	8.0	8.0	1	1	2	2	3	HEXIM2
Q9BRK4	3	8.0	8.0	1	1	2	2	2	LZTS2
Q9BT25	3	8.0	8.0	1	1	2	2	2	HAUS8
Q9HBZ2	3	8.0	8.0	1	1	2	2	2	ARNT2
Q9NYP3	3	8.0	8.0	1	1	2	2	3	DONSON
Q9UJX5	3	8.0	8.0	1	1	2	2	2	ANAPC4
Q9UNF1	3	8.0	8.0	1	1	2	3	3	MAGED2
Q9Y3A5	3	8.0	8.0	1	1	2	2	2	SBDS
O00299	3	9.0	9.0	1	1	2	2	3	CLIC1
P0C0S5	3	9.0	9.0	1	1	2	2	2	H2AFZ
P52824	3	9.0	9.0	1	1	2	2	3	DGKQ
Q01813	3	9.0	9.0	1	1	2	2	2	PFKP
Q12874	3	9.0	9.0	1	1	2	2	2	SF3A3
Q13247	3	9.0	9.0	1	1	2	2	3	SRSF6
Q16594	3	9.0	9.0	1	1	2	2	2	TAF9
Q6NTE8	3	9.0	9.0	1	1	2	2	2	MRNIP
Q71UI9	3	9.0	9.0	1	1	2	2	2	H2AZ2
Q86YZ3	3	9.0	9.0	1	1	2	2	2	HRNR
Q8IUE6	3	9.0	9.0	1	1	2	2	2	HIST2H2AB
Q8WUA4	3	9.0	9.0	1	1	2	2	3	GTF3C2
Q96DF8	3	9.0	9.0	1	1	2	2	2	DGCR14
Q9BVG8	3	9.0	9.0	1	1	2	2	3	KIFC3
Q9H089	3	9.0	9.0	1	1	2	2	2	LSG1
A7KAX9	3	10.0	10.0	1	1	2	2	2	ARHGAP32
O14924	3	10.0	10.0	1	1	2	2	2	RGS12
Q504Q3	3	10.0	10.0	1	1	2	2	2	PAN2
Q69YH5	3	10.0	10.0	1	1	2	2	2	CDCA2
Q70EL4	3	10.0	10.0	1	1	2	2	3	USP43
Q8TEW8	3	10.0	10.0	1	1	2	2	2	PARD3B
Q9BTV5	3	10.0	10.0	1	1	2	2	3	FSD1
Q9H845	3	10.0	10.0	1	1	2	2	2	ACAD9
Q9UBL3	3	10.0	10.0	1	1	2	2	2	ASH2L
Q9Y4F4	3	10.0	10.0	1	1	2	2	3	TOGARAM1
O00629	3	11.0	11.0	1	1	1	2	2	KPNA4
O60755	3	11.0	11.0	1	1	1	2	2	GALR3
O96000	3	11.0	11.0	1	1	1	2	3	NDUFB10
P28072	3	11.0	11.0	1	1	1	2	2	PSMB6
P56545	3	11.0	11.0	1	1	1	2	2	CTBP2
Q6VMQ6	3	11.0	11.0	1	1	1	2	3	ATF7IP
Q9BXS5	3	11.0	11.0	1	1	1	2	2	AP1M1
Q9Y252	3	11.0	11.0	1	1	1	2	3	RNF6
P20042	3	12.0	12.0	1	1	1	2	2	EIF2S2
Q01433	3	12.0	12.0	1	1	1	2	2	AMPD2
Q8TC59	3	12.0	12.0	1	1	1	2	2	PIWIL2
Q8TF61	3	12.0	12.0	1	1	1	2	2	FBXO41
Q92794	3	12.0	12.0	1	1	1	2	2	KAT6A
Q99459	3	12.0	12.0	1	1	1	2	2	CDC5L
P16949	3	13.0	13.0	1	1	1	2	2	STMN1
P22695	3	13.0	13.0	1	1	1	2	2	UQCRC2
P62906	3	13.0	13.0	1	1	1	2	2	RPL10A
Q04206	3	13.0	13.0	1	1	1	2	2	RELA
Q14524	3	13.0	13.0	1	1	1	2	2	SCN5A
Q53GS9	3	13.0	13.0	1	1	1	2	2	USP39
Q5SRE5	3	13.0	13.0	1	1	1	2	2	NUP188
Q5T3I0	3	13.0	13.0	1	1	1	2	2	GPATCH4
Q96AP0	3	13.0	13.0	1	1	1	2	3	ACD
Q9UBP0	3	13.0	13.0	1	1	1	2	2	SPAST
O95678	3	14.0	14.0	1	1	1	2	2	KRT75
P26583	3	14.0	14.0	1	1	1	2	2	HMGB2
P37802	3	14.0	14.0	1	1	1	2	2	TAGLN2
Q01167	3	14.0	14.0	1	1	1	2	2	FOXK2
Q9BXT6	3	14.0	14.0	1	1	1	2	2	MOV10L1
Q9UNY4	3	14.0	14.0	1	1	1	2	2	TTF2
P05141	3	15.0	15.0	1	1	1	2	2	SLC25A5
P46778	3	15.0	15.0	1	1	1	2	2	RPL21
Q96HN2	3	15.0	15.0	1	1	1	2	2	AHCYL2
Q9HCD5	3	15.0	15.0	1	1	1	2	2	NCOA5
Q9UJU2	3	15.0	15.0	1	1	1	2	2	LEF1
P62241	3	16.0	16.0	1	1	1	2	2	RPS8
Q13123	3	16.0	16.0	1	1	1	2	2	IK
Q14493	3	16.0	16.0	1	1	1	2	2	SLBP
Q53H47	3	16.0	16.0	1	1	1	2	2	SETMAR
Q6UXN9	3	16.0	16.0	1	1	1	2	2	WDR82
Q96JY6	3	16.0	16.0	1	1	1	2	2	PDLIM2
Q9BY76	3	16.0	16.0	1	1	1	2	2	ANGPTL4
O15173	3	17.0	17.0	1	1	1	2	2	PGRMC2
O00193	3	18.0	18.0	1	1	1	2	3	SMAP
Q12904	3	18.0	18.0	1	1	1	2	2	AIMP1
Q1ED39	3	18.0	18.0	1	1	1	2	2	C16orf88
Q6NYC8	3	18.0	18.0	1	1	1	2	2	PPP1R18
Q9NS23	3	18.0	18.0	1	1	1	2	2	RASSF1
O60282	3	19.0	19.0	1	1	1	2	2	KIF5C
P62979	3	19.0	19.0	1	1	1	2	2	RPS27A
Q13363	3	19.0	19.0	1	1	1	2	2	CTBP1
P11908	3	20.0	20.0	1	1	1	2	2	PRPS2
O43818	3	21.0	21.0	1	1	1	1	2	RRP9
O95801	3	21.0	21.0	1	1	1	1	2	TTC4
P49674	3	21.0	21.0	1	1	1	1	2	CSNK1E
Q5T5U3	3	21.0	21.0	1	1	1	1	2	ARHGAP21
P05198	3	22.0	22.0	1	1	1	1	2	EIF2S1
P08195	3	22.0	22.0	1	1	1	1	2	SLC3A2
P60866	3	22.0	22.0	1	1	1	1	2	RPS20
Q562R1	3	22.0	22.0	1	1	1	1	2	ACTBL2
Q9H6S0	3	22.0	22.0	1	1	1	1	2	YTHDC2
Q14684	3	23.0	23.0	1	1	1	1	3	RRP1B
Q8WXX5	3	23.0	23.0	1	1	1	1	3	DNAJC9
P02511	3	24.0	24.0	1	1	1	1	2	CRYAB
Q15032	3	24.0	24.0	1	1	1	1	2	R3HDM1
Q9H0W5	3	24.0	24.0	1	1	1	1	2	CCDC8
Q9NRF2	3	24.0	24.0	1	1	1	1	2	SH2B1
Q9UHB7	3	24.0	24.0	1	1	1	1	2	AFF4
O43299	3	25.0	25.0	1	1	1	1	2	AP5Z1
P05091	3	25.0	25.0	1	1	1	1	2	ALDH2
P98170	3	25.0	25.0	1	1	1	1	2	XIAP
Q00325	3	25.0	25.0	1	1	1	1	2	SLC25A3
Q7Z3K3	3	25.0	25.0	1	1	1	1	2	POGZ
Q9NVM4	3	25.0	25.0	1	1	1	1	2	PRMT7
Q9NYZ3	3	25.0	25.0	1	1	1	1	2	GTSE1
Q9UPW6	3	25.0	25.0	1	1	1	1	2	SATB2
O75323	3	26.0	26.0	1	1	1	1	2	NIPSNAP2
Q13136	3	26.0	26.0	1	1	1	1	2	PPFIA1
Q9NRR4	3	26.0	26.0	1	1	1	1	2	DROSHA
Q9ULH0	3	27.0	27.0	1	1	1	1	2	KIDINS220
P20839	3	28.0	28.0	1	1	1	1	2	IMPDH1
P62491	3	28.0	28.0	1	1	1	1	2	RAB11A
Q15907	3	28.0	28.0	1	1	1	1	2	RAB11B
P12035	3	29.0	29.0	1	1	1	1	2	KRT3
P35250	3	29.0	29.0	1	1	1	1	2	RFC2
Q16891	3	29.0	29.0	1	1	1	1	2	IMMT
Q5SW79	3	30.0	30.0	1	1	1	1	2	CEP170
Q8N0Z3	3	30.0	30.0	1	1	1	1	2	SPICE1
Q9Y3I0	3	30.0	30.0	1	1	1	1	2	C22orf28
Q8N5C8	3	31.0	31.0	1	1	1	1	2	TAB3
P30050	3	32.0	32.0	1	1	1	1	2	RPL12
P30153	3	33.0	33.0	1	1	1	1	2	PPP2R1A
O43776	3	34.0	34.0	1	1	1	1	2	NARS
Q96BW5	3	35.0	35.0	1	1	1	1	2	PTER
Q96F45	3	35.0	35.0	1	1	1	1	2	ZNF503
Q92567	3	36.0	36.0	1	1	1	1	2	FAM168A
Q9H7S9	3	36.0	36.0	1	1	1	1	2	ZNF703
P31939	3	37.0	37.0	1	1	1	1	2	ATIC
Q6ZRI6	3	37.0	37.0	1	1	1	1	2	C15orf39
O14559	3	39.0	39.0	1	1	1	1	2	ARHGAP33
Q9NUD5	3	39.0	39.0	1	1	1	1	2	ZCCHC3
P06744	3	40.0	40.0	1	1	1	1	2	GPI
P46776	3	40.0	40.0	1	1	1	1	2	RPL27A
Q53ET0	3	40.0	40.0	1	1	1	1	2	CRTC2
