occupancy_k	distance_aa	sites_with_at_least_k_neighbors	sites_total	observed_fraction	permutation
2	4	202	12826	0.015749259317012317	129
2	5	289	12826	0.02253235615156713	129
2	6	383	12826	0.029861219398097615	129
2	8	583	12826	0.045454545454545456	129
2	10	758	12826	0.05909870575393732	129
2	15	1174	12826	0.09153282395134882	129
2	20	1516	12826	0.11819741150787463	129
2	30	2121	12826	0.16536722282862934	129
2	40	2596	12826	0.20240137221269297	129
2	50	3095	12826	0.24130672072353032	129
2	75	3982	12826	0.31046312178387653	129
2	100	4642	12826	0.36192109777015435	129
3	1	0	12826	0.0	129
3	2	1	12826	7.79666302822392e-05	129
3	3	7	12826	0.0005457664119756744	129
3	4	35	12826	0.0027288320598783723	129
3	5	61	12826	0.0047559644472165916	129
3	6	112	12826	0.008732262591610791	129
3	8	212	12826	0.01652892561983471	129
3	10	312	12826	0.02432558864805863	129
3	15	569	12826	0.044363012630594105	129
3	20	794	12826	0.061905504444097925	129
3	30	1217	12826	0.0948853890534851	129
3	40	1582	12826	0.12334320910650241	129
3	50	1901	12826	0.14821456416653672	129
3	75	2638	12826	0.20567597068454702	129
3	100	3216	12826	0.25074068298768126	129
4	1	0	12826	0.0	129
4	2	0	12826	0.0	129
4	3	1	12826	7.79666302822392e-05	129
4	4	4	12826	0.0003118665211289568	129
4	5	9	12826	0.0007016996725401528	129
4	6	24	12826	0.0018711991267737408	129
4	8	64	12826	0.004989864338063309	129
4	10	119	12826	0.009278029003586465	129
4	15	297	12826	0.023156089193825044	129
4	20	460	12826	0.03586464992983003	129
4	30	756	12826	0.05894277249337283	129
4	40	1015	12826	0.07913612973647279	129
4	50	1269	12826	0.09893965382816154	129
4	75	1879	12826	0.14649929830032746	129
4	100	2382	12826	0.18571651333229378	129
5	1	0	12826	0.0	129
5	2	0	12826	0.0	129
5	3	0	12826	0.0	129
5	4	0	12826	0.0	129
5	5	2	12826	0.0001559332605644784	129
5	6	6	12826	0.0004677997816934352	129
5	8	15	12826	0.001169499454233588	129
5	10	34	12826	0.002650865429596133	129
5	15	136	12826	0.010603461718384532	129
5	20	265	12826	0.02066115702479339	129
5	30	504	12826	0.03929518166224856	129
5	40	692	12826	0.05395290815530953	129
5	50	896	12826	0.06985810073288633	129
5	75	1363	12826	0.10626851707469204	129
5	100	1750	12826	0.1364416029939186	129
6	1	0	12826	0.0	129
6	2	0	12826	0.0	129
6	3	0	12826	0.0	129
6	4	0	12826	0.0	129
6	5	0	12826	0.0	129
6	6	1	12826	7.79666302822392e-05	129
6	8	4	12826	0.0003118665211289568	129
6	10	10	12826	0.000779666302822392	129
6	15	50	12826	0.00389833151411196	129
6	20	137	12826	0.01068142834866677	129
6	30	333	12826	0.025962887883985653	129
6	40	511	12826	0.03984094807422423	129
6	50	665	12826	0.05184780913768907	129
6	75	1024	12826	0.07983782940901295	129
6	100	1372	12826	0.10697021674723219	129
7	1	0	12826	0.0	129
7	2	0	12826	0.0	129
7	3	0	12826	0.0	129
7	4	0	12826	0.0	129
7	5	0	12826	0.0	129
7	6	0	12826	0.0	129
7	8	2	12826	0.0001559332605644784	129
7	10	6	12826	0.0004677997816934352	129
7	15	14	12826	0.0010915328239513489	129
7	20	49	12826	0.003820364883829721	129
7	30	193	12826	0.015047559644472165	129
7	40	361	12826	0.02814595353188835	129
7	50	490	12826	0.03820364883829721	129
7	75	819	12826	0.0638546702011539	129
7	100	1117	12826	0.08708872602526119	129
8	1	0	12826	0.0	129
8	2	0	12826	0.0	129
8	3	0	12826	0.0	129
8	4	0	12826	0.0	129
8	5	0	12826	0.0	129
8	6	0	12826	0.0	129
8	8	0	12826	0.0	129
8	10	4	12826	0.0003118665211289568	129
8	15	8	12826	0.0006237330422579137	129
8	20	26	12826	0.0020271323873382193	129
8	30	114	12826	0.00888819585217527	129
8	40	248	12826	0.019335724309995323	129
8	50	346	12826	0.026976454077654765	129
8	75	604	12826	0.04709184469047248	129
8	100	844	12826	0.06580383595820989	129
9	1	0	12826	0.0	129
9	2	0	12826	0.0	129
9	3	0	12826	0.0	129
9	4	0	12826	0.0	129
9	5	0	12826	0.0	129
9	6	0	12826	0.0	129
9	8	0	12826	0.0	129
9	10	0	12826	0.0	129
9	15	5	12826	0.000389833151411196	129
9	20	10	12826	0.000779666302822392	129
9	30	74	12826	0.0057695306408857006	129
9	40	158	12826	0.012318727584593793	129
9	50	262	12826	0.02042725713394667	129
9	75	456	12826	0.03555278340870108	129
9	100	649	12826	0.05060034305317324	129
10	1	0	12826	0.0	129
10	2	0	12826	0.0	129
10	3	0	12826	0.0	129
10	4	0	12826	0.0	129
10	5	0	12826	0.0	129
10	6	0	12826	0.0	129
10	8	0	12826	0.0	129
10	10	0	12826	0.0	129
10	15	0	12826	0.0	129
10	20	1	12826	7.79666302822392e-05	129
10	30	40	12826	0.003118665211289568	129
10	40	98	12826	0.007640729767659442	129
10	50	189	12826	0.014735693123343208	129
10	75	338	12826	0.02635272103539685	129
10	100	505	12826	0.039373148292530795	129
1	1	251	12826	0.019569624200842038	130
1	2	635	12826	0.04950881022922189	130
1	3	937	12826	0.07305473257445813	130
1	4	1207	12826	0.09410572275066272	130
1	5	1457	12826	0.11359738032122252	130
1	6	1714	12826	0.133634804303758	130
1	8	2174	12826	0.16949945423358803	130
1	10	2480	12826	0.19335724309995322	130
1	15	3257	12826	0.2539373148292531	130
1	20	3801	12826	0.2963511617027912	130
1	30	4612	12826	0.3595820988616872	130
1	40	5262	12826	0.4102604085451427	130
1	50	5758	12826	0.44893185716513334	130
1	75	6701	12826	0.5224543895212849	130
1	100	7423	12826	0.5787462965850616	130
2	1	7	12826	0.0005457664119756744	130
2	2	46	12826	0.0035864649929830033	130
2	3	98	12826	0.007640729767659442	130
2	4	178	12826	0.013878060190238578	130
2	5	243	12826	0.018945891158584124	130
2	6	349	12826	0.02721035396850148	130
2	8	564	12826	0.04397317947918291	130
2	10	756	12826	0.05894277249337283	130
2	15	1216	12826	0.09480742242320286	130
2	20	1542	12826	0.12022454389521285	130
2	30	2219	12826	0.1730079525962888	130
2	40	2703	12826	0.21074380165289255	130
2	50	3185	12826	0.24832371744893186	130
2	75	4061	12826	0.3166224855761734	130
2	100	4706	12826	0.36691096210821766	130
3	1	0	12826	0.0	130
3	2	5	12826	0.000389833151411196	130
3	3	14	12826	0.0010915328239513489	130
3	4	33	12826	0.002572898799313894	130
3	5	58	12826	0.004522064556369874	130
3	6	94	12826	0.007328863246530485	130
3	8	158	12826	0.012318727584593793	130
3	10	247	12826	0.01925775767971308	130
3	15	490	12826	0.03820364883829721	130
3	20	749	12826	0.05839700608139716	130
3	30	1188	12826	0.09262435677530018	130
3	40	1592	12826	0.1241228754093248	130
3	50	1916	12826	0.1493840636207703	130
3	75	2702	12826	0.21066583502261033	130
3	100	3215	12826	0.250662716357399	130
4	1	0	12826	0.0	130
4	2	0	12826	0.0	130
4	3	1	12826	7.79666302822392e-05	130
4	4	4	12826	0.0003118665211289568	130
4	5	10	12826	0.000779666302822392	130
4	6	24	12826	0.0018711991267737408	130
4	8	58	12826	0.004522064556369874	130
4	10	98	12826	0.007640729767659442	130
4	15	223	12826	0.017386558552939343	130
4	20	387	12826	0.030173085919226572	130
4	30	705	12826	0.05496647434897864	130
4	40	976	12826	0.07609543115546546	130
4	50	1232	12826	0.09605488850771869	130
4	75	1899	12826	0.14805863090597224	130
4	100	2396	12826	0.18680804615624513	130
5	1	0	12826	0.0	130
5	2	0	12826	0.0	130
5	3	0	12826	0.0	130
5	4	0	12826	0.0	130
5	5	2	12826	0.0001559332605644784	130
5	6	8	12826	0.0006237330422579137	130
5	8	25	12826	0.00194916575705598	130
5	10	47	12826	0.0036644316232652425	130
5	15	121	12826	0.009433962264150943	130
5	20	220	12826	0.017152658662092625	130
5	30	430	12826	0.03352565102136286	130
5	40	658	12826	0.05130204272571339	130
5	50	855	12826	0.06666146889131452	130
5	75	1341	12826	0.10455325120848277	130
5	100	1700	12826	0.13254327147980663	130
6	1	0	12826	0.0	130
6	2	0	12826	0.0	130
6	3	0	12826	0.0	130
6	4	0	12826	0.0	130
6	5	0	12826	0.0	130
6	6	1	12826	7.79666302822392e-05	130
6	8	5	12826	0.000389833151411196	130
6	10	16	12826	0.0012474660845158273	130
6	15	57	12826	0.004444097926087635	130
6	20	119	12826	0.009278029003586465	130
6	30	281	12826	0.021908623109309217	130
6	40	457	12826	0.03563075003898331	130
6	50	612	12826	0.04771557773273039	130
6	75	1009	12826	0.07866832995477935	130
6	100	1329	12826	0.1036176516450959	130
7	1	0	12826	0.0	130
7	2	0	12826	0.0	130
7	3	0	12826	0.0	130
7	4	0	12826	0.0	130
7	5	0	12826	0.0	130
7	6	0	12826	0.0	130
7	8	2	12826	0.0001559332605644784	130
7	10	6	12826	0.0004677997816934352	130
7	15	19	12826	0.0014813659753625447	130
7	20	60	12826	0.004677997816934352	130
7	30	167	12826	0.013020427257133947	130
7	40	316	12826	0.024637455169187587	130
7	50	427	12826	0.03329175113051614	130
7	75	756	12826	0.05894277249337283	130
7	100	1061	12826	0.0827225947294558	130
8	1	0	12826	0.0	130
8	2	0	12826	0.0	130
8	3	0	12826	0.0	130
8	4	0	12826	0.0	130
8	5	0	12826	0.0	130
8	6	0	12826	0.0	130
8	8	0	12826	0.0	130
8	10	4	12826	0.0003118665211289568	130
8	15	10	12826	0.000779666302822392	130
8	20	21	12826	0.0016372992359270232	130
8	30	114	12826	0.00888819585217527	130
8	40	227	12826	0.0176984250740683	130
8	50	339	12826	0.02643068766567909	130
8	75	571	12826	0.04451894589115858	130
8	100	793	12826	0.06182753781381569	130
9	1	0	12826	0.0	130
9	2	0	12826	0.0	130
9	3	0	12826	0.0	130
9	4	0	12826	0.0	130
9	5	0	12826	0.0	130
9	6	0	12826	0.0	130
9	8	0	12826	0.0	130
9	10	0	12826	0.0	130
9	15	5	12826	0.000389833151411196	130
9	20	15	12826	0.001169499454233588	130
9	30	70	12826	0.0054576641197567445	130
9	40	160	12826	0.012474660845158272	130
9	50	259	12826	0.020193357243099952	130
9	75	454	12826	0.0353968501481366	130
9	100	635	12826	0.04950881022922189	130
10	1	0	12826	0.0	130
10	2	0	12826	0.0	130
10	3	0	12826	0.0	130
10	4	0	12826	0.0	130
10	5	0	12826	0.0	130
10	6	0	12826	0.0	130
10	8	0	12826	0.0	130
10	10	0	12826	0.0	130
10	15	0	12826	0.0	130
10	20	2	12826	0.0001559332605644784	130
10	30	40	12826	0.003118665211289568	130
10	40	121	12826	0.009433962264150943	130
10	50	189	12826	0.014735693123343208	130
10	75	364	12826	0.02837985342273507	130
10	100	521	12826	0.04062061437704662	130
1	1	281	12826	0.021908623109309217	131
1	2	655	12826	0.05106814283486668	131
1	3	943	12826	0.07352253235615157	131
1	4	1177	12826	0.09176672384219554	131
1	5	1406	12826	0.10962108217682831	131
1	6	1668	12826	0.130048339310775	131
1	8	2105	12826	0.16411975674411353	131
1	10	2467	12826	0.19234367690628412	131
1	15	3178	12826	0.24777795103695618	131
1	20	3746	12826	0.29206299703726807	131
1	30	4647	12826	0.3623109309215656	131
1	40	5274	12826	0.4111960081085296	131
1	50	5770	12826	0.4498674567285202	131
1	75	6733	12826	0.5249493216903165	131
1	100	7451	12826	0.5809293622329643	131
2	1	7	12826	0.0005457664119756744	131
2	2	47	12826	0.0036644316232652425	131
2	3	90	12826	0.007016996725401528	131
2	4	166	12826	0.012942460626851707	131
2	5	250	12826	0.0194916575705598	131
2	6	350	12826	0.027288320598783722	131
2	8	549	12826	0.042803680024949324	131
2	10	754	12826	0.058786839232808356	131
2	15	1166	12826	0.09090909090909091	131
2	20	1515	12826	0.11811944487759239	131
2	30	2155	12826	0.16801808825822548	131
2	40	2638	12826	0.20567597068454702	131
2	50	3106	12826	0.24216435365663497	131
2	75	3973	12826	0.30976142211133634	131
2	100	4660	12826	0.3633244971152347	131
3	1	0	12826	0.0	131
3	2	6	12826	0.0004677997816934352	131
3	3	14	12826	0.0010915328239513489	131
3	4	38	12826	0.0029627319507250895	131
3	5	56	12826	0.0043661312958053955	131
3	6	90	12826	0.007016996725401528	131
3	8	169	12826	0.013176360517698426	131
3	10	264	12826	0.02058319039451115	131
3	15	497	12826	0.03874941525027288	131
3	20	726	12826	0.05660377358490566	131
3	30	1160	12826	0.09044129112739747	131
3	40	1512	12826	0.11788554498674567	131
3	50	1866	12826	0.14548573210665836	131
3	75	2629	12826	0.20497427101200685	131
3	100	3233	12826	0.25206611570247933	131
4	1	0	12826	0.0	131
4	2	0	12826	0.0	131
4	3	3	12826	0.0002338998908467176	131
4	4	7	12826	0.0005457664119756744	131
4	5	14	12826	0.0010915328239513489	131
4	6	25	12826	0.00194916575705598	131
4	8	62	12826	0.004833931077498831	131
4	10	114	12826	0.00888819585217527	131
4	15	262	12826	0.02042725713394667	131
4	20	418	12826	0.032590051457975985	131
4	30	714	12826	0.05566817402151879	131
4	40	949	12826	0.073990332137845	131
4	50	1200	12826	0.09355995633868704	131
4	75	1869	12826	0.14571963199750507	131
4	100	2389	12826	0.18626227974426945	131
5	1	0	12826	0.0	131
5	2	0	12826	0.0	131
5	3	0	12826	0.0	131
5	4	0	12826	0.0	131
5	5	0	12826	0.0	131
5	6	3	12826	0.0002338998908467176	131
5	8	14	12826	0.0010915328239513489	131
5	10	42	12826	0.0032745984718540464	131
5	15	139	12826	0.010837361609231249	131
5	20	253	12826	0.01972555746140652	131
5	30	469	12826	0.036566349602370186	131
5	40	671	12826	0.05231560891938251	131
5	50	847	12826	0.0660377358490566	131
5	75	1289	12826	0.10049898643380634	131
5	100	1718	12826	0.13394667082488695	131
6	1	0	12826	0.0	131
6	2	0	12826	0.0	131
6	3	0	12826	0.0	131
6	4	0	12826	0.0	131
6	5	0	12826	0.0	131
6	6	0	12826	0.0	131
6	8	3	12826	0.0002338998908467176	131
6	10	11	12826	0.0008576329331046312	131
6	15	56	12826	0.0043661312958053955	131
6	20	135	12826	0.010525495088102292	131
6	30	309	12826	0.024091688757211915	131
6	40	480	12826	0.03742398253547482	131
6	50	620	12826	0.048339310774988306	131
6	75	983	12826	0.07664119756744113	131
6	100	1314	12826	0.10244815219086231	131
7	1	0	12826	0.0	131
7	2	0	12826	0.0	131
7	3	0	12826	0.0	131
7	4	0	12826	0.0	131
7	5	0	12826	0.0	131
7	6	0	12826	0.0	131
7	8	0	12826	0.0	131
7	10	0	12826	0.0	131
7	15	16	12826	0.0012474660845158273	131
7	20	50	12826	0.00389833151411196	131
7	30	189	12826	0.014735693123343208	131
7	40	352	12826	0.0274442538593482	131
7	50	492	12826	0.038359582098861686	131
7	75	810	12826	0.06315297052861375	131
7	100	1078	12826	0.08404802744425385	131
8	1	0	12826	0.0	131
8	2	0	12826	0.0	131
8	3	0	12826	0.0	131
8	4	0	12826	0.0	131
8	5	0	12826	0.0	131
8	6	0	12826	0.0	131
8	8	0	12826	0.0	131
8	10	0	12826	0.0	131
8	15	4	12826	0.0003118665211289568	131
8	20	17	12826	0.0013254327147980665	131
8	30	98	12826	0.007640729767659442	131
8	40	246	12826	0.019179791049430843	131
8	50	365	12826	0.028457820053017308	131
8	75	627	12826	0.04888507718696398	131
8	100	853	12826	0.06650553563075004	131
9	1	0	12826	0.0	131
9	2	0	12826	0.0	131
9	3	0	12826	0.0	131
9	4	0	12826	0.0	131
9	5	0	12826	0.0	131
9	6	0	12826	0.0	131
9	8	0	12826	0.0	131
9	10	0	12826	0.0	131
9	15	0	12826	0.0	131
9	20	3	12826	0.0002338998908467176	131
9	30	51	12826	0.003976298144394199	131
9	40	156	12826	0.012162794324029315	131
9	50	259	12826	0.020193357243099952	131
9	75	482	12826	0.037579915796039295	131
9	100	710	12826	0.055356307500389834	131
10	1	0	12826	0.0	131
10	2	0	12826	0.0	131
10	3	0	12826	0.0	131
10	4	0	12826	0.0	131
10	5	0	12826	0.0	131
10	6	0	12826	0.0	131
10	8	0	12826	0.0	131
10	10	0	12826	0.0	131
10	15	0	12826	0.0	131
10	20	1	12826	7.79666302822392e-05	131
10	30	38	12826	0.0029627319507250895	131
10	40	99	12826	0.007718696397941681	131
10	50	189	12826	0.014735693123343208	131
10	75	385	12826	0.030017152658662092	131
10	100	551	12826	0.0429596132855138	131
1	1	274	12826	0.02136285669733354	132
1	2	685	12826	0.05340714174333385	132
1	3	989	12826	0.07710899734913457	132
1	4	1206	12826	0.09402775612038047	132
1	5	1435	12826	0.11188211445501325	132
1	6	1692	12826	0.13191953843754872	132
1	8	2099	12826	0.16365195696242008	132
1	10	2425	12826	0.18906907843443008	132
1	15	3138	12826	0.24465928582566662	132
1	20	3745	12826	0.2919850304069858	132
1	30	4643	12826	0.3619990644004366	132
1	40	5281	12826	0.4117417745205052	132
1	50	5868	12826	0.45750818649617964	132
1	75	6816	12826	0.5314205520037424	132
1	100	7501	12826	0.5848276937470762	132
2	1	10	12826	0.000779666302822392	132
2	2	46	12826	0.0035864649929830033	132
2	3	89	12826	0.006939030095119289	132
2	4	165	12826	0.012864493996569469	132
2	5	237	12826	0.01847809137689069	132
2	6	319	12826	0.024871355060034305	132
2	8	531	12826	0.04140028067986901	132
2	10	715	12826	0.05574614065180103	132
2	15	1126	12826	0.08779042569780134	132
2	20	1531	12826	0.11936691096210822	132
2	30	2172	12826	0.16934352097302355	132
2	40	2651	12826	0.20668953687821612	132
2	50	3133	12826	0.24426945267425543	132
2	75	3949	12826	0.3078902229845626	132
2	100	4691	12826	0.3657414626539841	132
3	1	0	12826	0.0	132
3	2	6	12826	0.0004677997816934352	132
3	3	14	12826	0.0010915328239513489	132
3	4	25	12826	0.00194916575705598	132
3	5	47	12826	0.0036644316232652425	132
3	6	75	12826	0.00584749727116794	132
3	8	158	12826	0.012318727584593793	132
3	10	266	12826	0.020739123655075627	132
3	15	494	12826	0.03851551535942616	132
3	20	745	12826	0.05808513956026821	132
3	30	1166	12826	0.09090909090909091	132
3	40	1580	12826	0.12318727584593794	132
3	50	1971	12826	0.15367222828629346	132
3	75	2712	12826	0.21144550132543272	132
3	100	3201	12826	0.24957118353344768	132
4	1	0	12826	0.0	132
4	2	1	12826	7.79666302822392e-05	132
4	3	4	12826	0.0003118665211289568	132
4	4	8	12826	0.0006237330422579137	132
4	5	11	12826	0.0008576329331046312	132
4	6	18	12826	0.0014033993450803055	132
4	8	39	12826	0.0030406985810073287	132
4	10	86	12826	0.006705130204272571	132
4	15	239	12826	0.018634024637455168	132
4	20	395	12826	0.030796818961484486	132
4	30	683	12826	0.053251208482769374	132
4	40	969	12826	0.07554966474348979	132
4	50	1263	12826	0.09847185404646812	132
4	75	1880	12826	0.14657726493060969	132
4	100	2308	12826	0.17994698269140808	132
5	1	0	12826	0.0	132
5	2	0	12826	0.0	132
5	3	0	12826	0.0	132
5	4	0	12826	0.0	132
5	5	2	12826	0.0001559332605644784	132
5	6	5	12826	0.000389833151411196	132
5	8	17	12826	0.0013254327147980665	132
5	10	32	12826	0.0024949321690316546	132
5	15	107	12826	0.008342429440199594	132
5	20	217	12826	0.016918758771245906	132
5	30	446	12826	0.03477311710587869	132
5	40	662	12826	0.05161390924684235	132
5	50	877	12826	0.06837673475752377	132
5	75	1369	12826	0.10673631685638546	132
5	100	1714	12826	0.133634804303758	132
6	1	0	12826	0.0	132
6	2	0	12826	0.0	132
6	3	0	12826	0.0	132
6	4	0	12826	0.0	132
6	5	0	12826	0.0	132
6	6	1	12826	7.79666302822392e-05	132
6	8	4	12826	0.0003118665211289568	132
6	10	12	12826	0.0009355995633868704	132
6	15	42	12826	0.0032745984718540464	132
6	20	108	12826	0.008420396070481834	132
6	30	296	12826	0.023078122563542802	132
6	40	468	12826	0.036488382972087945	132
6	50	620	12826	0.048339310774988306	132
6	75	988	12826	0.07703103071885233	132
6	100	1324	12826	0.1032278184936847	132
7	1	0	12826	0.0	132
7	2	0	12826	0.0	132
7	3	0	12826	0.0	132
7	4	0	12826	0.0	132
7	5	0	12826	0.0	132
7	6	0	12826	0.0	132
7	8	2	12826	0.0001559332605644784	132
7	10	6	12826	0.0004677997816934352	132
7	15	21	12826	0.0016372992359270232	132
7	20	64	12826	0.004989864338063309	132
7	30	181	12826	0.014111960081085296	132
7	40	337	12826	0.02627475440511461	132
7	50	467	12826	0.03641041634180571	132
7	75	773	12826	0.0602682052081709	132
7	100	1051	12826	0.08194292842663341	132
8	1	0	12826	0.0	132
8	2	0	12826	0.0	132
8	3	0	12826	0.0	132
8	4	0	12826	0.0	132
8	5	0	12826	0.0	132
8	6	0	12826	0.0	132
8	8	0	12826	0.0	132
8	10	4	12826	0.0003118665211289568	132
8	15	10	12826	0.000779666302822392	132
8	20	30	12826	0.002338998908467176	132
8	30	121	12826	0.009433962264150943	132
8	40	236	12826	0.018400124746608452	132
8	50	338	12826	0.02635272103539685	132
8	75	584	12826	0.04553251208482769	132
8	100	830	12826	0.06471230313425853	132
9	1	0	12826	0.0	132
9	2	0	12826	0.0	132
9	3	0	12826	0.0	132
9	4	0	12826	0.0	132
9	5	0	12826	0.0	132
9	6	0	12826	0.0	132
9	8	0	12826	0.0	132
9	10	0	12826	0.0	132
9	15	5	12826	0.000389833151411196	132
9	20	11	12826	0.0008576329331046312	132
9	30	75	12826	0.00584749727116794	132
9	40	165	12826	0.012864493996569469	132
9	50	267	12826	0.020817090285357866	132
9	75	472	12826	0.036800249493216905	132
9	100	670	12826	0.052237642289100265	132
10	1	0	12826	0.0	132
10	2	0	12826	0.0	132
10	3	0	12826	0.0	132
10	4	0	12826	0.0	132
10	5	0	12826	0.0	132
10	6	0	12826	0.0	132
10	8	0	12826	0.0	132
10	10	0	12826	0.0	132
10	15	0	12826	0.0	132
10	20	0	12826	0.0	132
10	30	37	12826	0.0028847653204428503	132
10	40	109	12826	0.008498362700764072	132
10	50	205	12826	0.015983159207859036	132
10	75	383	12826	0.029861219398097615	132
10	100	539	12826	0.04202401372212693	132
1	1	253	12826	0.01972555746140652	133
1	2	685	12826	0.05340714174333385	133
1	3	954	12826	0.0743801652892562	133
1	4	1230	12826	0.09589895524715422	133
1	5	1476	12826	0.11507874629658506	133
1	6	1741	12826	0.13573990332137845	133
1	8	2150	12826	0.16762825510681428	133
1	10	2505	12826	0.1953064088570092	133
1	15	3287	12826	0.25627631373772025	133
1	20	3884	12826	0.3028223920162171	133
1	30	4690	12826	0.36566349602370185	133
1	40	5355	12826	0.4175113051613909	133
1	50	5865	12826	0.4572742866053329	133
1	75	6802	12826	0.530329019179791	133
1	100	7511	12826	0.5856073600498987	133
2	1	9	12826	0.0007016996725401528	133
2	2	52	12826	0.004054264774676439	133
2	3	112	12826	0.008732262591610791	133
2	4	199	12826	0.0155153594261656	133
2	5	276	12826	0.02151878995789802	133
2	6	365	12826	0.028457820053017308	133
2	8	569	12826	0.044363012630594105	133
2	10	744	12826	0.058007172929985966	133
2	15	1184	12826	0.09231249025417121	133
2	20	1579	12826	0.1231093092156557	133
2	30	2231	12826	0.17394355215967566	133
2	40	2757	12826	0.21495399968813347	133
2	50	3189	12826	0.2486355839700608	133
2	75	4043	12826	0.31521908623109307	133
2	100	4677	12826	0.36464992983003275	133
3	1	0	12826	0.0	133
3	2	5	12826	0.000389833151411196	133
3	3	11	12826	0.0008576329331046312	133
3	4	30	12826	0.002338998908467176	133
3	5	56	12826	0.0043661312958053955	133
3	6	92	12826	0.0071729299859660065	133
3	8	180	12826	0.014033993450803056	133
3	10	257	12826	0.020037423982535475	133
3	15	515	12826	0.040152814595353185	133
3	20	747	12826	0.058241072820832684	133
3	30	1196	12826	0.09324808981755808	133
3	40	1595	12826	0.12435677530017153	133
3	50	1966	12826	0.15328239513488226	133
3	75	2667	12826	0.20793700296273196	133
3	100	3244	12826	0.252923748635584	133
4	1	0	12826	0.0	133
4	2	2	12826	0.0001559332605644784	133
4	3	5	12826	0.000389833151411196	133
4	4	9	12826	0.0007016996725401528	133
4	5	14	12826	0.0010915328239513489	133
4	6	22	12826	0.0017152658662092624	133
4	8	53	12826	0.004132231404958678	133
4	10	104	12826	0.008108529549352877	133
4	15	226	12826	0.01762045844378606	133
4	20	399	12826	0.031108685482613443	133
4	30	708	12826	0.05520037423982536	133
4	40	1011	12826	0.07882426321534383	133
4	50	1282	12826	0.09995322002183066	133
4	75	1908	12826	0.1487603305785124	133
4	100	2382	12826	0.18571651333229378	133
5	1	0	12826	0.0	133
5	2	0	12826	0.0	133
5	3	2	12826	0.0001559332605644784	133
5	4	4	12826	0.0003118665211289568	133
5	5	8	12826	0.0006237330422579137	133
5	6	11	12826	0.0008576329331046312	133
5	8	18	12826	0.0014033993450803055	133
5	10	42	12826	0.0032745984718540464	133
5	15	114	12826	0.00888819585217527	133
5	20	211	12826	0.016450958989552473	133
5	30	436	12826	0.03399345080305629	133
5	40	655	12826	0.05106814283486668	133
5	50	864	12826	0.06736316856385467	133
5	75	1358	12826	0.10587868392328084	133
5	100	1761	12826	0.13729923592702323	133
6	1	0	12826	0.0	133
6	2	0	12826	0.0	133
6	3	0	12826	0.0	133
6	4	0	12826	0.0	133
6	5	0	12826	0.0	133
6	6	1	12826	7.79666302822392e-05	133
6	8	4	12826	0.0003118665211289568	133
6	10	10	12826	0.000779666302822392	133
6	15	48	12826	0.0037423982535474817	133
6	20	100	12826	0.00779666302822392	133
6	30	257	12826	0.020037423982535475	133
6	40	443	12826	0.03453921721503197	133
6	50	611	12826	0.04763761110244815	133
6	75	986	12826	0.07687509745828786	133
6	100	1367	12826	0.10658038359582099	133
7	1	0	12826	0.0	133
7	2	0	12826	0.0	133
7	3	0	12826	0.0	133
7	4	0	12826	0.0	133
7	5	0	12826	0.0	133
7	6	0	12826	0.0	133
7	8	2	12826	0.0001559332605644784	133
7	10	6	12826	0.0004677997816934352	133
7	15	25	12826	0.00194916575705598	133
7	20	53	12826	0.004132231404958678	133
7	30	160	12826	0.012474660845158272	133
7	40	302	12826	0.02354592234523624	133
7	50	456	12826	0.03555278340870108	133
7	75	769	12826	0.05995633868704195	133
7	100	1075	12826	0.08381412755340714	133
8	1	0	12826	0.0	133
8	2	0	12826	0.0	133
8	3	0	12826	0.0	133
8	4	0	12826	0.0	133
8	5	0	12826	0.0	133
8	6	0	12826	0.0	133
8	8	0	12826	0.0	133
8	10	4	12826	0.0003118665211289568	133
8	15	8	12826	0.0006237330422579137	133
8	20	27	12826	0.0021050990176204585	133
8	30	98	12826	0.007640729767659442	133
8	40	219	12826	0.017074692031810387	133
8	50	342	12826	0.026664587556525808	133
8	75	593	12826	0.046234211757367846	133
8	100	815	12826	0.06354280368002495	133
9	1	0	12826	0.0	133
9	2	0	12826	0.0	133
9	3	0	12826	0.0	133
9	4	0	12826	0.0	133
9	5	0	12826	0.0	133
9	6	0	12826	0.0	133
9	8	0	12826	0.0	133
9	10	0	12826	0.0	133
9	15	5	12826	0.000389833151411196	133
9	20	13	12826	0.0010135661936691096	133
9	30	66	12826	0.005145797598627788	133
9	40	142	12826	0.011071261500077966	133
9	50	250	12826	0.0194916575705598	133
9	75	475	12826	0.037034149384063624	133
9	100	676	12826	0.0527054420707937	133
10	1	0	12826	0.0	133
10	2	0	12826	0.0	133
10	3	0	12826	0.0	133
10	4	0	12826	0.0	133
10	5	0	12826	0.0	133
10	6	0	12826	0.0	133
10	8	0	12826	0.0	133
10	10	0	12826	0.0	133
10	15	0	12826	0.0	133
10	20	1	12826	7.79666302822392e-05	133
10	30	29	12826	0.002261032278184937	133
10	40	102	12826	0.007952596288788399	133
10	50	172	12826	0.013410260408545142	133
10	75	375	12826	0.0292374863558397	133
10	100	543	12826	0.04233588024325589	133
1	1	242	12826	0.018867924528301886	134
1	2	628	12826	0.04896304381724622	134
1	3	929	12826	0.07243099953220022	134
1	4	1224	12826	0.09543115546546078	134
1	5	1479	12826	0.11531264618743178	134
1	6	1723	12826	0.13433650397629815	134
