window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
5	3	30	2	1.05	1.0	2.0	1.9047619047619047	0.9296106721086019	0.05094905094905095	497	498	2	1.0	497,498	Q9NPB8	GPCPD1	0.2683269442657482	0.9296106721086019
50	3	24	3	1.646	1.0	3.0	1.8226002430133659	0.8659981649616176	0.05094905094905095	196	230	4	0.75	196,198,230	Q9NR46	SH3GLB2	0.2683269442657482	0.9213901653036335
15	6	52	3	1.676	1.0	3.0	1.7899761336515514	0.8399403516838917	0.05094905094905095	555	567	3	1.0	555,561,567	Q9Y6J9	TAF6L	0.2683269442657482	0.8399403516838917
5	3	43	2	1.051	1.0	2.0	1.9029495718363465	0.9282373306999088	0.05194805194805195	193	198	2	1.0	193,198	O75152	ZC3H11A	0.27232573610054	0.9282373306999088
100	3	44	3	1.706	1.0	3.0	1.7584994138335288	0.8143448540649532	0.05194805194805195	596	687	7	0.42857142857142855	596,602,687	P41250	GARS	0.27232573610054	0.8823049573302454
5	3	56	2	1.052	1.0	2.0	1.9011406844106462	0.9268652953697846	0.052947052947052944	219	223	2	1.0	219,223	O75467	ZNF324	0.2760341998524651	0.9268652953697846
100	5	117	3	1.626	1.0	3.0	1.845018450184502	0.8836352433082155	0.052947052947052944	2364	2443	5	0.6	2364,2437,2443	Q14315	FLNC	0.2760341998524651	0.9037381469415965
50	4	45	3	1.712	1.0	3.0	1.752336448598131	0.8092797989820963	0.052947052947052944	460	495	3	1.0	460,471,495	P17066	HSPA6	0.2760341998524651	0.8092797989820963
5	4	22	2	1.053	1.0	2.0	1.8993352326685662	0.9254945636363703	0.053946053946053944	390	391	2	1.0	390,391	Q9BUF5	TUBB6	0.2786844805944397	0.9254945636363703
10	3	104	2	1.053	1.0	2.0	1.8993352326685662	0.9254945636363703	0.053946053946053944	501	509	2	1.0	501,509	Q8N4C8	MINK1	0.2786844805944397	0.9254945636363703
5	3	40	2	1.054	1.0	2.0	1.8975332068311195	0.9241251330248724	0.053946053946053944	958	961	2	1.0	958,961	Q02952	AKAP12	0.2786844805944397	0.9241251330248724
50	4	32	3	1.724	1.0	3.0	1.740139211136891	0.7992027262941451	0.053946053946053944	77	110	3	1.0	77,85,110	Q01546	KRT76	0.2786844805944397	0.7992027262941451
5	4	110	2	1.054	1.0	2.0	1.8975332068311195	0.9241251330248724	0.054945054945054944	294	297	2	1.0	294,297	Q8TEW0	PARD3	0.2805284603037412	0.9241251330248724
5	3	26	2	1.054	1.0	2.0	1.8975332068311195	0.9241251330248724	0.054945054945054944	39	40	2	1.0	39,40	P19525	EIF2AK2	0.2805284603037412	0.9241251330248724
30	4	283	2	1.056	1.0	2.0	1.8939393939393938	0.9213901653036335	0.054945054945054944	3559	3580	3	0.6666666666666666	3559,3580	Q63HN8	RNF213	0.2805284603037412	0.9213901653036335
15	15	134	3	1.852	1.0	3.0	1.6198704103671706	0.6958784021230068	0.054945054945054944	1930	1943	3	1.0	1930,1940,1943	P35580	MYH10	0.2805284603037412	0.6958784021230068
10	3	78	2	1.055	1.0	2.0	1.8957345971563981	0.9227570010675396	0.055944055944055944	310	317	2	1.0	310,317	Q92896	GLG1	0.28295835953894727	0.9227570010675396
5	3	35	2	1.055	1.0	2.0	1.8957345971563981	0.9227570010675396	0.055944055944055944	396	397	2	1.0	396,397	Q9UGP8	SEC63	0.28295835953894727	0.9227570010675396
5	4	133	2	1.056	1.0	2.0	1.8939393939393938	0.9213901653036335	0.055944055944055944	1804	1806	2	1.0	1804,1806	Q8WWQ0	PHIP	0.28295835953894727	0.9213901653036335
5	3	20	2	1.057	1.0	2.0	1.892147587511826	0.9200246232794042	0.055944055944055944	441	443	2	1.0	441,443	P98082	DAB2	0.28295835953894727	0.9200246232794042
5	3	6	3	1.749	1.0	3.0	1.7152658662092624	0.7784322114615906	0.055944055944055944	13	16	3	1.0	13,15,16	A1L429	GAGE12E	0.28295835953894727	0.7784322114615906
50	3	36	3	1.609	1.0	3.0	1.8645121193287757	0.898798174659797	0.056943056943056944	29	64	6	0.5	29,56,64	Q9NYP3	DONSON	0.2859739729766255	0.898798174659797
100	3	41	3	1.705	1.0	3.0	1.7595307917888563	0.8151907614717084	0.056943056943056944	410	495	11	0.2727272727272727	410,466,495	Q16891	IMMT	0.2859739729766255	0.8151907614717084
10	10	41	3	1.782	1.0	3.0	1.6835016835016834	0.7514651638613211	0.056943056943056944	393	402	3	1.0	393,400,402	P78344	EIF4G2	0.2859739729766255	0.7514651638613211
50	3	8	3	1.827	1.0	3.0	1.6420361247947455	0.7154858667557547	0.056943056943056944	99	135	3	1.0	99,100,135	P60174	TPI1	0.2859739729766255	0.8468432119385796
75	6	36	4	2.491	2.0	4.0	1.6057808109193095	0.6832749784212504	0.056943056943056944	285	337	6	0.6666666666666666	285,295,329,337	Q8N3J3	HROB	0.2859739729766255	0.6832749784212504
5	4	38	2	1.057	1.0	2.0	1.892147587511826	0.9200246232794042	0.057942057942057944	709	712	2	1.0	709,712	Q6P996	PDXDC1	0.28920113278637005	0.9200246232794042
10	3	73	2	1.057	1.0	2.0	1.892147587511826	0.9200246232794042	0.057942057942057944	668	674	2	1.0	668,674	Q7Z478	DHX29	0.28920113278637005	0.9200246232794042
15	3	9	3	1.657	1.0	3.0	1.8105009052504526	0.8563888981617913	0.057942057942057944	25	37	3	1.0	25,30,37	P78417	GSTO1	0.28920113278637005	0.8563888981617913
10	3	59	2	1.058	1.0	2.0	1.8903591682419658	0.9186603725480612	0.058941058941058944	506	513	2	1.0	506,513	P46379	BAG6	0.2920062928785127	0.9186603725480612
30	4	21	3	1.723	1.0	3.0	1.7411491584445733	0.8000397991582949	0.058941058941058944	369	393	3	1.0	369,388,393	Q9NWB1	RBFOX1	0.2920062928785127	0.8000397991582949
10	3	56	2	1.059	1.0	2.0	1.8885741265344667	0.9172974106697507	0.059940059940059943	422	432	2	1.0	422,432	Q504Q3	PAN2	0.29426062269623204	0.9172974106697507
10	3	89	2	1.059	1.0	2.0	1.8885741265344667	0.9172974106697507	0.059940059940059943	1135	1141	2	1.0	1135,1141	Q6ZMY3	SPOCD1	0.29426062269623204	0.9172974106697507
10	3	60	2	1.06	1.0	2.0	1.8867924528301885	0.9159357352115254	0.059940059940059943	83	89	2	1.0	83,89	P35609	ACTN2	0.29426062269623204	0.9159357352115254
100	11	67	5	3.302	2.0	5.0	1.5142337976983646	0.5985879746361914	0.059940059940059943	182	274	7	0.7142857142857143	182,206,227,246,274	P53621	COPA	0.29426062269623204	0.6248215204103877
5	5	91	2	1.06	1.0	2.0	1.8867924528301885	0.9159357352115254	0.060939060939060936	10	14	2	1.0	10,14	Q14690	PDCD11	0.29698315412601123	0.9159357352115254
75	16	105	6	3.838	3.0	6.0	1.563314226159458	0.6446077891878629	0.060939060939060936	384	444	15	0.4	384,397,398,410,442,444	O14654	IRS4	0.29698315412601123	0.6446077891878629
15	4	217	2	1.061	1.0	2.0	1.885014137606032	0.9145753437473223	0.061938061938061936	2492	2504	3	0.6666666666666666	2492,2504	Q02388	COL7A1	0.2990294872997805	0.9145753437473223
75	3	29	3	1.735	1.0	3.0	1.7291066282420748	0.7900268379176199	0.061938061938061936	108	182	6	0.5	108,110,182	Q5TDH0	DDI2	0.2990294872997805	0.8730271437422346
5	7	16	3	1.785	1.0	3.0	1.680672268907563	0.7490384264667812	0.061938061938061936	197	201	3	1.0	197,199,201	Q96DH6	MSI2	0.2990294872997805	0.7490384264667812
50	11	63	4	2.441	2.0	4.0	1.6386726751331422	0.7125277048809332	0.061938061938061936	1047	1096	4	1.0	1047,1058,1067,1096	Q14686	NCOA6	0.2990294872997805	0.7125277048809332
5	5	42	2	1.063	1.0	2.0	1.8814675446848543	0.9118584031309824	0.06293706293706294	79	80	2	1.0	79,80	Q13200	PSMD2	0.301800352454637	0.9118584031309824
30	7	50	4	2.46	2.0	4.0	1.6260162601626016	0.7013416844354848	0.06293706293706294	324	353	7	0.5714285714285714	324,335,346,353	Q86X51	EZHIP	0.301800352454637	0.7013416844354848
75	4	28	4	2.495	2.0	4.0	1.6032064128256511	0.680960184437464	0.06293706293706294	11	66	10	0.4	11,13,33,66	Q9BY77	POLDIP3	0.301800352454637	0.8520421186128986
75	7	47	4	2.502	2.0	4.0	1.598721023181455	0.6769182104962674	0.06293706293706294	301	374	5	0.8	301,310,366,374	P17858	PFKL	0.301800352454637	0.6769182104962674
100	4	32	4	2.531	2.0	4.0	1.5804030027657052	0.6602924925514029	0.06293706293706294	216	302	6	0.6666666666666666	216,262,267,302	Q13761	RUNX3	0.301800352454637	0.7624362816823242
50	5	67	3	1.723	1.0	3.0	1.7411491584445733	0.8000397991582949	0.06493506493506493	613	645	3	1.0	613,644,645	Q16513	PKN2	0.30659282529606713	0.837789963685693
10	3	82	2	1.065	1.0	2.0	1.8779342723004695	0.9091465695488865	0.06593406593406594	1181	1191	2	1.0	1181,1191	Q8TEW8	PARD3B	0.30950867314503683	0.9091465695488865
5	7	142	2	1.066	1.0	2.0	1.8761726078799248	0.907792561902911	0.06593406593406594	49	50	2	1.0	49,50	P49327	FASN	0.30950867314503683	0.907792561902911
100	5	99	3	1.743	1.0	3.0	1.7211703958691909	0.783389931257558	0.06593406593406594	1160	1245	5	0.6	1160,1219,1245	P42694	HELZ	0.30950867314503683	0.783389931257558
100	4	23	4	2.632	2.0	4.0	1.519756838905775	0.6038405109268454	0.06593406593406594	153	253	7	0.5714285714285714	153,162,174,253	Q8NBJ7	SUMF2	0.30950867314503683	0.6788415477240562
5	14	33	4	2.654	2.0	4.0	1.5071590052750565	0.5918316292918937	0.06593406593406594	217	222	4	1.0	217,218,221,222	Q9BX40	LSM14B	0.30950867314503683	0.5918316292918937
15	3	69	2	1.066	1.0	2.0	1.8761726078799248	0.907792561902911	0.06693306693306693	926	940	2	1.0	926,940	Q9BXT6	MOV10L1	0.31277648719030865	0.907792561902911
5	5	90	2	1.067	1.0	2.0	1.8744142455482662	0.9064398238376621	0.06693306693306693	1552	1553	2	1.0	1552,1553	Q7LBC6	KDM3B	0.31277648719030865	0.9064398238376621
5	3	63	2	1.067	1.0	2.0	1.8744142455482662	0.9064398238376621	0.06693306693306693	12	16	2	1.0	12,16	Q9BW71	HIRIP3	0.31277648719030865	0.9064398238376621
30	5	39	3	1.746	1.0	3.0	1.718213058419244	0.7809089417538033	0.06693306693306693	161	191	4	0.75	161,177,191	P85037	FOXK1	0.31277648719030865	0.7809089417538033
5	3	26	2	1.067	1.0	2.0	1.8744142455482662	0.9064398238376621	0.06793206793206794	52	57	2	1.0	52,57	Q9H000	MKRN2	0.3153691425044102	0.9064398238376621
10	3	41	2	1.067	1.0	2.0	1.8744142455482662	0.9064398238376621	0.06793206793206794	535	542	2	1.0	535,542	Q9H1B7	IRF2BPL	0.3153691425044102	0.9064398238376621
5	3	37	2	1.068	1.0	2.0	1.8726591760299625	0.905088352974533	0.06793206793206794	552	555	2	1.0	552,555	Q96BN6	FAM149B1	0.3153691425044102	0.905088352974533
5	5	86	2	1.068	1.0	2.0	1.8726591760299625	0.905088352974533	0.06893106893106893	1584	1589	2	1.0	1584,1589	Q8TEM1	NUP210	0.31792811329961146	0.905088352974533
5	4	69	2	1.068	1.0	2.0	1.8726591760299625	0.905088352974533	0.06893106893106893	619	620	2	1.0	619,620	Q96CW5	TUBGCP3	0.31792811329961146	0.905088352974533
5	3	13	2	1.068	1.0	2.0	1.8726591760299625	0.905088352974533	0.06893106893106893	119	122	2	1.0	119,122	P32929	CTH	0.31792811329961146	0.905088352974533
15	3	104	2	1.068	1.0	2.0	1.8726591760299625	0.905088352974533	0.06893106893106893	513	526	4	0.5	513,526	Q14524	SCN5A	0.31792811329961146	0.905088352974533
100	6	18	5	3.483	2.0	5.0	1.4355440712029859	0.5215976219627266	0.06893106893106893	96	188	7	0.7142857142857143	96,122,132,187,188	P62136	PPP1CC	0.31792811329961146	0.6060347243397574
10	4	128	2	1.069	1.0	2.0	1.8709073900841908	0.9037381469415965	0.06993006993006994	2474	2480	2	1.0	2474,2480	P46100	ATRX	0.3205833714308291	0.9037381469415965
5	3	56	2	1.069	1.0	2.0	1.8709073900841908	0.9037381469415965	0.06993006993006994	774	777	2	1.0	774,777	Q96PV7	FAM193B	0.3205833714308291	0.9037381469415965
15	3	8	3	1.919	1.0	3.0	1.563314226159458	0.6446077891878629	0.06993006993006994	81	94	3	1.0	81,88,94	Q96A08	H2BC1	0.3205833714308291	0.6446077891878629
10	3	53	2	1.07	1.0	2.0	1.8691588785046729	0.9023892033735778	0.07092907092907093	60	68	2	1.0	60,68	P57740	NUP107	0.3225597460985772	0.9023892033735778
5	3	29	2	1.07	1.0	2.0	1.8691588785046729	0.9023892033735778	0.07092907092907093	345	350	2	1.0	345,350	Q9ULX3	NOB1	0.3225597460985772	0.9023892033735778
20	3	11	3	1.661	1.0	3.0	1.8061408789885611	0.8529104274208671	0.07092907092907093	97	117	5	0.6	97,99,117	P84077	ARF1	0.3225597460985772	0.8529104274208671
30	6	47	3	1.737	1.0	3.0	1.7271157167530224	0.7883647466728504	0.07092907092907093	674	696	3	1.0	674,694,696	Q8TB72	PUM2	0.3225597460985772	0.7883647466728504
100	3	63	3	1.779	1.0	3.0	1.6863406408094437	0.7538959901160835	0.07092907092907093	168	262	4	0.75	168,254,262	Q9BRK4	LZTS2	0.3225597460985772	0.8756718649977983
50	3	23	3	1.741	1.0	3.0	1.723147616312464	0.785046297732142	0.07192807192807193	255	286	4	0.75	255,281,286	O15552	FFAR2	0.3252798157256756	0.7871194336556152
30	4	8	4	2.641	2.0	4.0	1.5145778114350625	0.5989156984949942	0.07192807192807193	73	100	5	0.8	73,87,93,100	Q99880	H2BC13	0.3252798157256756	0.5989156984949942
20	4	141	2	1.073	1.0	2.0	1.8639328984156571	0.8983499239055652	0.07292707292707293	327	344	3	0.6666666666666666	327,344	Q8IVF2	AHNAK2	0.3279697341455061	0.8983499239055652
100	5	39	5	3.32	2.0	5.0	1.5060240963855422	0.5907448533151624	0.07292707292707293	2	96	20	0.25	2,50,61,69,96	Q9UBB5	MBD2	0.3279697341455061	0.5907448533151624
5	5	32	2	1.073	1.0	2.0	1.8639328984156571	0.8983499239055652	0.07392607392607392	88	89	2	1.0	88,89	Q14974	KPNB1	0.33023995273307105	0.8983499239055652
5	4	53	2	1.073	1.0	2.0	1.8639328984156571	0.8983499239055652	0.07392607392607392	631	632	2	1.0	631,632	Q14527	HLTF	0.33023995273307105	0.8983499239055652
15	3	107	2	1.073	1.0	2.0	1.8639328984156571	0.8983499239055652	0.07392607392607392	1877	1889	2	1.0	1877,1889	Q92794	KAT6A	0.33023995273307105	0.8983499239055652
5	3	41	2	1.073	1.0	2.0	1.8639328984156571	0.8983499239055652	0.07392607392607392	253	255	2	1.0	253,255	Q96B70	LENG9	0.33023995273307105	0.8983499239055652
100	4	30	4	2.625	2.0	4.0	1.5238095238095237	0.6076825772212396	0.07392607392607392	59	155	10	0.4	59,86,135,155	P01889	HLA-B	0.33023995273307105	0.6076825772212396
5	4	46	2	1.074	1.0	2.0	1.8621973929236497	0.8970060066766743	0.07492507492507493	288	289	2	1.0	288,289	Q8TAQ2	SMARCC2	0.33209085101398794	0.8970060066766743
10	3	45	2	1.074	1.0	2.0	1.8621973929236497	0.8970060066766743	0.07492507492507493	147	154	2	1.0	147,154	Q9NW13	RBM28	0.33209085101398794	0.8970060066766743
20	7	89	3	1.774	1.0	3.0	1.6910935738444193	0.7579564910821792	0.07492507492507493	419	436	4	0.75	419,424,436	P53814	SMTN	0.33209085101398794	0.7579564910821792
10	12	62	3	1.911	1.0	3.0	1.5698587127158556	0.6506347224057867	0.07492507492507493	524	532	3	1.0	524,527,532	P33993	MCM7	0.33209085101398794	0.6506347224057867
10	4	106	2	1.075	1.0	2.0	1.8604651162790697	0.8956633401852644	0.07592407592407592	1538	1547	2	1.0	1538,1547	Q9UPS6	SETD1B	0.3344309819687873	0.8956633401852644
50	3	16	3	1.767	1.0	3.0	1.697792869269949	0.7636604608316264	0.07592407592407592	15	48	5	0.6	15,17,48	Q5BJH7	YIF1B	0.3344309819687873	0.8352137218566603
30	11	14	8	6.485	5.0	8.0	1.233616037008481	0.3028934255230251	0.07592407592407592	46	70	8	1.0	46,52,54,57,62,65,67,70	Q9BTL3	RAMAC	0.3344309819687873	0.34111935990719955
50	4	21	3	1.768	1.0	3.0	1.6968325791855203	0.7628442259918117	0.07692307692307693	379	418	6	0.5	379,380,418	Q9H8H0	NOL11	0.3362239914760115	0.7628442259918117
5	3	23	2	1.077	1.0	2.0	1.8570102135561746	0.8929817501178795	0.07792207792207792	22	24	2	1.0	22,24	P42575	CASP2	0.33863611522372045	0.8929817501178795
10	3	73	2	1.077	1.0	2.0	1.8570102135561746	0.8929817501178795	0.07792207792207792	13	19	2	1.0	13,19	Q6P1N0	CC2D1A	0.33863611522372045	0.8929817501178795
5	3	20	2	1.077	1.0	2.0	1.8570102135561746	0.8929817501178795	0.07792207792207792	343	346	2	1.0	343,346	Q8IVD9	NUDCD3	0.33863611522372045	0.8929817501178795
5	4	48	2	1.078	1.0	2.0	1.8552875695732838	0.8916428219095816	0.07892107892107893	596	600	2	1.0	596,600	Q9H6R0	DHX33	0.34024419603167233	0.8916428219095816
30	3	21	3	1.779	1.0	3.0	1.6863406408094437	0.7538959901160835	0.07892107892107893	8	31	4	0.75	8,15,31	Q02543	RPL18A	0.34024419603167233	0.7538959901160835
100	9	93	4	2.582	2.0	4.0	1.549186676994578	0.6315109993548964	0.07892107892107893	170	266	4	1.0	170,188,243,266	Q6W2J9	BCOR	0.34024419603167233	0.6815385348324168
50	10	19	5	3.458	2.0	5.0	1.4459224985540775	0.5319902259071676	0.07892107892107893	6	53	5	1.0	6,19,40,51,53	O95429	BAG4	0.34024419603167233	0.5319902259071676
20	20	30	6	4.549	4.0	6.0	1.3189712024620794	0.3994130660915888	0.07892107892107893	166	185	6	1.0	166,170,174,175,183,185	Q15056	EIF4H	0.34024419603167233	0.3994130660915888
5	3	41	2	1.08	1.0	2.0	1.8518518518518516	0.888968687611256	0.07992007992007992	351	353	2	1.0	351,353	P35240	NF2	0.3427301275545896	0.888968687611256
75	14	58	6	4.305	3.0	6.0	1.3937282229965158	0.478949263099037	0.07992007992007992	700	753	11	0.5454545454545454	700,708,732,733,741,753	P55072	VCP	0.3427301275545896	0.4839848529963352
5	3	31	2	1.08	1.0	2.0	1.8518518518518516	0.888968687611256	0.08091908091908091	159	161	2	1.0	159,161	Q9UBR4	LHX3	0.34531959400479306	0.888968687611256
20	12	202	3	1.813	1.0	3.0	1.6547159404302263	0.7265835756390854	0.08091908091908091	1314	1332	3	1.0	1314,1318,1332	Q6ZRS2	SRCAP	0.34531959400479306	0.7265835756390854
10	4	48	2	1.081	1.0	2.0	1.8501387604070305	0.8876334769274368	0.08191808191808192	379	389	2	1.0	379,389	P53396	ACLY	0.3476239860251814	0.8876334769274368
100	6	25	5	3.437	2.0	5.0	1.4547570555717195	0.5407782431771522	0.08191808191808192	8	98	11	0.45454545454545453	8,53,76,79,98	Q00587	CDC42EP1	0.3476239860251814	0.5542732966500158
5	3	32	2	1.082	1.0	2.0	1.8484288354898335	0.8862995008352716	0.08291708291708291	29	33	2	1.0	29,33	Q6NUQ4	TMEM214	0.3496429331618641	0.8862995008352716
30	4	20	3	1.819	1.0	3.0	1.6492578339747115	0.7218169577317569	0.08291708291708291	392	415	3	1.0	392,409,415	Q15084	PDIA6	0.3496429331618641	0.7218169577317569
10	4	67	2	1.084	1.0	2.0	1.8450184501845017	0.8836352433082154	0.08491508491508491	622	629	2	1.0	622,629	P18206	VCL	0.3545150182415893	0.8836352433082154
5	6	48	2	1.085	1.0	2.0	1.8433179723502304	0.8823049573302454	0.08591408591408592	1126	1127	2	1.0	1126,1127	Q9P2J5	LARS	0.3559387366827192	0.8823049573302454
5	3	17	2	1.085	1.0	2.0	1.8433179723502304	0.8823049573302454	0.08591408591408592	60	62	2	1.0	60,62	Q8IWD4	CCDC117	0.3559387366827192	0.8823049573302454
10	3	48	2	1.086	1.0	2.0	1.8416206261510129	0.8809758968577255	0.08591408591408592	310	319	2	1.0	310,319	Q01813	PFKP	0.3559387366827192	0.8809758968577255
10	5	15	3	1.859	1.0	3.0	1.6137708445400754	0.6904357304637617	0.08591408591408592	35	45	3	1.0	35,36,45	Q9H773	DCTPP1	0.3559387366827192	0.6904357304637617
75	8	117	3	1.881	1.0	3.0	1.594896331738437	0.6734626518600482	0.08591408591408592	890	945	3	1.0	890,907,945	P49792	RANBP2	0.3559387366827192	0.6734626518600482
5	5	59	2	1.086	1.0	2.0	1.8416206261510129	0.8809758968577255	0.08691308691308691	814	818	2	1.0	814,818	Q86XP3	DDX42	0.35837846364162157	0.8809758968577255
5	3	18	2	1.086	1.0	2.0	1.8416206261510129	0.8809758968577255	0.08691308691308691	357	362	2	1.0	357,362	Q9Y265	RUVBL1	0.35837846364162157	0.8809758968577255
15	3	60	2	1.087	1.0	2.0	1.8399264029438822	0.8796480596347779	0.08791208791208792	876	890	3	0.6666666666666666	876,890	Q9UNY4	TTF2	0.3602746459889317	0.8796480596347779
10	3	70	2	1.088	1.0	2.0	1.838235294117647	0.8783214434117476	0.08791208791208792	650	657	3	0.6666666666666666	650,657	Q5C9Z4	NOM1	0.3602746459889317	0.8783214434117476
50	16	32	9	7.272	6.0	9.0	1.2376237623762376	0.3075728019102923	0.08791208791208792	23	73	12	0.75	23,31,38,50,56,58,63,71,73	Q86V81	ALYREF	0.3602746459889317	0.34739878240348065
5	5	28	2	1.088	1.0	2.0	1.838235294117647	0.8783214434117476	0.08891108891108891	97	101	2	1.0	97,101	P11021	HSPA5	0.3620179104050072	0.8783214434117476
20	4	163	2	1.089	1.0	2.0	1.8365472910927456	0.8769960459451801	0.0899100899100899	958	976	2	1.0	958,976	P25054	APC	0.36425771090535713	0.8769960459451801
5	3	5	3	1.791	1.0	3.0	1.6750418760469012	0.744197163397282	0.0899100899100899	117	122	3	1.0	117,119,122	P24534	EEF1B2	0.36425771090535713	0.744197163397282
5	6	148	2	1.09	1.0	2.0	1.8348623853211008	0.8756718649977983	0.09090909090909091	781	783	2	1.0	781,783	Q9Y4F5	KIAA0284	0.3663452546035022	0.8756718649977983
15	4	162	2	1.09	1.0	2.0	1.8348623853211008	0.8756718649977983	0.09090909090909091	154	165	2	1.0	154,165	Q6KC79	NIPBL	0.3663452546035022	0.8756718649977983
5	3	12	2	1.091	1.0	2.0	1.8331805682859763	0.87434889833848	0.0919080919080919	244	245	2	1.0	244,245	Q00169	PITPNA	0.36802112233906376	0.87434889833848
5	3	28	2	1.093	1.0	2.0	1.8298261665141813	0.8717065989901825	0.0919080919080919	181	182	2	1.0	181,182	Q9BQ67	GRWD1	0.36802112233906376	0.8717065989901825
20	4	81	2	1.093	1.0	2.0	1.8298261665141813	0.8717065989901825	0.09290709290709291	352	368	2	1.0	352,368	Q9H1A4	ANAPC1	0.36980538732465856	0.8717065989901825
100	7	67	4	2.64	2.0	4.0	1.5151515151515151	0.5994620704162712	0.09290709290709291	831	918	7	0.5714285714285714	831,881,906,918	Q15020	SART3	0.36980538732465856	0.5994620704162712
5	4	63	2	1.093	1.0	2.0	1.8298261665141813	0.8717065989901825	0.0939060939060939	5	9	2	1.0	5,9	Q14137	BOP1	0.3724766853258473	0.8717065989901825
15	3	80	2	1.094	1.0	2.0	1.8281535648994514	0.8703872618695303	0.09490509490509491	360	372	2	1.0	360,372	Q8TF61	FBXO41	0.3738286678647289	0.8703872618695303
5	3	30	2	1.095	1.0	2.0	1.8264840182648403	0.8690691301735514	0.09490509490509491	469	472	2	1.0	469,472	Q8N5S9	CAMKK1	0.3738286678647289	0.8690691301735514
10	3	35	2	1.095	1.0	2.0	1.8264840182648403	0.8690691301735514	0.09490509490509491	419	427	2	1.0	419,427	Q9UJX5	ANAPC4	0.3738286678647289	0.8690691301735514
50	6	119	3	1.824	1.0	3.0	1.644736842105263	0.7178567712185014	0.09490509490509491	404	448	5	0.6	404,406,448	Q86US8	SMG6	0.3738286678647289	0.8390798118188967
50	8	82	3	1.916	1.0	3.0	1.5657620041753655	0.6468649396470632	0.09490509490509491	1204	1245	3	1.0	1204,1226,1245	Q00610	CLTC	0.3738286678647289	0.6468649396470632
75	6	27	4	2.699	2.0	4.0	1.4820303816228233	0.5675750231952355	0.0959040959040959	44	118	5	0.8	44,87,93,118	P31948	STIP1	0.37567949292087227	0.5675750231952355
50	12	42	5	3.454	2.0	5.0	1.4475969889982627	0.5336600120205249	0.0959040959040959	240	286	5	1.0	240,249,264,277,286	Q8WXI9	GATAD2B	0.37567949292087227	0.5336600120205249
5	6	29	2	1.097	1.0	2.0	1.8231540565177757	0.8664364742588941	0.0979020979020979	69	73	2	1.0	69,73	P34932	HSPA4	0.38009837052899254	0.8664364742588941
30	3	97	2	1.097	1.0	2.0	1.8231540565177757	0.8664364742588941	0.0979020979020979	880	907	6	0.3333333333333333	880,907	Q9ULH0	KIDINS220	0.38009837052899254	0.8664364742588941
10	11	33	4	2.6	2.0	4.0	1.5384615384615383	0.6214883767462701	0.0979020979020979	332	340	4	1.0	332,336,338,340	O14979	HNRNPDL	0.38009837052899254	0.6214883767462701
100	11	51	7	5.225	4.0	7.0	1.3397129186602872	0.42192388486408383	0.0979020979020979	104	198	9	0.7777777777777778	104,116,150,170,173,197,198	Q6SPF0	SAMD1	0.38009837052899254	0.5007281168309118
5	3	8	2	1.098	1.0	2.0	1.8214936247723132	0.8651219456568884	0.0989010989010989	82	85	2	1.0	82,85	P61326	MAGOH	0.3824086056897493	0.8651219456568884
10	3	44	2	1.099	1.0	2.0	1.8198362147406735	0.863808613712856	0.0989010989010989	5	14	2	1.0	5,14	Q9H089	LSG1	0.3824086056897493	0.863808613712856
75	3	24	3	1.834	1.0	3.0	1.6357688113413305	0.7099688617881889	0.1008991008991009	7	67	6	0.5	7,59,67	Q9BT25	HAUS8	0.38841537994367537	0.7661119398257228
75	3	31	3	1.903	1.0	3.0	1.5764582238570677	0.6566869391092213	0.1008991008991009	131	185	6	0.5	131,169,185	Q96JY6	PDLIM2	0.38841537994367537	0.6838542577066435
50	3	9	3	1.982	1.0	3.0	1.513622603430878	0.5980055381967551	0.1008991008991009	165	204	3	1.0	165,195,204	O00299	CLIC1	0.38841537994367537	0.6192705514964515
50	4	10	4	2.775	2.0	4.0	1.4414414414414416	0.5275122285372565	0.1008991008991009	110	157	5	0.8	110,127,150,157	P32119	PRDX2	0.38841537994367537	0.5275122285372565
5	5	42	2	1.101	1.0	2.0	1.8165304268846503	0.861185531097718	0.1018981018981019	638	639	2	1.0	638,639	P08133	ANXA6	0.38909661766804626	0.861185531097718
5	4	26	2	1.101	1.0	2.0	1.8165304268846503	0.861185531097718	0.1018981018981019	266	268	2	1.0	266,268	Q9BTV4	TMEM43	0.38909661766804626	0.861185531097718
5	3	11	2	1.101	1.0	2.0	1.8165304268846503	0.861185531097718	0.1018981018981019	106	109	2	1.0	106,109	Q9NP79	VTA1	0.38909661766804626	0.861185531097718
5	5	104	2	1.102	1.0	2.0	1.8148820326678765	0.8598757760909294	0.1018981018981019	151	154	2	1.0	151,154	Q5TGY3	AHDC1	0.38909661766804626	0.8598757760909294
15	7	20	3	1.958	1.0	3.0	1.5321756894790604	0.6155817357795483	0.1018981018981019	307	318	3	1.0	307,317,318	Q96DI7	SNRNP40	0.38909661766804626	0.6155817357795483
