term_id	term_name	primary_family	audit_status	assignment_method	secondary_rule_matches	override_reason	genes_in_reviewed_universe
C0858617	Posterior subcapsular cataract	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	65
C0858618	Dyschromatopsia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	19
C0858681	Vitiligo vulgaris	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0858684	Facial telangiectasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0858699	Skin keratosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0858727	Joint swelling inflammatory	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	1
C0858734	Insulin hypoglycemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0858762	Neuro-Behcet disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0858774	Hypomnesia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0858853	Impulsive aggression	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	14
C0858854	Unrest	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0858864	Spot pigmented	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0858866	Rosacea-like dermatitis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	1
C0858867	Reticulocytopenia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	16
C0858906	Infection pyogenic	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0858924	General discomfort	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0858925	Deafness labyrinthine	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0858959	Finger spasticity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0858992	Pain after application	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0859021	Hyperthymic state	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0859023	Talkativeness	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0859055	Oedema vascular	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0859242	Renal function disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0859389	DDS syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0859886	Inherited hearing loss	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0859918	Non-seminoma testicular cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C0859920	Hair Follicle Neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0859974	Neonatal intestinal obstruction	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0859976	Idiopathic achalasia of esophagus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	15
C0860006	Hypotonic dehydration	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860016	Fulminant Wilson's disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0860023	Acute fulminant hepatitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0860026	Leishmania mexicana disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0860027	Leishmania infantum disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0860029	Vaginal Yeast Infections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860040	BCG infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	32
C0860158	Leydig Cell Hypoplasia	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	3
C0860159	Partial androgen resistance	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860168	Distal colitis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	6
C0860183	Colonic dysfunction	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0860197	Advanced chronic liver disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0860204	Cholestatic liver disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	52
C0860207	Drug-Induced Liver Disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	409
C0860208	Fulminant hepatitis B	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0860218	ABO incompatibility	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0860236	Disseminated leishmaniasis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0860439	Mottled pigmentation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0860451	Split ends	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0860452	Loss of skin elasticity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860471	Dairy intolerance	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860472	Adolescent antisocial behaviour	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0860475	Lactose intolerant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860515	Freezing of gait	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860549	Refeeding Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0860564	Retinoic acid syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	28
C0860580	Medullary carcinoma of breast	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	15
C0860581	Mucinous breast cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2
C0860594	Malignant melanoma, metastatic	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	29
C0860602	Anxious personality	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860603	Anxiety symptoms	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	103
C0860609	Inappropriate crying	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0860628	Loss of memory ability	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0860634	Psychogenic coma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0860659	Aloof	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	76
C0861152	Bilateral optic neuritis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0861154	Allergic rhinoconjunctivitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0861155	Rhinoconjunctivitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	14
C0861156	Visual phenomena	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0861199	Lymphoplasmacytoid immunocytoma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0861352	Lobular Neoplasia	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	46
C0861353	Noninvasive ductal carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	6
C0861461	Stage IV Colon Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0861471	Adenocarcinoma of the cardia	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0861727	Pancreatic adenocarcinoma metastatic	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	28
C0861748	Pancreatic adenocarcinoma resectable	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	8
C0861772	Stage IV Rectal Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	4
C0861830	Periampullary carcinoma NOS	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	0
C0861876	Recurrent Hepatocellular Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	10
C0861927	B-immunoblastic lymphoma (Kiel Classification)	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2
C0861999	Centrocytic (mantle cell) lymphoma (Kiel classification)	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0862030	Precursor B-lymphoblastic lymphoma/leukemia	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	24
C0862039	Precursor B-lymphoblastic lymphoma stage II	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0862196	Mycosis fungoides/Sezary syndrome NOS	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	32
C0862312	Epithelioid mesothelioma, malignant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	32
C0862448	Stage IV Renal Cell Cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	4
C0862490	Endometrioid adenocarcinoma metastatic	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2
C0862506	Borderline ovarian tumour	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	51
C0862636	Adenocarcinoma of the prostate metastatic	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	11
C0862719	Stage IV Laryngeal Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0862793	Adenocarcinoma of lung stage IIIB	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0862802	Recurrent lung cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C0862847	Stage III Lung Cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0862878	Dedifferentiated chondrosarcoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	15
C0862882	Multiple trichoepitheliomas	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0862889	Superficial basal cell carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C0862953	Cholangiocarcinoma non-resectable	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0863029	Localized Ewing Sarcoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	4
C0863093	Cold symptoms	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0863094	Recurrent respiratory tract infections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0863106	Afebrile seizure	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0863129	AGEP	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C0863183	Larynx carcinoma recurrent	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	4
C0863188	Stage III Carcinoma of Stomach	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0863194	Hepatoma resectable	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0864632	dmac	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0864813	Sporothrix schenckii Infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865171	parathyroiditis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0865181	Female Virilization	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865214	Autosomal recessive agammaglobulinemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0865236	Acute intravascular hemolysis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865245	progressive anemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	0
C0865262	Thrombopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865274	High-oxygen-affinity hemoglobin	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865275	Polycythemia due to fall in plasma volume	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865276	Polycythemia due to high altitude	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865304	Schizophreniform psychosis NOS	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865424	Adult attention deficit hyperactivity disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	20
C0865440	(non-specific) purulent meningitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0865474	Parkinsonism or Parkinson's disease NOS	Parkinsonism	included	precedence_rule		Primary assignment is the first matching family in precedence order (Parkinsonism).	1
C0865475	Idiopathic Parkinsonism or Parkinson's disease	Parkinsonism	included	precedence_rule		Primary assignment is the first matching family in precedence order (Parkinsonism).	1
C0865476	Primary Parkinsonism or Parkinson's disease	Parkinsonism	included	precedence_rule		Primary assignment is the first matching family in precedence order (Parkinsonism).	1
C0865573	Mitral disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0865681	Chronic myocarditis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0865800	asthma with copd	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	27
C0865998	Segmental Ileitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0866036	Postoperative peritoneal adhesions	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0866188	Renal thrombosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0866588	lupus erythematodes	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	5
C0867389	Chronic graft-versus-host disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	228
C0867390	postoperative stroke	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0868847	Hereditary disturbances in tooth structure, not elsewhere classified in ICD10CM	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0868848	Hereditary disturbances in tooth structure, NEC in ICD9CM_2014	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0868908	Pancolitis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	29
C0869081	Congenital malformations of palate, not elsewhere classified in ICD10CM	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0869083	Other specified congenital malformation syndromes, not elsewhere classified in ICD10CM	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	14
C0869147	Neonatal hyperthyroidism	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0869220	Adverse effects, not elsewhere classified	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	53
C0869474	Dyscalculia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	20
C0869523	Carditis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0869532	Beta thalassemia minor	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0870082	Hyperkeratosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	167
C0870953	neuroinfections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0871007	snake phobia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0871099	positive and negative symptoms	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C0871189	Psychotic symptom	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	83
C0871215	Reading Disabilities	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	20
C0871388	social stress	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	43
C0871456	Subcortical lesions	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0871470	Systolic Pressure	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	760
C0871610	winter depression	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C0871976	facial features	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0872084	Sarcopenia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	157
C0872218	MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	4
C0872410	Posturing	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0876973	Infectious Lung Disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	176
C0876991	Histiocytosis haematophagic	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	36
C0876994	Cardiotoxicity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0877008	Enzyme inhibition disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	161
C0877009	Muscle fibrosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	30
C0877015	Pelvic Organ Prolapse	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	112
C0877016	Heparin-induced thrombocytopenia type II	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877017	Generalized tonic-clonic seizures with focal onset	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	23
C0877018	Pituitary enlargement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877024	Schimke immunoosseous dysplasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	20
C0877046	Tooth Infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877048	Oral fungal infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877055	Acute Generalized Exanthematous Pustulosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0877056	Hypoglycemic seizures	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	19
C0877058	Lymphocytic dermatitis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	1
C0877061	Epiduritis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877104	Retinal toxicity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0877113	Painful scar	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877121	AIDS related complication	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0877138	Osteopenia periarticular	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877148	Pharyngotonsillitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877153	Neutropenic sepsis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877165	Short phalanx of finger	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	41
C0877172	Hematoma, Epidural, Spinal	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877173	Food aversion	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0877203	Respiratory tract infection viral	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0877208	Peripartum cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	2
C0877221	Decreased erythroid precursor production	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0877243	Increased serum serotonin	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0877264	Infantile asthma	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	1
C0877267	Peritonsillitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877306	Iris hyperpigmentation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877313	Neonatal neuroblastoma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	0
C0877389	Gonarthrosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877400	Vertebral lesion	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877430	Asthma chronic	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	35
C0877438	Non-ischemic cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	12
C0877441	Sigmoid polyp	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0877445	Candidemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	38
C0877456	Heyde's syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0877521	Chronic synovitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0877550	Carcinomatous ascites	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2
C0877564	Lymphohistiocytosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0877578	Treatment related secondary malignancy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0877603	Anteroseptal infarction	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877611	Cervical Melanoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0877635	Cytomegalovirus viremia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C0877664	Gastrointestinal cramps	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0877781	Hemicrania	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0877792	Sleep Disorders, Circadian Rhythm	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0877848	Distorted hearing	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0877849	Askin's tumor	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	6
C0877854	Cerebral Arteriosclerosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0877855	Cerebral Embolism and Thrombosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0878486	Arteriolosclerosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0878500	Intraepithelial Neoplasia	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	174
C0878515	Internal hydrocephalus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0878520	beta Thalassemia, heterozygous	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0878521	Beta thalassemia trait	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	31
C0878544	Cardiomyopathies	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	869
C0878552	Coronary artery ectasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	24
C0878555	Diffuse panbronchiolitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	26
C0878565	Electrocardiogram J wave	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0878575	Peripheral demyelination	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	27
C0878576	Posterior Leukoencephalopathy Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0878585	Sister Mary Joseph's Nodule	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0878624	lung cavity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0878627	Mucosal neuromas	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0878631	pathergy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0878638	Abnormality of the tongue	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	25
C0878649	Gastric hyperplastic polyp	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0878659	Disproportionate short stature	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	85
C0878660	Proportionate short stature	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	19
C0878666	Analbuminemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0878672	Increased urinary urate	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0878675	Erdheim-Chester Disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	29
C0878676	6-pyruvoyl-tetrahydropterin synthase deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0878677	Glycogen Storage Disease Type IIb	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0878681	Dent's disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	23
C0878682	Ceruloplasmin deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0878683	Pituitary Dwarfism Type 3	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0878684	SHORT syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	10
C0878693	Conjunctivochalasis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C0878773	Overactive Bladder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	62
C0878787	Growth failure	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	81
C0879257	Hereditary Papillary Renal Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C0879615	Stromal Neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	81
C0883409	Cardiac troponin I measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C0886477	Childhood Malignant Testicular Germ Cell Tumor	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	0
C0887799	Posterior Choroidal Artery Infarction	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0887800	Psychogenic Inversion of Circadian Rhythm	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0887833	Carcinoma, Pancreatic Ductal	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	77
C0887850	Polycystic Kidney, Type 1 Autosomal Dominant Disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C0887866	Monckeberg Medial Calcific Sclerosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0887898	Experimental Lung Inflammation	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	54
C0887900	Upper Aerodigestive Tract Neoplasms	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	24
C0887976	Chlamydophila Infections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0917713	Becker Muscular Dystrophy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	80
C0917715	Hajdu-Cheney Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	8
C0917730	Female sterility	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	28
C0917731	Male sterility	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	48
C0917796	Optic Atrophy, Hereditary, Leber	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	94
