canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q6ZVF9	Other / unclassified	Other / unclassified	GPRIN3	GRIN3_HUMAN	G protein-regulated inducer of neurite outgrowth 3; ; G protein-regulated inducer of neurite outgrowth 3 (GRIN3)	Name: GPRIN3; Synonyms: KIAA2027;			q6zvf9 gprin3 grin3_human g protein-regulated inducer of neurite outgrowth 3; ; g protein-regulated inducer of neurite outgrowth 3 (grin3) name: gprin3; synonyms: kiaa2027;  	False
Q6ZVH7	Other / unclassified	Other / unclassified	ESPNL	ESPNL_HUMAN	Espin-like protein				q6zvh7 espnl espnl_human espin-like protein   	False
Q6ZVM7	Other / unclassified	Other / unclassified	TOM1L2	TM1L2_HUMAN	TOM1-like protein 2; ; TOM1-like protein 2 (Target of Myb-like protein 2)	Name: TOM1L2;			q6zvm7 tom1l2 tm1l2_human tom1-like protein 2; ; tom1-like protein 2 (target of myb-like protein 2) name: tom1l2;  	False
Q6ZVS7	Other / unclassified	Other / unclassified	CFAP144P1	F183B_HUMAN	Protein CFAP144P1 (Testis highly expressed protein 6)				q6zvs7 cfap144p1 f183b_human protein cfap144p1 (testis highly expressed protein 6)   	False
Q6ZVT0	Other / unclassified	Other / unclassified	TTLL10	TTL10_HUMAN	Inactive polyglycylase TTLL10 (Tubulin--tyrosine ligase-like protein 10)				q6zvt0 ttll10 ttl10_human inactive polyglycylase ttll10 (tubulin--tyrosine ligase-like protein 10)   	False
Q6ZVZ8	Other / unclassified	Other / unclassified	ASB18	ASB18_HUMAN	Ankyrin repeat and SOCS box protein 18 (ASB-18)				q6zvz8 asb18 asb18_human ankyrin repeat and socs box protein 18 (asb-18)   	False
Q6ZW76	Other / unclassified	Other / unclassified	ANKS3	ANKS3_HUMAN	Ankyrin repeat and SAM domain-containing protein 3				q6zw76 anks3 anks3_human ankyrin repeat and sam domain-containing protein 3   	False
Q6ZWB6	Other / unclassified	Other / unclassified	KCTD8	KCTD8_HUMAN	BTB/POZ domain-containing protein KCTD8				q6zwb6 kctd8 kctd8_human btb/poz domain-containing protein kctd8   	False
Q6ZWE6	Other / unclassified	Other / unclassified	PLEKHM3	PKHM3_HUMAN	Pleckstrin homology domain-containing family M member 3 (PH domain-containing family M member 3) (Differentiation associated protein)				q6zwe6 plekhm3 pkhm3_human pleckstrin homology domain-containing family m member 3 (ph domain-containing family m member 3) (differentiation associated protein)   	False
Q6ZWI9	Other / unclassified	Other / unclassified	RFPL4B	RFPLB_HUMAN	Ret finger protein-like 4B (RING finger protein 211)				q6zwi9 rfpl4b rfplb_human ret finger protein-like 4b (ring finger protein 211)   	False
Q6ZWL3	Other / unclassified	Other / unclassified	CYP4V2	CP4V2_HUMAN	Cytochrome P450 4V2 (Docosahexaenoic acid omega-hydroxylase CYP4V2) (EC 1.14.14.79) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)				q6zwl3 cyp4v2 cp4v2_human cytochrome p450 4v2 (docosahexaenoic acid omega-hydroxylase cyp4v2) (ec 1.14.14.79) (long-chain fatty acid omega-monooxygenase) (ec 1.14.14.80)   	False
Q70J99	Other / unclassified	Other / unclassified	UNC13D	UN13D_HUMAN	Protein unc-13 homolog D; ; Protein unc-13 homolog D (Munc13-4)	Name: UNC13D;	C2 domain ; C2 domain superfamily ; Munc13 homology 1 ; MUN domain ; Mammalian uncoordinated homology 13, domain 2 IPR000008 ; IPR035892 ; IPR014770 ; IPR010439 ; IPR014772 domain ; homologous_superfamily		q70j99 unc13d un13d_human protein unc-13 homolog d; ; protein unc-13 homolog d (munc13-4) name: unc13d; c2 domain ; c2 domain superfamily ; munc13 homology 1 ; mun domain ; mammalian uncoordinated homology 13, domain 2 ipr000008 ; ipr035892 ; ipr014770 ; ipr010439 ; ipr014772 domain ; homologous_superfamily 	True
Q70SY1	Other / unclassified	Other / unclassified	CREB3L2	CR3L2_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 2; ; Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2]	Name: CREB3L2; Synonyms: BBF2H7;			q70sy1 creb3l2 cr3l2_human cyclic amp-responsive element-binding protein 3-like protein 2; ; cyclic amp-responsive element-binding protein 3-like protein 2 (camp-responsive element-binding protein 3-like protein 2) (bbf2 human homolog on chromosome 7) [cleaved into: processed cyclic amp-responsive element-binding protein 3-like protein 2] name: creb3l2; synonyms: bbf2h7;  	False
Q70Z35	Other / unclassified	Other / unclassified	PREX2	PREX2_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein; ; Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein (P-Rex2) (PtdIns(3,4,5)-dependent Rac exchanger 2) (DEP domain-containing protein 2)	Name: PREX2; Synonyms: DEPDC2;			q70z35 prex2 prex2_human phosphatidylinositol 3,4,5-trisphosphate-dependent rac exchanger 2 protein; ; phosphatidylinositol 3,4,5-trisphosphate-dependent rac exchanger 2 protein (p-rex2) (ptdins(3,4,5)-dependent rac exchanger 2) (dep domain-containing protein 2) name: prex2; synonyms: depdc2;  	False
Q717R9	Other / unclassified	Other / unclassified	CYS1	CYS1_HUMAN	Cystin-1; ; Cystin-1 (Cilia-associated protein)	Name: CYS1;			q717r9 cys1 cys1_human cystin-1; ; cystin-1 (cilia-associated protein) name: cys1;  	False
Q71RH2	Other / unclassified	Other / unclassified	TLCD3B	TLC3B_HUMAN	Ceramide synthase (EC 2.3.1.-) (Protein FAM57B) (TLC domain-containing protein 3B)				q71rh2 tlcd3b tlc3b_human ceramide synthase (ec 2.3.1.-) (protein fam57b) (tlc domain-containing protein 3b)   	False
Q71RS6	Other / unclassified	Other / unclassified	SLC24A5	NCKX5_HUMAN	Sodium/potassium/calcium exchanger 5 precursor; ; Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Solute carrier family 24 member 5)	Name: SLC24A5; Synonyms: JSX; NCKX5;			q71rs6 slc24a5 nckx5_human sodium/potassium/calcium exchanger 5 precursor; ; sodium/potassium/calcium exchanger 5 (na(+)/k(+)/ca(2+)-exchange protein 5) (solute carrier family 24 member 5) name: slc24a5; synonyms: jsx; nckx5;  	False
Q71U36	Other / unclassified	Other / unclassified	TUBA1A	TBA1A_HUMAN	Tubulin alpha-1A chain; ; Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	Name: TUBA1A; Synonyms: TUBA3;			q71u36 tuba1a tba1a_human tubulin alpha-1a chain; ; tubulin alpha-1a chain (ec 3.6.5.-) (alpha-tubulin 3) (tubulin b-alpha-1) (tubulin alpha-3 chain) [cleaved into: detyrosinated tubulin alpha-1a chain] name: tuba1a; synonyms: tuba3;  	False
Q71UI9	Chromatin / transcription	Other / unclassified	H2AZ2	H2AV_HUMAN	Histone H2A.V (H2A.F/Z) (H2A.Z variant histone 2)		Histone-fold ; Core Histone H2A/H2B/H3 domain ; Histone H2A, histone fold ; Histone H2A, C-terminal domain IPR009072 ; IPR007125 ; IPR061508 ; IPR032454 homologous_superfamily ; domain		q71ui9 h2az2 h2av_human histone h2a.v (h2a.f/z) (h2a.z variant histone 2)  histone-fold ; core histone h2a/h2b/h3 domain ; histone h2a, histone fold ; histone h2a, c-terminal domain ipr009072 ; ipr007125 ; ipr061508 ; ipr032454 homologous_superfamily ; domain 	True
Q75T13	Other / unclassified	Other / unclassified	PGAP1	PGAP1_HUMAN	GPI inositol-deacylase; ; GPI inositol-deacylase (EC 3.1.-.-) (Post-GPI attachment to proteins factor 1) (hPGAP1)	Name: PGAP1; ORFNames: UNQ3024/PRO9822;			q75t13 pgap1 pgap1_human gpi inositol-deacylase; ; gpi inositol-deacylase (ec 3.1.-.-) (post-gpi attachment to proteins factor 1) (hpgap1) name: pgap1; orfnames: unq3024/pro9822;  	False
Q75VX8	Other / unclassified	Other / unclassified	GAREM2	GARE2_HUMAN	GRB2-associated and regulator of MAPK protein 2; ; GRB2-associated and regulator of MAPK protein 2 (GRB2-associated and regulator of MAPK1-like)	Name: GAREM2; Synonyms: FAM59B, GAREML, KIAA2038; ORFNames: HRIHFB2063;			q75vx8 garem2 gare2_human grb2-associated and regulator of mapk protein 2; ; grb2-associated and regulator of mapk protein 2 (grb2-associated and regulator of mapk1-like) name: garem2; synonyms: fam59b, gareml, kiaa2038; orfnames: hrihfb2063;  	False
Q765I0	Other / unclassified	Other / unclassified	UTS2B	UTS2B_HUMAN	Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein)				q765i0 uts2b uts2b_human urotensin-2b (urotensin ii-related peptide) (urotensin iib) (u-iib) (uiib) (urotensin-2 domain-containing protein)   	False
Q76B58	RNA-binding / RNP	Other / unclassified	BRINP3	BRNP3_HUMAN	BMP/retinoic acid-inducible neural-specific protein 3 (DBCCR1-like protein 1)				q76b58 brinp3 brnp3_human bmp/retinoic acid-inducible neural-specific protein 3 (dbccr1-like protein 1)   	False
Q76G19	Other / unclassified	Other / unclassified	PDZD4	PDZD4_HUMAN	PDZ domain-containing protein 4; ; PDZ domain-containing protein 4 (PDZ domain-containing RING finger protein 4-like protein)	Name: PDZD4; Synonyms: KIAA1444, PDZK4, PDZRN4L;			q76g19 pdzd4 pdzd4_human pdz domain-containing protein 4; ; pdz domain-containing protein 4 (pdz domain-containing ring finger protein 4-like protein) name: pdzd4; synonyms: kiaa1444, pdzk4, pdzrn4l;  	False
Q7KYR7	Membrane / receptor / extracellular	Other / unclassified	BTN2A1	BT2A1_HUMAN	Butyrophilin subfamily 2 member A1 precursor; ; Butyrophilin subfamily 2 member A1	Name: BTN2A1; Synonyms: BT2.1, BTF1;	Immunoglobulin-like domain ; Immunoglobulin-like fold ; Immunoglobulin-like domain superfamily ; Immunoglobulin domain subtype ; Immunoglobulin V-set domain ; Butyrophilin subfamily 3 member A2-like, Ig-C domain ; B30.2/SPRY domain ; B30.2/SPRY domain superfamily ; Concanavalin A-like lectin/glucanase domain superfamily ; Butyrophylin-like, SPRY domain ; SPRY-associated ; Butyrophilin subfamily 1/2, SPRY/PRY domain ; SPRY domain IPR007110 ; IPR013783 ; IPR036179 ; IPR003599 ; IPR013106 ; IPR053896 ; IPR001870 ; IPR043136 ; IPR013320 ; IPR003879 ; IPR006574 ; IPR037958 ; IPR003877 domain ; homologous_superfamily		q7kyr7 btn2a1 bt2a1_human butyrophilin subfamily 2 member a1 precursor; ; butyrophilin subfamily 2 member a1 name: btn2a1; synonyms: bt2.1, btf1; immunoglobulin-like domain ; immunoglobulin-like fold ; immunoglobulin-like domain superfamily ; immunoglobulin domain subtype ; immunoglobulin v-set domain ; butyrophilin subfamily 3 member a2-like, ig-c domain ; b30.2/spry domain ; b30.2/spry domain superfamily ; concanavalin a-like lectin/glucanase domain superfamily ; butyrophylin-like, spry domain ; spry-associated ; butyrophilin subfamily 1/2, spry/pry domain ; spry domain ipr007110 ; ipr013783 ; ipr036179 ; ipr003599 ; ipr013106 ; ipr053896 ; ipr001870 ; ipr043136 ; ipr013320 ; ipr003879 ; ipr006574 ; ipr037958 ; ipr003877 domain ; homologous_superfamily 	True
Q7L0R7	Other / unclassified	Other / unclassified	RNF44	RNF44_HUMAN	RING finger protein 44; ; RING finger protein 44	Name: RNF44; Synonyms: KIAA1100;			q7l0r7 rnf44 rnf44_human ring finger protein 44; ; ring finger protein 44 name: rnf44; synonyms: kiaa1100;  	False
Q7L0X0	Other / unclassified	Other / unclassified	TRIL	TRIL_HUMAN	TLR4 interactor with leucine rich repeats precursor; ; TLR4 interactor with leucine rich repeats (Leucine-rich repeat-containing protein KIAA0644)	Name: TRIL; Synonyms: KIAA0644;			q7l0x0 tril tril_human tlr4 interactor with leucine rich repeats precursor; ; tlr4 interactor with leucine rich repeats (leucine-rich repeat-containing protein kiaa0644) name: tril; synonyms: kiaa0644;  	False
Q7L0X2	Other / unclassified	Other / unclassified	ERICH6	ERIP6_HUMAN	Glutamate-rich protein 6 (Protein FAM194A)				q7l0x2 erich6 erip6_human glutamate-rich protein 6 (protein fam194a)   	False
Q7L190	Other / unclassified	Other / unclassified	DPPA4	DPPA4_HUMAN	Developmental pluripotency-associated protein 4; ; Developmental pluripotency-associated protein 4	Name: DPPA4;			q7l190 dppa4 dppa4_human developmental pluripotency-associated protein 4; ; developmental pluripotency-associated protein 4 name: dppa4;  	False
Q7L1T6	Other / unclassified	Other / unclassified	CYB5R4	NB5R4_HUMAN	Cytochrome b5 reductase 4; ; Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R)	Name: CYB5R4; Synonyms: NCB5OR;			q7l1t6 cyb5r4 nb5r4_human cytochrome b5 reductase 4; ; cytochrome b5 reductase 4 (ec 1.6.2.2) (flavohemoprotein b5/b5r) (b5+b5r) (n-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5r) name: cyb5r4; synonyms: ncb5or;  	False
Q7L273	Other / unclassified	Other / unclassified	KCTD9	KCTD9_HUMAN	BTB/POZ domain-containing protein KCTD9; ; BTB/POZ domain-containing protein KCTD9	Name: KCTD9;			q7l273 kctd9 kctd9_human btb/poz domain-containing protein kctd9; ; btb/poz domain-containing protein kctd9 name: kctd9;  	False
Q7L311	Other / unclassified	Other / unclassified	ARMCX2	ARMX2_HUMAN	Armadillo repeat-containing X-linked protein 2 (ARM protein lost in epithelial cancers on chromosome X 2) (Protein ALEX2)				q7l311 armcx2 armx2_human armadillo repeat-containing x-linked protein 2 (arm protein lost in epithelial cancers on chromosome x 2) (protein alex2)   	False
Q7L4S7	Other / unclassified	Other / unclassified	ARMCX6	ARMX6_HUMAN	Protein ARMCX6; ; Protein ARMCX6	Name: ARMCX6;			q7l4s7 armcx6 armx6_human protein armcx6; ; protein armcx6 name: armcx6;  	False
Q7L590	DNA repair / genome maintenance	Other / unclassified	MCM10	MCM10_HUMAN	Protein MCM10 homolog; ; Protein MCM10 homolog (HsMCM10)	Name: MCM10; ORFNames: PRO2249;	Nucleic acid-binding, OB-fold ; MCM10, OB-fold ; Zinc finger, Mcm10/DnaG-type ; Replication factor Mcm10, C-terminal ; Mcm10, C-terminal zinc binding motif IPR012340 ; IPR055065 ; IPR015408 ; IPR015411 ; IPR056791 homologous_superfamily ; domain		q7l590 mcm10 mcm10_human protein mcm10 homolog; ; protein mcm10 homolog (hsmcm10) name: mcm10; orfnames: pro2249; nucleic acid-binding, ob-fold ; mcm10, ob-fold ; zinc finger, mcm10/dnag-type ; replication factor mcm10, c-terminal ; mcm10, c-terminal zinc binding motif ipr012340 ; ipr055065 ; ipr015408 ; ipr015411 ; ipr056791 homologous_superfamily ; domain 	True
Q7L5A3	Other / unclassified	Other / unclassified	ATOSB	ATOSB_HUMAN	Atos homolog protein B				q7l5a3 atosb atosb_human atos homolog protein b   	False
Q7L5A8	Other / unclassified	Other / unclassified	FA2H	FA2H_HUMAN	Fatty acid 2-hydroxylase (EC 1.14.18.-) (Fatty acid alpha-hydroxylase) (Fatty acid hydroxylase domain-containing protein 1)				q7l5a8 fa2h fa2h_human fatty acid 2-hydroxylase (ec 1.14.18.-) (fatty acid alpha-hydroxylase) (fatty acid hydroxylase domain-containing protein 1)   	False
Q7L5L3	Signaling / enzymes	Other / unclassified	GDPD3	GDPD3_HUMAN	Lysophospholipase D GDPD3 (EC 3.1.4.-) (Glycerophosphodiester phosphodiesterase 7) (Glycerophosphodiester phosphodiesterase domain-containing protein 3)				q7l5l3 gdpd3 gdpd3_human lysophospholipase d gdpd3 (ec 3.1.4.-) (glycerophosphodiester phosphodiesterase 7) (glycerophosphodiester phosphodiesterase domain-containing protein 3)   	False
Q7L5Y6	Other / unclassified	Other / unclassified	DET1	DET1_HUMAN	DET1 homolog (De-etiolated-1 homolog)				q7l5y6 det1 det1_human det1 homolog (de-etiolated-1 homolog)   	False
Q7L7L0	Chromatin / transcription	Other / unclassified	H2AC25 ; HIST3H2A ; H2AW	H2A3_HUMAN	Histone H2A type 3; ; Histone H2A type 3 (H2A-clustered histone 25)	Name: H2AC25; Synonyms: H2AW; HIST3H2A;	Histone-fold ; Core Histone H2A/H2B/H3 domain ; Histone H2A, histone fold ; Histone H2A, C-terminal domain IPR009072 ; IPR007125 ; IPR061508 ; IPR032454 homologous_superfamily ; domain		q7l7l0 h2ac25 ; hist3h2a ; h2aw h2a3_human histone h2a type 3; ; histone h2a type 3 (h2a-clustered histone 25) name: h2ac25; synonyms: h2aw; hist3h2a; histone-fold ; core histone h2a/h2b/h3 domain ; histone h2a, histone fold ; histone h2a, c-terminal domain ipr009072 ; ipr007125 ; ipr061508 ; ipr032454 homologous_superfamily ; domain 	True
Q7L8A9	Other / unclassified	Other / unclassified	VASH1	VASH1_HUMAN	Tubulinyl-Tyr carboxypeptidase 1 (EC 3.4.17.17) (Tubulin carboxypeptidase 1) (Tyrosine carboxypeptidase 1) (TTCP 1) (Vasohibin-1)				q7l8a9 vash1 vash1_human tubulinyl-tyr carboxypeptidase 1 (ec 3.4.17.17) (tubulin carboxypeptidase 1) (tyrosine carboxypeptidase 1) (ttcp 1) (vasohibin-1)   	False
Q7L8C5	Other / unclassified	Other / unclassified	SYT13	SYT13_HUMAN	Synaptotagmin-13; ; Synaptotagmin-13 (Synaptotagmin XIII) (SytXIII)	Name: SYT13; Synonyms: KIAA1427;			q7l8c5 syt13 syt13_human synaptotagmin-13; ; synaptotagmin-13 (synaptotagmin xiii) (sytxiii) name: syt13; synonyms: kiaa1427;  	False
Q7L8J4	Other / unclassified	Other / unclassified	SH3BP5L	3BP5L_HUMAN	SH3 domain-binding protein 5-like; ; SH3 domain-binding protein 5-like (SH3BP-5-like)	Name: SH3BP5L; Synonyms: KIAA1720; ORFNames: UNQ2766/PRO7133;			q7l8j4 sh3bp5l 3bp5l_human sh3 domain-binding protein 5-like; ; sh3 domain-binding protein 5-like (sh3bp-5-like) name: sh3bp5l; synonyms: kiaa1720; orfnames: unq2766/pro7133;  	False
Q7L8S5	Other / unclassified	Other / unclassified	OTUD6A	OTU6A_HUMAN	OTU domain-containing protein 6A; ; OTU domain-containing protein 6A (EC 3.4.19.12) (DUBA-2)	Name: OTUD6A; Synonyms: DUBA2;			q7l8s5 otud6a otu6a_human otu domain-containing protein 6a; ; otu domain-containing protein 6a (ec 3.4.19.12) (duba-2) name: otud6a; synonyms: duba2;  	False
Q7M4L6	Other / unclassified	Other / unclassified	SHF	SHF_HUMAN	SH2 domain-containing adapter protein F				q7m4l6 shf shf_human sh2 domain-containing adapter protein f   	False
Q7RTR0	Other / unclassified	Other / unclassified	NLRP9	NLRP9_HUMAN	NACHT, LRR and PYD domains-containing protein 9 (Nucleotide-binding oligomerization domain protein 6) (PYRIN and NACHT-containing protein 12)				q7rtr0 nlrp9 nlrp9_human nacht, lrr and pyd domains-containing protein 9 (nucleotide-binding oligomerization domain protein 6) (pyrin and nacht-containing protein 12)   	False
Q7RTR2	Other / unclassified	Other / unclassified	NLRC3	NLRC3_HUMAN	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)				q7rtr2 nlrc3 nlrc3_human nlr family card domain-containing protein 3 (card15-like protein) (caterpiller protein 16.2) (clr16.2) (nacht, lrr and card domains-containing protein 3) (nucleotide-binding oligomerization domain protein 3)   	False
Q7RTS1	Chromatin / transcription	Other / unclassified	BHLHA15	BHA15_HUMAN	Class A basic helix-loop-helix protein 15 (bHLHa15) (Class B basic helix-loop-helix protein 8) (bHLHb8) (Muscle, intestine and stomach expression 1) (MIST-1)				q7rts1 bhlha15 bha15_human class a basic helix-loop-helix protein 15 (bhlha15) (class b basic helix-loop-helix protein 8) (bhlhb8) (muscle, intestine and stomach expression 1) (mist-1)   	False
Q7RTS9	Other / unclassified	Other / unclassified	DYM	DYM_HUMAN	Dymeclin; ; Dymeclin (Dyggve-Melchior-Clausen syndrome protein)	Name: DYM;			q7rts9 dym dym_human dymeclin; ; dymeclin (dyggve-melchior-clausen syndrome protein) name: dym;  	False
Q7RTT5	Other / unclassified	Other / unclassified	SSX7	SSX7_HUMAN	Protein SSX7				q7rtt5 ssx7 ssx7_human protein ssx7   	False
Q7RTU4	Chromatin / transcription	Other / unclassified	BHLHA9	BHA09_HUMAN	Class A basic helix-loop-helix protein 9 (bHLHa9) (Class F basic helix-loop-helix factor 42) (bHLHf42)				q7rtu4 bhlha9 bha09_human class a basic helix-loop-helix protein 9 (bhlha9) (class f basic helix-loop-helix factor 42) (bhlhf42)   	False
Q7RTU5	Chromatin / transcription	Other / unclassified	ASCL5	ASCL5_HUMAN	Achaete-scute homolog 5 (ASH-5) (hASH5) (Class A basic helix-loop-helix protein 47) (bHLHa47)				q7rtu5 ascl5 ascl5_human achaete-scute homolog 5 (ash-5) (hash5) (class a basic helix-loop-helix protein 47) (bhlha47)   	False
Q7RTU9	Other / unclassified	Other / unclassified	STRC	STRC_HUMAN	Stereocilin precursor; ; Stereocilin	Name: STRC;			q7rtu9 strc strc_human stereocilin precursor; ; stereocilin name: strc;  	False
Q7RTW8	Other / unclassified	Other / unclassified	OTOA	OTOAN_HUMAN	Otoancorin precursor; ; Otoancorin	Name: OTOA;			q7rtw8 otoa otoan_human otoancorin precursor; ; otoancorin name: otoa;  	False
Q7RTY5	Signaling / enzymes	Other / unclassified	PRSS48	PRS48_HUMAN	Serine protease 48 (EC 3.4.21.-) (Epidermis-specific serine protease-like protein)				q7rty5 prss48 prs48_human serine protease 48 (ec 3.4.21.-) (epidermis-specific serine protease-like protein)   	False
Q7RTY7	Other / unclassified	Other / unclassified	OVCH1	OVCH1_HUMAN	Ovochymase-1 precursor; ; Ovochymase-1 (EC 3.4.21.-)	Name: OVCH1;			q7rty7 ovch1 ovch1_human ovochymase-1 precursor; ; ovochymase-1 (ec 3.4.21.-) name: ovch1;  	False
Q7RTY9	Signaling / enzymes	Other / unclassified	PRSS41	PRS41_HUMAN	Serine protease 41 precursor; ; Serine protease 41 (EC 3.4.21.-) (Testis serine protease 1) (TESSP-1)	Name: PRSS41; Synonyms: TESSP1;			q7rty9 prss41 prs41_human serine protease 41 precursor; ; serine protease 41 (ec 3.4.21.-) (testis serine protease 1) (tessp-1) name: prss41; synonyms: tessp1;  	False
Q7RTZ1	Other / unclassified	Other / unclassified	OVCH2	OVCH2_HUMAN	Ovochymase-2 (EC 3.4.21.-) (Oviductin)				q7rtz1 ovch2 ovch2_human ovochymase-2 (ec 3.4.21.-) (oviductin)   	False
Q7Z2K8	Other / unclassified	Other / unclassified	GPRIN1	GRIN1_HUMAN	G protein-regulated inducer of neurite outgrowth 1; ; G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	Name: GPRIN1; Synonyms: KIAA1893;	G protein-regulated inducer of neurite outgrowth, C-terminal IPR032745 domain		q7z2k8 gprin1 grin1_human g protein-regulated inducer of neurite outgrowth 1; ; g protein-regulated inducer of neurite outgrowth 1 (grin1) name: gprin1; synonyms: kiaa1893; g protein-regulated inducer of neurite outgrowth, c-terminal ipr032745 domain 	True
Q7Z2Q7	Other / unclassified	Other / unclassified	LRRC70	LRR70_HUMAN	Leucine-rich repeat-containing protein 70 precursor; ; Leucine-rich repeat-containing protein 70 (Synleurin)	Name: LRRC70; ORFNames: UNQ1891/PRO4337;			q7z2q7 lrrc70 lrr70_human leucine-rich repeat-containing protein 70 precursor; ; leucine-rich repeat-containing protein 70 (synleurin) name: lrrc70; orfnames: unq1891/pro4337;  	False
Q7Z2X7	Other / unclassified	Other / unclassified	PAGE2	PAGE2_HUMAN	P antigen family member 2 (PAGE-2) (G antigen family C 2) (Prostate-associated gene 2 protein)				q7z2x7 page2 page2_human p antigen family member 2 (page-2) (g antigen family c 2) (prostate-associated gene 2 protein)   	False
Q7Z304	Other / unclassified	Other / unclassified	MAMDC2	MAMC2_HUMAN	MAM domain-containing protein 2 (MAM domain-containing proteoglycan) (Mamcan)		MAM domain ; Concanavalin A-like lectin/glucanase domain superfamily IPR000998 ; IPR013320 domain ; homologous_superfamily		q7z304 mamdc2 mamc2_human mam domain-containing protein 2 (mam domain-containing proteoglycan) (mamcan)  mam domain ; concanavalin a-like lectin/glucanase domain superfamily ipr000998 ; ipr013320 domain ; homologous_superfamily 	True
Q7Z309	Other / unclassified	Other / unclassified	PABIR2	PBIR2_HUMAN	PABIR family member 2; ; PABIR family member 2	Name: PABIR2; Synonyms: FAM122B;	PABIR, helical domain IPR060392 domain		q7z309 pabir2 pbir2_human pabir family member 2; ; pabir family member 2 name: pabir2; synonyms: fam122b; pabir, helical domain ipr060392 domain 	True
Q7Z3B1	Other / unclassified	Other / unclassified	NEGR1	NEGR1_HUMAN	Neuronal growth regulator 1 (IgLON family member 4)				q7z3b1 negr1 negr1_human neuronal growth regulator 1 (iglon family member 4)   	False
Q7Z3E5	Other / unclassified	Other / unclassified	ARMC9	ARMC9_HUMAN	LisH domain-containing protein ARMC9; ; LisH domain-containing protein ARMC9 (Armadillo repeat-containing protein 9) (Melanoma/melanocyte-specific tumor antigen KU-MEL-1) (NS21)	Name: ARMC9; Synonyms: KIAA1868;			q7z3e5 armc9 armc9_human lish domain-containing protein armc9; ; lish domain-containing protein armc9 (armadillo repeat-containing protein 9) (melanoma/melanocyte-specific tumor antigen ku-mel-1) (ns21) name: armc9; synonyms: kiaa1868;  	False
Q7Z3G6	Other / unclassified	Other / unclassified	PRICKLE2	PRIC2_HUMAN	Prickle-like protein 2 precursor; ; Prickle-like protein 2	Name: PRICKLE2;			q7z3g6 prickle2 pric2_human prickle-like protein 2 precursor; ; prickle-like protein 2 name: prickle2;  	False
Q7Z3H4	Other / unclassified	Other / unclassified	SAMD7	SAMD7_HUMAN	Sterile alpha motif domain-containing protein 7; ; Sterile alpha motif domain-containing protein 7 (SAM domain-containing protein 7)	Name: SAMD7;			q7z3h4 samd7 samd7_human sterile alpha motif domain-containing protein 7; ; sterile alpha motif domain-containing protein 7 (sam domain-containing protein 7) name: samd7;  	False
Q7Z3K6	Other / unclassified	Other / unclassified	MIER3	MIER3_HUMAN	Mesoderm induction early response protein 3; ; Mesoderm induction early response protein 3 (Mi-er3)	Name: MIER3;			q7z3k6 mier3 mier3_human mesoderm induction early response protein 3; ; mesoderm induction early response protein 3 (mi-er3) name: mier3;  	False
Q7Z3S9	Other / unclassified	Other / unclassified	NOTCH2NLA	NT2NA_HUMAN	Notch homolog 2 N-terminal-like protein A; ; Notch homolog 2 N-terminal-like protein A (Notch homolog 2 N-terminal-like protein)	Name: NOTCH2NLA; Synonyms: N2N; NOTCH2NL;			q7z3s9 notch2nla nt2na_human notch homolog 2 n-terminal-like protein a; ; notch homolog 2 n-terminal-like protein a (notch homolog 2 n-terminal-like protein) name: notch2nla; synonyms: n2n; notch2nl;  	False
Q7Z3U7	Other / unclassified	Other / unclassified	MON2	MON2_HUMAN	Protein MON2 homolog; ; Protein MON2 homolog (Protein SF21)	Name: MON2; Synonyms: KIAA1040, SF21;			q7z3u7 mon2 mon2_human protein mon2 homolog; ; protein mon2 homolog (protein sf21) name: mon2; synonyms: kiaa1040, sf21;  	False
