canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
P60602	Mitochondrial / metabolism;Poorly characterized / specialized	Mitochondrial / metabolic enzymes;Poorly characterized / specialized	ROMO1	ROMO1_HUMAN	Reactive oxygen species modulator 1; ; Reactive oxygen species modulator 1 (ROS modulator 1) (Epididymis tissue protein Li 175) (Glyrichin) (Mitochondrial targeting GxxxG motif protein) (MTGM) (Protein MGR2 homolog)	Name: ROMO1; Synonyms: C20orf52;			p60602 romo1 romo1_human reactive oxygen species modulator 1; ; reactive oxygen species modulator 1 (ros modulator 1) (epididymis tissue protein li 175) (glyrichin) (mitochondrial targeting gxxxg motif protein) (mtgm) (protein mgr2 homolog) name: romo1; synonyms: c20orf52;  	True
P60604	Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Proteostasis / chaperone / proteasome;Signaling / enzymes	UBE2G2	UB2G2_HUMAN	Ubiquitin-conjugating enzyme E2 G2; ; Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2)	Name: UBE2G2; Synonyms: UBC7;			p60604 ube2g2 ub2g2_human ubiquitin-conjugating enzyme e2 g2; ; ubiquitin-conjugating enzyme e2 g2 (ec 2.3.2.23) (e2 ubiquitin-conjugating enzyme g2) (ubiquitin carrier protein g2) (ubiquitin-protein ligase g2) name: ube2g2; synonyms: ubc7;  	False
P60606	Other / unclassified	Other / unclassified	CTXN1	CTXN1_HUMAN	Cortexin-1				p60606 ctxn1 ctxn1_human cortexin-1   	False
P60608	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVFC1-1	EFC2_HUMAN	Endogenous retrovirus group FC1 member 1 Env polyprotein (Envelope polyprotein) (Fc2deltaenv) (HERV-F(c)2_7q36.2 provirus ancestral Env polyprotein) [Includes: Surface protein (SU); Truncated transmembrane protein (TM)]				p60608 ervfc1-1 efc2_human endogenous retrovirus group fc1 member 1 env polyprotein (envelope polyprotein) (fc2deltaenv) (herv-f(c)2_7q36.2 provirus ancestral env polyprotein) [includes: surface protein (su); truncated transmembrane protein (tm)]   	False
P60660	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	MYL6	MYL6_HUMAN	Myosin light polypeptide 6; ; Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)	Name: MYL6;	EF-hand domain pair ; EF-hand domain IPR011992 ; IPR002048 homologous_superfamily ; domain		p60660 myl6 myl6_human myosin light polypeptide 6; ; myosin light polypeptide 6 (17 kda myosin light chain) (lc17) (myosin light chain 3) (mlc-3) (myosin light chain alkali 3) (myosin light chain a3) (smooth muscle and nonmuscle myosin light chain alkali 6) name: myl6; ef-hand domain pair ; ef-hand domain ipr011992 ; ipr002048 homologous_superfamily ; domain 	True
P60673	Other / unclassified	Other / unclassified	PFN3	PROF3_HUMAN	Profilin-3 (Profilin III)				p60673 pfn3 prof3_human profilin-3 (profilin iii)   	False
P60709	Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cytoskeleton / trafficking;Signaling / enzymes	ACTB	ACTB_HUMAN	Actin, cytoplasmic 1; ; Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	Name: ACTB;	ATPase, nucleotide binding domain IPR043129 homologous_superfamily		p60709 actb actb_human actin, cytoplasmic 1; ; actin, cytoplasmic 1 (ec 3.6.4.-) (beta-actin) [cleaved into: actin, cytoplasmic 1, n-terminally processed] name: actb; atpase, nucleotide binding domain ipr043129 homologous_superfamily 	True
P60763	Chromatin / transcription;Signaling / enzymes	DNA-binding transcription factors / developmental regulators;Signaling / enzymes	RAC3	RAC3_HUMAN	Ras-related C3 botulinum toxin substrate 3 precursor; ; Ras-related C3 botulinum toxin substrate 3 (EC 3.6.5.2) (p21-Rac3)	Name: RAC3;	Small GTP-binding domain ; P-loop containing nucleoside triphosphate hydrolase IPR005225 ; IPR027417 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	p60763 rac3 rac3_human ras-related c3 botulinum toxin substrate 3 precursor; ; ras-related c3 botulinum toxin substrate 3 (ec 3.6.5.2) (p21-rac3) name: rac3; small gtp-binding domain ; p-loop containing nucleoside triphosphate hydrolase ipr005225 ; ipr027417 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
P60827	Other / unclassified	Other / unclassified	C1QTNF8	C1QT8_HUMAN	Complement C1q tumor necrosis factor-related protein 8 (C1q/TNF-related protein 8) (CTRP8)				p60827 c1qtnf8 c1qt8_human complement c1q tumor necrosis factor-related protein 8 (c1q/tnf-related protein 8) (ctrp8)   	False
P60842	RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	RNA helicases;Signaling / enzymes;Translation / initiation / elongation	EIF4A1	IF4A1_HUMAN	Eukaryotic initiation factor 4A-I; ; Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)	Name: EIF4A1; Synonyms: DDX2A, EIF4A;	P-loop containing nucleoside triphosphate hydrolase ; RNA helicase, DEAD-box type, Q motif ; ATP-dependent RNA helicase eIF4A, DEAD-box helicase domain ; Helicase superfamily 1/2, ATP-binding domain ; DEAD/DEAH-box helicase domain ; Helicase, C-terminal domain-like IPR027417 ; IPR014014 ; IPR044728 ; IPR014001 ; IPR011545 ; IPR001650 homologous_superfamily ; domain Catalytic enzyme domain; RNA helicase	Catalytic enzyme domain; RNA helicase	p60842 eif4a1 if4a1_human eukaryotic initiation factor 4a-i; ; eukaryotic initiation factor 4a-i (eif-4a-i) (eif4a-i) (ec 3.6.4.13) (atp-dependent rna helicase eif4a-1) name: eif4a1; synonyms: ddx2a, eif4a; p-loop containing nucleoside triphosphate hydrolase ; rna helicase, dead-box type, q motif ; atp-dependent rna helicase eif4a, dead-box helicase domain ; helicase superfamily 1/2, atp-binding domain ; dead/deah-box helicase domain ; helicase, c-terminal domain-like ipr027417 ; ipr014014 ; ipr044728 ; ipr014001 ; ipr011545 ; ipr001650 homologous_superfamily ; domain catalytic enzyme domain; rna helicase catalytic enzyme domain; rna helicase	True
P60852	Membrane / receptor / extracellular	Other / unclassified	ZP1	ZP1_HUMAN	Zona pellucida sperm-binding protein 1 precursor; ; Zona pellucida sperm-binding protein 1 (Zona pellucida glycoprotein 1) (Zp-1) [Cleaved into: Processed zona pellucida sperm-binding protein 1]	Name: ZP1;			p60852 zp1 zp1_human zona pellucida sperm-binding protein 1 precursor; ; zona pellucida sperm-binding protein 1 (zona pellucida glycoprotein 1) (zp-1) [cleaved into: processed zona pellucida sperm-binding protein 1] name: zp1;  	False
P60866	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPS20	RS20_HUMAN	Small ribosomal subunit protein uS10; ; Small ribosomal subunit protein uS10 (40S ribosomal protein S20)	Name: RPS20;	Small ribosomal subunit protein uS10 domain superfamily ; Small ribosomal subunit protein uS10 domain IPR036838 ; IPR027486 homologous_superfamily ; domain Ribosome / RNP structural	Ribosome / RNP structural	p60866 rps20 rs20_human small ribosomal subunit protein us10; ; small ribosomal subunit protein us10 (40s ribosomal protein s20) name: rps20; small ribosomal subunit protein us10 domain superfamily ; small ribosomal subunit protein us10 domain ipr036838 ; ipr027486 homologous_superfamily ; domain ribosome / rnp structural ribosome / rnp structural	True
P60880	Other / unclassified	Other / unclassified	SNAP25	SNP25_HUMAN	Synaptosomal-associated protein 25; ; Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)	Name: SNAP25; Synonyms: SNAP;			p60880 snap25 snp25_human synaptosomal-associated protein 25; ; synaptosomal-associated protein 25 (snap-25) (super protein) (sup) (synaptosomal-associated 25 kda protein) name: snap25; synonyms: snap;  	False
P60891	Signaling / enzymes	Signaling / enzymes	PRPS1 ; PRPS2	PRPS1_HUMAN	Ribose-phosphate pyrophosphokinase 1; ; Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (PPRibP) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	Name: PRPS1;	Ribose-phosphate pyrophosphokinase, N-terminal domain ; Phosphoribosyltransferase-like ; Phosphoribosyltransferase domain IPR029099 ; IPR029057 ; IPR000836 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	p60891 prps1 ; prps2 prps1_human ribose-phosphate pyrophosphokinase 1; ; ribose-phosphate pyrophosphokinase 1 (ec 2.7.6.1) (ppribp) (phosphoribosyl pyrophosphate synthase i) (prs-i) name: prps1; ribose-phosphate pyrophosphokinase, n-terminal domain ; phosphoribosyltransferase-like ; phosphoribosyltransferase domain ipr029099 ; ipr029057 ; ipr000836 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
P60893	Membrane / receptor / extracellular	Membrane / receptor / extracellular	GPR85	GPR85_HUMAN	Probable G-protein coupled receptor 85 (Super conserved receptor expressed in brain 2)				p60893 gpr85 gpr85_human probable g-protein coupled receptor 85 (super conserved receptor expressed in brain 2)   	False
P60896	Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	Poorly characterized / specialized;Proteostasis / chaperone / proteasome	SEM1	SEM1_HUMAN	26S proteasome complex subunit SEM1; ; 26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein)	Name: SEM1; Synonyms: C7orf76, DSS1, SHFDG1, SHFM1;			p60896 sem1 sem1_human 26s proteasome complex subunit sem1; ; 26s proteasome complex subunit sem1 (26s proteasome complex subunit dss1) (deleted in split hand/split foot protein 1) (split hand/foot deleted protein 1) (split hand/foot malformation type 1 protein) name: sem1; synonyms: c7orf76, dss1, shfdg1, shfm1;  	False
P60900	Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Proteostasis / chaperone / proteasome;Signaling / enzymes	PSMA6	PSA6_HUMAN	Proteasome subunit alpha type-6; ; Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain) (Proteasome subunit alpha-1) (alpha-1)	Name: PSMA6; Synonyms: PROS27;	Nucleophile aminohydrolases, N-terminal ; Proteasome alpha-subunit, N-terminal domain IPR029055 ; IPR000426 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	p60900 psma6 psa6_human proteasome subunit alpha type-6; ; proteasome subunit alpha type-6 (27 kda prosomal protein) (pros-27) (p27k) (macropain iota chain) (multicatalytic endopeptidase complex iota chain) (proteasome iota chain) (proteasome subunit alpha-1) (alpha-1) name: psma6; synonyms: pros27; nucleophile aminohydrolases, n-terminal ; proteasome alpha-subunit, n-terminal domain ipr029055 ; ipr000426 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
P60903	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	S100A10	S10AA_HUMAN	Protein S100-A10; ; Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)	Name: S100A10; Synonyms: ANX2LG, CAL1L, CLP11;			p60903 s100a10 s10aa_human protein s100-a10; ; protein s100-a10 (calpactin i light chain) (calpactin-1 light chain) (cellular ligand of annexin ii) (s100 calcium-binding protein a10) (p10 protein) (p11) name: s100a10; synonyms: anx2lg, cal1l, clp11;  	False
P60953	Other / unclassified	Other / unclassified	CDC42	CDC42_HUMAN	Cell division control protein 42 homolog precursor; ; Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)	Name: CDC42;			p60953 cdc42 cdc42_human cell division control protein 42 homolog precursor; ; cell division control protein 42 homolog (ec 3.6.5.2) (g25k gtp-binding protein) name: cdc42;  	False
P60981	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	DSTN	DEST_HUMAN	Destrin; ; Destrin (Actin-depolymerizing factor) (ADF)	Name: DSTN; Synonyms: ACTDP, DSN;			p60981 dstn dest_human destrin; ; destrin (actin-depolymerizing factor) (adf) name: dstn; synonyms: actdp, dsn;  	False
P60983	Other / unclassified	Other / unclassified	GMFB	GMFB_HUMAN	Glia maturation factor beta; ; Glia maturation factor beta (GMF-beta)	Name: GMFB;			p60983 gmfb gmfb_human glia maturation factor beta; ; glia maturation factor beta (gmf-beta) name: gmfb;  	False
P60985	Cytoplasmic / trafficking / cytoskeleton	Adhesion / intermediate filament scaffolds	KRTDAP	KTDAP_HUMAN	Keratinocyte differentiation-associated protein precursor; ; Keratinocyte differentiation-associated protein	Name: KRTDAP; Synonyms: KDAP; ORFNames: UNQ467/PRO826;			p60985 krtdap ktdap_human keratinocyte differentiation-associated protein precursor; ; keratinocyte differentiation-associated protein name: krtdap; synonyms: kdap; orfnames: unq467/pro826;  	False
P61006	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	RAB8A	RAB8A_HUMAN	Ras-related protein Rab-8A precursor; ; Ras-related protein Rab-8A (EC 3.6.5.2) (Oncogene c-mel)	Name: RAB8A; Synonyms: MEL, RAB8;			p61006 rab8a rab8a_human ras-related protein rab-8a precursor; ; ras-related protein rab-8a (ec 3.6.5.2) (oncogene c-mel) name: rab8a; synonyms: mel, rab8;  	False
P61009	Other / unclassified	Other / unclassified	SPCS3	SPCS3_HUMAN	Signal peptidase complex subunit 3; ; Signal peptidase complex subunit 3 (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)	Name: SPCS3; Synonyms: SPC22; ORFNames: UNQ1841/PRO3567;			p61009 spcs3 spcs3_human signal peptidase complex subunit 3; ; signal peptidase complex subunit 3 (microsomal signal peptidase 22/23 kda subunit) (spc22/23) (spase 22/23 kda subunit) name: spcs3; synonyms: spc22; orfnames: unq1841/pro3567;  	False
P61011	Other / unclassified	Other / unclassified	SRP54	SRP54_HUMAN	Signal recognition particle subunit SRP54; ; Signal recognition particle subunit SRP54 (EC 3.6.5.4) (Signal recognition particle 54 kDa protein)	Name: SRP54;			p61011 srp54 srp54_human signal recognition particle subunit srp54; ; signal recognition particle subunit srp54 (ec 3.6.5.4) (signal recognition particle 54 kda protein) name: srp54;  	False
P61018	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	RAB4B	RAB4B_HUMAN	Ras-related protein Rab-4B; ; Ras-related protein Rab-4B (EC 3.6.5.2)	Name: RAB4B; ORFNames: PP1596;			p61018 rab4b rab4b_human ras-related protein rab-4b; ; ras-related protein rab-4b (ec 3.6.5.2) name: rab4b; orfnames: pp1596;  	False
P61019	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	RAB2A	RAB2A_HUMAN	Ras-related protein Rab-2A; ; Ras-related protein Rab-2A (EC 3.6.5.2)	Name: RAB2A; Synonyms: RAB2;			p61019 rab2a rab2a_human ras-related protein rab-2a; ; ras-related protein rab-2a (ec 3.6.5.2) name: rab2a; synonyms: rab2;  	True
P61020	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	RAB5B	RAB5B_HUMAN	Ras-related protein Rab-5B; ; Ras-related protein Rab-5B (EC 3.6.5.2)	Name: RAB5B;			p61020 rab5b rab5b_human ras-related protein rab-5b; ; ras-related protein rab-5b (ec 3.6.5.2) name: rab5b;  	False
P61024	Signaling / enzymes	Signaling / enzymes	CKS1B	CKS1_HUMAN	Cyclin-dependent kinases regulatory subunit 1; ; Cyclin-dependent kinases regulatory subunit 1 (CKS-1)	Name: CKS1B; Synonyms: CKS1; ORFNames: PNAS-143, PNAS-16;			p61024 cks1b cks1_human cyclin-dependent kinases regulatory subunit 1; ; cyclin-dependent kinases regulatory subunit 1 (cks-1) name: cks1b; synonyms: cks1; orfnames: pnas-143, pnas-16;  	False
P61026	Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cytoskeleton / trafficking;Signaling / enzymes	RAB10 ; RAB13	RAB10_HUMAN	Ras-related protein Rab-10; ; Ras-related protein Rab-10 (EC 3.6.5.2)	Name: RAB10;	P-loop containing nucleoside triphosphate hydrolase ; Small GTP-binding domain IPR027417 ; IPR005225 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	p61026 rab10 ; rab13 rab10_human ras-related protein rab-10; ; ras-related protein rab-10 (ec 3.6.5.2) name: rab10; p-loop containing nucleoside triphosphate hydrolase ; small gtp-binding domain ipr027417 ; ipr005225 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
P61073	Membrane / receptor / extracellular;RNA-binding / RNP	Membrane / receptor / extracellular;hnRNP / RG-rich RBPs	CXCR4	CXCR4_HUMAN	C-X-C chemokine receptor type 4; ; C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	Name: CXCR4;	CXC chemokine receptor 4 N-terminal domain ; GPCR, rhodopsin-like, 7TM IPR022726 ; IPR017452 domain		p61073 cxcr4 cxcr4_human c-x-c chemokine receptor type 4; ; c-x-c chemokine receptor type 4 (cxc-r4) (cxcr-4) (fb22) (fusin) (hm89) (lcr1) (leukocyte-derived seven transmembrane domain receptor) (lestr) (lipopolysaccharide-associated protein 3) (lap-3) (lps-associated protein 3) (npyrl) (stromal cell-derived factor 1 receptor) (sdf-1 receptor) (cd antigen cd184) name: cxcr4; cxc chemokine receptor 4 n-terminal domain ; gpcr, rhodopsin-like, 7tm ipr022726 ; ipr017452 domain 	True
P61077	Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Proteostasis / chaperone / proteasome;Signaling / enzymes	UBE2D3	UB2D3_HUMAN	Ubiquitin-conjugating enzyme E2 D3; ; Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	Name: UBE2D3; Synonyms: UBC5C, UBCH5C;			p61077 ube2d3 ub2d3_human ubiquitin-conjugating enzyme e2 d3; ; ubiquitin-conjugating enzyme e2 d3 (ec 2.3.2.23) ((e3-independent) e2 ubiquitin-conjugating enzyme d3) (ec 2.3.2.24) (e2 ubiquitin-conjugating enzyme d3) (ubiquitin carrier protein d3) (ubiquitin-conjugating enzyme e2(17)kb 3) (ubiquitin-conjugating enzyme e2-17 kda 3) (ubiquitin-protein ligase d3) name: ube2d3; synonyms: ubc5c, ubch5c;  	False
P61081	Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Proteostasis / chaperone / proteasome;Signaling / enzymes	UBE2M	UBC12_HUMAN	NEDD8-conjugating enzyme Ubc12; ; NEDD8-conjugating enzyme Ubc12 (EC 2.3.2.34) (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 M)	Name: UBE2M; Synonyms: UBC12;	Ubiquitin-conjugating enzyme/RWD-like ; Ubiquitin-conjugating (UBC), catalytic core domain IPR016135 ; IPR000608 homologous_superfamily ; domain		p61081 ube2m ubc12_human nedd8-conjugating enzyme ubc12; ; nedd8-conjugating enzyme ubc12 (ec 2.3.2.34) (nedd8 carrier protein) (ubiquitin-conjugating enzyme e2 m) name: ube2m; synonyms: ubc12; ubiquitin-conjugating enzyme/rwd-like ; ubiquitin-conjugating (ubc), catalytic core domain ipr016135 ; ipr000608 homologous_superfamily ; domain 	True
P61086	Cytoplasmic / trafficking / cytoskeleton;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Cytoskeleton / trafficking;Proteostasis / chaperone / proteasome;Signaling / enzymes	UBE2K	UBE2K_HUMAN	Ubiquitin-conjugating enzyme E2 K; ; Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)	Name: UBE2K; Synonyms: HIP2, LIG;			p61086 ube2k ube2k_human ubiquitin-conjugating enzyme e2 k; ; ubiquitin-conjugating enzyme e2 k (ec 2.3.2.23) (e2 ubiquitin-conjugating enzyme k) (huntingtin-interacting protein 2) (hip-2) (ubiquitin carrier protein) (ubiquitin-conjugating enzyme e2-25 kda) (ubiquitin-conjugating enzyme e2(25k)) (ubiquitin-conjugating enzyme e2-25k) (ubiquitin-protein ligase) name: ube2k; synonyms: hip2, lig;  	True
P61088	Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Proteostasis / chaperone / proteasome;Signaling / enzymes	UBE2N	UBE2N_HUMAN	Ubiquitin-conjugating enzyme E2 N; ; Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	Name: UBE2N; Synonyms: BLU;			p61088 ube2n ube2n_human ubiquitin-conjugating enzyme e2 n; ; ubiquitin-conjugating enzyme e2 n (ec 2.3.2.23) (bendless-like ubiquitin-conjugating enzyme) (e2 ubiquitin-conjugating enzyme n) (ubc13) (ubch13) (ubiquitin carrier protein n) (ubiquitin-protein ligase n) name: ube2n; synonyms: blu;  	True
P61106	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	RAB14	RAB14_HUMAN	Ras-related protein Rab-14; ; Ras-related protein Rab-14 (EC 3.6.5.2)	Name: RAB14;			p61106 rab14 rab14_human ras-related protein rab-14; ; ras-related protein rab-14 (ec 3.6.5.2) name: rab14;  	False
P61129	RNA-binding / RNP	RNA-associated zinc finger / post-transcriptional	ZC3H6	ZC3H6_HUMAN	Zinc finger CCCH domain-containing protein 6; ; Zinc finger CCCH domain-containing protein 6	Name: ZC3H6; Synonyms: KIAA2035, ZC3HDC6;			p61129 zc3h6 zc3h6_human zinc finger ccch domain-containing protein 6; ; zinc finger ccch domain-containing protein 6 name: zc3h6; synonyms: kiaa2035, zc3hdc6;  	False
P61158	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	ACTR3	ARP3_HUMAN	Actin-related protein 3; ; Actin-related protein 3 (Actin-like protein 3)	Name: ACTR3; Synonyms: ARP3;			p61158 actr3 arp3_human actin-related protein 3; ; actin-related protein 3 (actin-like protein 3) name: actr3; synonyms: arp3;  	False
P61160	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	ACTR2	ARP2_HUMAN	Actin-related protein 2; ; Actin-related protein 2 (Actin-like protein 2)	Name: ACTR2; Synonyms: ARP2;			p61160 actr2 arp2_human actin-related protein 2; ; actin-related protein 2 (actin-like protein 2) name: actr2; synonyms: arp2;  	False
P61163	Cell cycle / centrosome / spindle;Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cell cycle / centrosome / spindle;Cytoskeleton / trafficking;Signaling / enzymes	ACTR1A ; ACTR1B	ACTZ_HUMAN	Alpha-centractin; ; Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)	Name: ACTR1A; Synonyms: CTRN1;	ATPase, nucleotide binding domain IPR043129 homologous_superfamily		p61163 actr1a ; actr1b actz_human alpha-centractin; ; alpha-centractin (centractin) (arp1) (actin-rpv) (centrosome-associated actin homolog) name: actr1a; synonyms: ctrn1; atpase, nucleotide binding domain ipr043129 homologous_superfamily 	True
P61165	Membrane / receptor / extracellular;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Membrane / receptor / extracellular;Poorly characterized / specialized;Proteostasis / chaperone / proteasome;Signaling / enzymes	TMEM258	TM258_HUMAN	Transmembrane protein 258; ; Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TMEM258 (Oligosaccharyl transferase subunit TMEM258) (Transmembrane protein 258)	Name: TMEM258; Synonyms: C11orf10; ORFNames: HSPC005;			p61165 tmem258 tm258_human transmembrane protein 258; ; dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit tmem258 (oligosaccharyl transferase subunit tmem258) (transmembrane protein 258) name: tmem258; synonyms: c11orf10; orfnames: hspc005;  	False
P61201	Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Proteostasis / ubiquitin / chaperone	Cytoskeleton / trafficking;DNA repair / DDR;DNA-binding transcription factors / developmental regulators;Membrane / receptor / extracellular;Proteostasis / chaperone / proteasome	COPS2	CSN2_HUMAN	COP9 signalosome complex subunit 2; ; COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)	Name: COPS2; Synonyms: CSN2, TRIP15;	Tetratricopeptide-like helical domain superfamily ; Proteasome component (PCI) domain ; Winged helix DNA-binding domain superfamily ; COP9 signalosome complex subunit 2, C-terminal helix IPR011990 ; IPR000717 ; IPR036390 ; IPR058796 homologous_superfamily ; domain DNA-binding	DNA-binding	p61201 cops2 csn2_human cop9 signalosome complex subunit 2; ; cop9 signalosome complex subunit 2 (sgn2) (signalosome subunit 2) (alien homolog) (jab1-containing signalosome subunit 2) (thyroid receptor-interacting protein 15) (tr-interacting protein 15) (trip-15) name: cops2; synonyms: csn2, trip15; tetratricopeptide-like helical domain superfamily ; proteasome component (pci) domain ; winged helix dna-binding domain superfamily ; cop9 signalosome complex subunit 2, c-terminal helix ipr011990 ; ipr000717 ; ipr036390 ; ipr058796 homologous_superfamily ; domain dna-binding dna-binding	True
P61204	Signaling / enzymes	Signaling / enzymes	ARF3	ARF3_HUMAN	ADP-ribosylation factor 3; ; ADP-ribosylation factor 3	Name: ARF3;	P-loop containing nucleoside triphosphate hydrolase ; Small GTP-binding domain IPR027417 ; IPR005225 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	p61204 arf3 arf3_human adp-ribosylation factor 3; ; adp-ribosylation factor 3 name: arf3; p-loop containing nucleoside triphosphate hydrolase ; small gtp-binding domain ipr027417 ; ipr005225 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
P61218	Chromatin / transcription	Transcription / mediator / polymerase	POLR2F	RPAB2_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC2; ; DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)	Name: POLR2F; Synonyms: POLRF;			p61218 polr2f rpab2_human dna-directed rna polymerases i, ii, and iii subunit rpabc2; ; dna-directed rna polymerases i, ii, and iii subunit rpabc2 (rna polymerases i, ii, and iii subunit abc2) (dna-directed rna polymerase ii subunit f) (dna-directed rna polymerases i, ii, and iii 14.4 kda polypeptide) (rpabc14.4) (rpb14.4) (rpb6 homolog) (rpc15) name: polr2f; synonyms: polrf;  	False
